instance family sat glasgowdegreenorestartsnonogoods glasgowantinorestartsnonogoods glasgowrandomnorestartsnonogoods glasgowbiasednorestartsnonogoods glasgowdegreenorestartsnonogoodsdds glasgowrandom glasgowbiased glasgowbiasednonogoods glasgowbiasedconstant5400 glasgowbiasedthreads36v1 glasgowbiasedthreads36v2 glasgowbiasedconstant5400threads36v1 glasgowbiasedconstant5400threads36v2 glasgowbiasedconstant5400triggeredthreads36v1 glasgowbiasedconstant5400triggeredthreads36v2 glasgowbiasedrestartsconstant5400triggeredmpih5x2t18 glasgowbiasedrestartsconstant5400triggeredmpih10x2t18 glasgowrandomrestartsconstant5400triggeredmpih5x2t18 glasgowbiasedrestartsconstant5400triggerednr32mpih5x2t18 glasgowbiasedtimer100 glasgowbiasedtimer100triggeredthreads36v1 glasgowbiasedtimer100triggeredthreads36v2 glasgowbiasedtimer100triggeredthreads36mpih5x2t18 glasgowbiasedtimer100triggeredthreads36mpih10x2t18 glasgowbiasedtimer100triggeredthreads36mpih20x2t18
g50-g97 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g50-g98 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g50-g99 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g6-g100 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g6-g101 11 0 1 1 1 1 2 1 1 1 1 2 1 2 2 1 2 0 0 0 0 1 2 2 0 0 0
g6-g102 11 0 1 1 1 1 2 1 1 1 1 2 3 2 2 2 2 0 0 0 0 1 2 2 0 0 0
g6-g103 11 0 1 1 1 1 2 1 1 1 1 1 2 2 2 2 2 0 0 0 0 1 2 3 0 0 0
g6-g104 11 0 12508 12508 12508 12508 821505 12240 12433 118357 12459 63613 53620 103852 110349 232471 198481 0 0 0 0 12514 261074 278855 0 0 0
g6-g105 11 0 12508 12508 12508 12508 736074 12170 12407 118354 12420 58352 47984 101271 90667 127156 175842 0 0 0 0 12510 262825 268347 0 0 0
g6-g106 11 0 94441 94441 94441 94441 29754105 94502 94695 1447981 94357 256606 231261 442635 482826 561195 636901 2261010 4219823 2084329 2012497 93414 418443 458065 1574804 2403324 4929745
g6-g107 11 0 19726 19726 19726 19726 2485400 19590 19551 125543 19740 79058 57490 305685 218919 195814 241437 0 0 0 0 19738 220361 271730 0 0 0
g6-g108 11 0 72736 72736 72736 72736 12302217 72668 72936 665084 72734 179529 188473 364125 372789 531046 530735 1927863 4108739 1922478 2060604 72728 433278 459964 1355191 2290621 3441511
g6-g109 11 0 1 1 1 1 2 1 1 1 1 1 2 2 2 3 3 0 0 0 0 1 3 1 0 0 0
g6-g110 11 0 1 1 1 1 3 1 1 1 1 36 36 36 36 36 36 0 0 0 0 1 36 36 0 0 0
g6-g111 11 0 94441 94441 94441 94441 29754105 94373 94431 1447992 94316 235890 249804 401082 388386 528256 569396 2175616 4234992 1930857 1899071 94414 441375 440177 1455961 2230646 5173937
g6-g112 11 0 17 17 17 17 188 17 17 17 17 123 82 139 142 128 59 0 0 0 0 17 146 146 0 0 0
g6-g51 11 1 20 40 177 20 20 177 20 20 20 77 72 41 67 45 77 0 0 0 0 20 67 65 0 0 0
g6-g52 11 0 1 1 1 1 3 1 1 1 1 2 1 3 3 2 3 0 0 0 0 1 2 2 0 0 0
g6-g53 11 0 361 361 361 361 7781 361 361 361 361 3265 4323 3252 5041 3962 4464 0 0 0 0 361 4646 4292 0 0 0
g6-g54 11 0 1 1 1 1 3 1 1 1 1 3 3 3 4 4 1 0 0 0 0 1 4 3 0 0 0
g6-g55 11 0 1 1 1 1 3 1 1 1 1 3 3 2 2 3 2 0 0 0 0 1 1 3 0 0 0
g6-g56 11 0 1 1 1 1 3 1 1 1 1 4 2 3 4 4 4 0 0 0 0 1 3 3 0 0 0
g6-g57 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g6-g61 11 0 1 1 1 1 2 1 1 1 1 1 2 2 1 2 2 0 0 0 0 1 2 2 0 0 0
g6-g62 11 0 1 1 1 1 3 1 1 1 1 3 3 2 2 2 2 0 0 0 0 1 3 2 0 0 0
g6-g63 11 1 50 94454 1602 34 93 1003 34 34 34 285 131 157 100 58 75 0 0 0 0 34 105 148 0 0 0
g6-g64 11 1 20 17 20 20 20 20 20 20 20 41 94 102 70 125 63 0 0 0 0 20 97 92 0 0 0
g6-g65 11 0 1 1 1 1 2 1 1 1 1 2 2 1 2 3 3 0 0 0 0 1 2 2 0 0 0
g6-g67 11 0 1 1 1 1 2 1 1 1 1 2 2 2 1 2 2 0 0 0 0 1 3 3 0 0 0
g6-g68 11 1 17 17 17 17 17 17 17 17 17 62 119 106 61 76 61 0 0 0 0 17 59 99 0 0 0
g6-g69 11 0 1 1 1 1 2 1 1 1 1 1 2 1 2 1 2 0 0 0 0 1 2 2 0 0 0
g6-g70 11 0 1 1 1 1 2 1 1 1 1 2 2 3 2 2 2 0 0 0 0 1 2 2 0 0 0
g6-g71 11 0 1 1 1 1 2 1 1 1 1 2 1 2 2 2 3 0 0 0 0 1 1 2 0 0 0
g6-g72 11 0 58 58 58 58 493 58 58 58 58 289 279 163 156 203 190 0 0 0 0 58 139 217 0 0 0
g6-g74 11 0 1 1 1 1 3 1 1 1 1 3 2 3 3 3 4 0 0 0 0 1 3 4 0 0 0
g6-g75 11 0 1 1 1 1 3 1 1 1 1 8 12 10 10 10 8 0 0 0 0 1 8 10 0 0 0
g6-g76 11 0 1 1 1 1 3 1 1 1 1 12 18 15 13 14 13 0 0 0 0 1 14 12 0 0 0
g6-g77 11 0 1 1 1 1 3 1 1 1 1 22 22 21 22 21 20 0 0 0 0 1 13 15 0 0 0
g6-g78 11 0 1 1 1 1 3 1 1 1 1 12 9 11 16 10 9 0 0 0 0 1 9 10 0 0 0
g6-g79 11 0 1 1 1 1 2 1 1 1 1 2 2 2 2 3 1 0 0 0 0 1 2 2 0 0 0
g6-g80 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g6-g81 11 0 1 1 1 1 2 1 1 1 1 2 2 2 3 3 1 0 0 0 0 1 2 3 0 0 0
g6-g83 11 0 1 1 1 1 2 1 1 1 1 2 2 1 2 1 2 0 0 0 0 1 3 1 0 0 0
g6-g84 11 0 1 1 1 1 3 1 1 1 1 30 32 36 36 23 28 0 0 0 0 1 32 36 0 0 0
g6-g85 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g6-g87 11 0 1 1 1 1 3 1 1 1 1 6 5 6 8 7 5 0 0 0 0 1 7 9 0 0 0
g6-g88 11 0 1 1 1 1 3 1 1 1 1 10 10 8 9 8 8 0 0 0 0 1 8 7 0 0 0
g6-g89 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g6-g90 11 0 1 1 1 1 2 1 1 1 1 3 2 2 3 2 2 0 0 0 0 1 2 1 0 0 0
g6-g91 11 0 3 3 3 3 13 3 3 3 3 5 10 9 13 11 10 0 0 0 0 3 6 10 0 0 0
g6-g92 11 0 5 5 5 5 26 5 5 5 5 16 15 13 17 17 14 0 0 0 0 5 16 17 0 0 0
g6-g94 11 0 1 1 1 1 2 1 1 1 1 3 3 2 2 2 3 0 0 0 0 1 3 2 0 0 0
g6-g95 11 0 1 1 1 1 3 1 1 1 1 3 5 3 2 2 2 0 0 0 0 1 2 3 0 0 0
g6-g96 11 0 1 1 1 1 3 1 1 1 1 4 3 4 4 4 4 0 0 0 0 1 3 4 0 0 0
g6-g97 11 0 1 1 1 1 3 1 1 1 1 3 3 3 2 2 3 0 0 0 0 1 3 3 0 0 0
g6-g98 11 0 3 3 3 3 12 3 3 3 3 14 15 12 11 10 12 0 0 0 0 3 11 11 0 0 0
g6-g99 11 0 3 3 3 3 12 3 3 3 3 11 9 14 10 9 10 0 0 0 0 3 9 10 0 0 0
g7-g100 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g7-g101 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g7-g102 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g7-g103 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g7-g104 11 0 1 1 1 1 3 1 1 1 1 6 7 8 8 7 3 0 0 0 0 1 5 4 0 0 0
g7-g105 11 0 1 1 1 1 3 1 1 1 1 5 8 6 6 4 7 0 0 0 0 1 5 6 0 0 0
g7-g106 11 0 1 1 1 1 3 1 1 1 1 36 36 36 36 36 31 0 0 0 0 1 36 36 0 0 0
g7-g107 11 0 1 1 1 1 3 1 1 1 1 13 21 11 12 5 11 0 0 0 0 1 18 18 0 0 0
g7-g108 11 0 1 1 1 1 3 1 1 1 1 21 21 24 21 22 17 0 0 0 0 1 25 20 0 0 0
g7-g109 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g7-g110 11 0 463 463 463 463 107039 463 463 463 463 8200 13406 9127 7783 8856 8774 0 0 0 0 463 12750 14391 0 0 0
g7-g111 11 0 1 1 1 1 3 1 1 1 1 36 36 36 36 36 29 0 0 0 0 1 26 29 0 0 0
g7-g112 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g7-g51 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g7-g52 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g7-g53 11 0 1 1 1 1 3 1 1 1 1 3 3 3 2 3 3 0 0 0 0 1 3 2 0 0 0
g7-g54 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g7-g55 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g7-g56 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g7-g57 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g7-g61 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g7-g62 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g7-g63 11 0 138 138 138 138 9868 138 138 138 138 2176 1928 1256 1951 1547 2682 0 0 0 0 138 2090 2451 0 0 0
g7-g64 11 1 21 113683 21 21 21 21 21 21 21 80 66 86 95 116 87 0 0 0 0 21 107 111 0 0 0
g7-g65 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g7-g67 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g7-g68 11 0 14323 14323 14323 14323 3559512 14349 14349 120047 14327 46699 43956 133139 142837 216758 183390 0 0 0 0 14329 93096 105443 0 0 0
g7-g69 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g7-g70 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g7-g71 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g7-g72 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g7-g74 11 0 NaN NaN NaN NaN NaN NaN NaN NaN NaN 790598419 793172825 NaN NaN 653384407 653614726 894904546 1161419643 661871753 693728838 NaN 709581657 706436941 1032898125 1365097186 1885642265
g7-g75 11 1 21 20 21 21 21 21 21 21 21 130 127 138 95 160 122 0 0 0 0 21 133 112 0 0 0
g7-g76 11 1 21 21 21 21 21 21 21 21 21 276 190 338 267 273 251 0 0 0 0 21 178 196 0 0 0
g7-g77 11 1 21 21 21 21 21 21 21 21 21 181 222 352 426 319 286 0 0 0 0 21 395 377 0 0 0
g7-g78 11 0 67 67 67 67 2413 67 67 67 67 499 387 709 681 995 820 0 0 0 0 67 728 727 0 0 0
g7-g79 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g7-g80 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g7-g81 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g7-g83 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g7-g84 11 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
g7-g85 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g7-g87 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g7-g88 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g7-g89 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g7-g90 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g7-g91 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g7-g92 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g7-g94 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g7-g95 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g7-g96 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g7-g97 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g7-g98 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g7-g99 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g8-g100 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g8-g101 11 0 1 1 1 1 2 1 1 1 1 2 2 1 2 2 2 0 0 0 0 1 2 2 0 0 0
g8-g102 11 0 1 1 1 1 2 1 1 1 1 2 2 2 2 3 1 0 0 0 0 1 1 2 0 0 0
g8-g103 11 0 1 1 1 1 2 1 1 1 1 2 2 2 2 1 2 0 0 0 0 1 3 2 0 0 0
g8-g104 11 0 2720 2720 2720 2720 241744 2729 2729 18602 2720 24246 23219 52055 52174 62111 73014 0 0 0 0 2720 50158 52061 0 0 0
g8-g105 11 0 2720 2720 2720 2720 236841 2726 2729 18608 2720 32227 26829 73611 70932 75595 50602 0 0 0 0 2720 56366 72796 0 0 0
g8-g106 11 0 67215 67215 67215 67215 NaN 67399 67402 659643 67270 238443 237138 461375 422079 476609 459188 1877085 3568184 1773032 1819494 67386 232726 270803 752779 1277920 2049470
g8-g107 11 0 9466 9466 9466 9466 1843567 9493 9497 51825 9470 65478 72020 178845 181685 196537 225735 0 0 0 0 9480 113864 123330 0 0 0
g8-g108 11 0 34088 34088 34088 34088 8036686 34204 34201 288046 34114 101990 112264 324506 307283 277105 295076 1730439 3471891 1790169 1767443 34189 157001 155422 467902 798862 1563500
g8-g109 11 0 1 1 1 1 2 1 1 1 1 3 2 2 3 2 3 0 0 0 0 1 2 3 0 0 0
g8-g110 11 0 1 1 1 1 3 1 1 1 1 36 36 36 36 36 36 0 0 0 0 1 36 36 0 0 0
g8-g111 11 0 67215 67215 67215 67215 NaN 67399 67402 659643 67270 219576 209738 496388 395052 515722 445160 1881968 3574774 1780212 1819192 67392 264747 258982 799345 1359801 1798895
g8-g112 11 0 1 1 1 1 3 1 1 1 1 11 8 8 7 8 8 0 0 0 0 1 5 6 0 0 0
g8-g51 11 1 91155 7104 681736 5135 51302 4042 9394 4185 5135 11925 6589 6050 8081 9964 6431 0 0 0 0 5135 6556 5957 0 0 0
g8-g52 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g8-g53 11 0 65 65 65 65 2275 65 65 65 65 499 484 361 476 563 438 0 0 0 0 65 481 380 0 0 0
g8-g54 11 0 1 1 1 1 3 1 1 1 1 3 3 3 5 2 3 0 0 0 0 1 3 3 0 0 0
g8-g55 11 0 1 1 1 1 3 1 1 1 1 2 1 2 3 3 2 0 0 0 0 1 2 2 0 0 0
g8-g56 11 0 1 1 1 1 3 1 1 1 1 3 3 5 3 4 2 0 0 0 0 1 2 3 0 0 0
g8-g57 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g8-g61 11 0 1 1 1 1 2 1 1 1 1 2 3 2 1 2 2 0 0 0 0 1 3 1 0 0 0
g8-g62 11 0 1 1 1 1 3 1 1 1 1 3 2 3 2 2 3 0 0 0 0 1 2 3 0 0 0
g8-g63 11 0 1103199 1103199 1103199 1103199 297314516 1105462 1105651 15999112 1104284 1765900 1757785 2011205 2097494 2293954 2079541 7699864 11829500 3051737 3840490 1103388 5071734 5141160 16214517 24765017 37299415
g8-g64 11 1 31 60 31 31 31 31 31 31 31 164 123 164 196 136 137 0 0 0 0 31 110 166 0 0 0
g8-g65 11 0 1 1 1 1 2 1 1 1 1 2 2 1 4 1 2 0 0 0 0 1 2 2 0 0 0
g8-g67 11 0 1 1 1 1 2 1 1 1 1 1 2 1 2 2 2 0 0 0 0 1 1 1 0 0 0
g8-g68 11 0 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1452870103 1451120334 1385503020 1385459203 1385385465 1385373014 1396627789 1413043214 1398113283 1397200206 NaN 1389910102 1388946903 1416637651 1441811783 1491575852
g8-g69 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g8-g70 11 0 1 1 1 1 2 1 1 1 1 2 1 1 1 1 2 0 0 0 0 1 2 2 0 0 0
g8-g71 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g8-g72 11 0 3 3 3 3 13 3 3 3 3 8 5 11 11 9 5 0 0 0 0 3 7 8 0 0 0
g8-g74 11 0 1 1 1 1 3 1 1 1 1 3 3 4 3 4 3 0 0 0 0 1 3 2 0 0 0
g8-g75 11 0 1 1 1 1 3 1 1 1 1 6 5 6 9 7 6 0 0 0 0 1 7 8 0 0 0
g8-g76 11 0 1 1 1 1 3 1 1 1 1 14 13 17 16 16 13 0 0 0 0 1 12 9 0 0 0
g8-g77 11 0 1 1 1 1 3 1 1 1 1 11 19 11 11 11 16 0 0 0 0 1 11 9 0 0 0
g8-g78 11 0 1 1 1 1 3 1 1 1 1 14 8 14 12 14 10 0 0 0 0 1 9 9 0 0 0
g8-g79 11 0 1 1 1 1 2 1 1 1 1 2 2 2 2 2 2 0 0 0 0 1 2 3 0 0 0
g8-g80 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g8-g81 11 0 1 1 1 1 2 1 1 1 1 3 1 2 2 1 2 0 0 0 0 1 2 3 0 0 0
g8-g83 11 0 1 1 1 1 2 1 1 1 1 1 2 3 2 2 3 0 0 0 0 1 2 2 0 0 0
g8-g84 11 0 1 1 1 1 3 1 1 1 1 27 33 34 32 32 20 0 0 0 0 1 22 21 0 0 0
g8-g85 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g8-g87 11 0 1 1 1 1 3 1 1 1 1 6 6 6 8 5 6 0 0 0 0 1 6 5 0 0 0
g8-g88 11 0 1 1 1 1 3 1 1 1 1 8 9 10 8 7 7 0 0 0 0 1 8 8 0 0 0
g8-g89 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g8-g90 11 0 1 1 1 1 2 1 1 1 1 1 3 3 3 2 3 0 0 0 0 1 1 3 0 0 0
g8-g91 11 0 2 2 2 2 7 2 2 2 2 6 5 7 7 7 9 0 0 0 0 2 8 6 0 0 0
g8-g92 11 0 1 1 1 1 3 1 1 1 1 4 3 3 5 4 3 0 0 0 0 1 1 4 0 0 0
g8-g94 11 0 1 1 1 1 2 1 1 1 1 1 2 2 1 3 2 0 0 0 0 1 2 3 0 0 0
g8-g95 11 0 1 1 1 1 3 1 1 1 1 3 4 4 5 4 3 0 0 0 0 1 4 4 0 0 0
g8-g96 11 0 1 1 1 1 3 1 1 1 1 4 4 5 3 3 3 0 0 0 0 1 3 4 0 0 0
g8-g97 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g8-g98 11 0 2 2 2 2 8 2 2 2 2 6 9 9 7 9 11 0 0 0 0 2 8 12 0 0 0
g8-g99 11 0 2 2 2 2 8 2 2 2 2 11 10 14 9 9 7 0 0 0 0 2 7 8 0 0 0
g9-g100 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g9-g101 11 0 1 1 1 1 2 1 1 1 1 2 2 3 2 2 1 0 0 0 0 1 2 3 0 0 0
g9-g102 11 0 1 1 1 1 2 1 1 1 1 1 3 1 2 2 2 0 0 0 0 1 2 2 0 0 0
g9-g103 11 0 1 1 1 1 2 1 1 1 1 3 3 2 2 2 2 0 0 0 0 1 2 1 0 0 0
g9-g104 11 1 1136284 16879284 10313812 9345307 52 318031 3370 3366 16415 2871 2695 4054 3411 2882 2902 0 0 0 0 20918 3817 2455 0 0 0
g9-g105 11 1 1136284 16879289 8683099 1005 49 151889 847 847 1005 3035 2697 2552 2546 2891 3433 0 0 0 0 1005 3565 3708 0 0 0
g9-g106 11 1 30 7057839 86 31 30 86 31 31 31 3098 2967 2523 3088 2729 3191 0 0 0 0 31 2799 3604 0 0 0
g9-g107 11 1 31 7991622 3127985 317078 31 22603 3426 3365 17866 2545 2545 2269 2343 2391 2314 0 0 0 0 2932 2482 2080 0 0 0
g9-g108 11 1 31 3611430 463811 32 31 4040 32 32 32 2781 3188 2718 2989 2587 2721 0 0 0 0 32 2579 3473 0 0 0
g9-g109 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g9-g110 11 0 1 1 1 1 3 1 1 1 1 36 36 36 36 36 36 0 0 0 0 1 36 36 0 0 0
g9-g111 11 1 30 7057840 86 31 30 86 31 31 31 2785 3119 2929 3141 3019 3750 0 0 0 0 31 2900 3050 0 0 0
g9-g112 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g9-g51 11 1 687476 68 1330 3794140 1368 769 4102 5420 16286 1763 1945 1632 1688 2441 3010 0 0 0 0 78001 1768 1931 0 0 0
g9-g52 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g9-g53 11 0 3417 3417 3417 3417 258507 3425 3425 19297 3417 21217 23956 66264 56843 51474 54419 0 0 0 0 3417 80810 84041 0 0 0
g9-g54 11 0 1 1 1 1 3 1 1 1 1 2 3 3 2 2 2 0 0 0 0 1 3 3 0 0 0
g9-g55 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g9-g56 11 0 1 1 1 1 3 1 1 1 1 3 3 2 3 2 2 0 0 0 0 1 3 3 0 0 0
g9-g57 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g9-g61 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g9-g62 11 0 1 1 1 1 3 1 1 1 1 3 3 4 2 3 2 0 0 0 0 1 3 2 0 0 0
g9-g63 11 1 30 57 92 117 790 92 117 117 117 433 195 376 335 364 459 0 0 0 0 117 480 364 0 0 0
g9-g64 11 1 28275 NaN NaN 12651 17030 21988 8939 8939 16991 16064 3459 6958 2113 9937 2246 0 0 0 0 12651 723 3158 0 0 0
g9-g65 11 0 1 1 1 1 2 1 1 1 1 3 2 2 2 3 2 0 0 0 0 1 2 1 0 0 0
g9-g67 11 0 1 1 1 1 2 1 1 1 1 1 2 2 2 2 3 0 0 0 0 1 2 2 0 0 0
g9-g68 11 1 32 30 31 31 412 31 31 31 31 240 226 234 166 186 169 0 0 0 0 31 166 207 0 0 0
g9-g69 11 0 1 1 1 1 2 1 1 1 1 2 2 2 2 2 3 0 0 0 0 1 2 1 0 0 0
g9-g70 11 0 1 1 1 1 2 1 1 1 1 1 2 3 3 1 2 0 0 0 0 1 1 1 0 0 0
g9-g71 11 0 1 1 1 1 2 1 1 1 1 2 2 3 2 1 2 0 0 0 0 1 1 1 0 0 0
g9-g72 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g9-g74 11 0 1 1 1 1 3 1 1 1 1 2 2 3 3 4 3 0 0 0 0 1 3 4 0 0 0
g9-g75 11 0 1 1 1 1 3 1 1 1 1 6 8 7 8 7 8 0 0 0 0 1 10 7 0 0 0
g9-g76 11 0 1 1 1 1 3 1 1 1 1 15 13 8 13 18 8 0 0 0 0 1 15 13 0 0 0
g9-g77 11 0 1 1 1 1 3 1 1 1 1 11 11 11 11 11 16 0 0 0 0 1 11 11 0 0 0
g9-g78 11 0 1 1 1 1 3 1 1 1 1 7 7 9 7 8 4 0 0 0 0 1 6 7 0 0 0
g9-g79 11 0 1 1 1 1 2 1 1 1 1 3 3 2 3 1 2 0 0 0 0 1 2 1 0 0 0
g9-g80 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g9-g81 11 0 1 1 1 1 2 1 1 1 1 2 1 3 2 2 2 0 0 0 0 1 2 2 0 0 0
g9-g83 11 0 1 1 1 1 2 1 1 1 1 3 2 2 2 3 2 0 0 0 0 1 1 1 0 0 0
g9-g84 11 0 1 1 1 1 3 1 1 1 1 21 31 20 20 21 21 0 0 0 0 1 20 20 0 0 0
g9-g85 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g9-g87 11 0 1 1 1 1 3 1 1 1 1 3 4 3 2 3 3 0 0 0 0 1 3 2 0 0 0
g9-g88 11 0 1 1 1 1 3 1 1 1 1 3 4 3 4 3 4 0 0 0 0 1 4 5 0 0 0
g9-g89 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g9-g90 11 0 1 1 1 1 2 1 1 1 1 2 3 3 2 2 2 0 0 0 0 1 2 3 0 0 0
g9-g91 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g9-g92 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
