instance family sat glasgowdegreenorestartsnonogoods glasgowantinorestartsnonogoods glasgowrandomnorestartsnonogoods glasgowbiasednorestartsnonogoods glasgowdegreenorestartsnonogoodsdds glasgowrandom glasgowbiased glasgowbiasednonogoods glasgowbiasedconstant5400 glasgowbiasedthreads36v1 glasgowbiasedthreads36v2 glasgowbiasedconstant5400threads36v1 glasgowbiasedconstant5400threads36v2 glasgowbiasedconstant5400triggeredthreads36v1 glasgowbiasedconstant5400triggeredthreads36v2 glasgowbiasedrestartsconstant5400triggeredmpih5x2t18 glasgowbiasedrestartsconstant5400triggeredmpih10x2t18 glasgowrandomrestartsconstant5400triggeredmpih5x2t18 glasgowbiasedrestartsconstant5400triggerednr32mpih5x2t18 glasgowbiasedtimer100 glasgowbiasedtimer100triggeredthreads36v1 glasgowbiasedtimer100triggeredthreads36v2 glasgowbiasedtimer100triggeredthreads36mpih5x2t18 glasgowbiasedtimer100triggeredthreads36mpih10x2t18 glasgowbiasedtimer100triggeredthreads36mpih20x2t18
all-images-CVIU11-pattern23-target46 14 0 1 1 1 1 3 1 1 1 1 7 5 6 6 5 7 0 0 0 0 1 5 4 0 0 0
all-images-CVIU11-pattern23-target47 14 0 1 1 1 1 3 1 1 1 1 9 8 7 6 8 8 0 0 0 0 1 7 8 0 0 0
all-images-CVIU11-pattern23-target48 14 0 1 1 1 1 3 1 1 1 1 4 5 4 5 5 5 0 0 0 0 1 6 3 0 0 0
all-images-CVIU11-pattern23-target49 14 0 1 1 1 1 3 1 1 1 1 8 6 5 6 7 5 0 0 0 0 1 4 5 0 0 0
all-images-CVIU11-pattern23-target5 14 0 1 1 1 1 3 1 1 1 1 8 6 8 7 10 8 0 0 0 0 1 7 8 0 0 0
all-images-CVIU11-pattern23-target50 14 0 1 1 1 1 3 1 1 1 1 8 5 8 8 6 10 0 0 0 0 1 8 8 0 0 0
all-images-CVIU11-pattern23-target51 14 0 1 1 1 1 3 1 1 1 1 6 5 6 5 6 5 0 0 0 0 1 4 5 0 0 0
all-images-CVIU11-pattern23-target52 14 0 1 1 1 1 3 1 1 1 1 4 6 3 5 4 6 0 0 0 0 1 4 6 0 0 0
all-images-CVIU11-pattern23-target53 14 0 1 1 1 1 3 1 1 1 1 6 6 6 5 6 4 0 0 0 0 1 5 5 0 0 0
all-images-CVIU11-pattern23-target54 14 0 1 1 1 1 3 1 1 1 1 3 5 4 4 3 4 0 0 0 0 1 4 6 0 0 0
all-images-CVIU11-pattern23-target55 14 0 1 1 1 1 3 1 1 1 1 4 5 3 5 5 3 0 0 0 0 1 5 4 0 0 0
all-images-CVIU11-pattern23-target56 14 0 1 1 1 1 3 1 1 1 1 5 4 3 3 4 4 0 0 0 0 1 3 3 0 0 0
all-images-CVIU11-pattern23-target57 14 0 1 1 1 1 3 1 1 1 1 7 7 6 7 8 7 0 0 0 0 1 6 7 0 0 0
all-images-CVIU11-pattern23-target58 14 0 1 1 1 1 3 1 1 1 1 6 5 4 3 4 4 0 0 0 0 1 6 3 0 0 0
all-images-CVIU11-pattern23-target59 14 0 1 1 1 1 3 1 1 1 1 6 6 6 7 6 6 0 0 0 0 1 5 8 0 0 0
all-images-CVIU11-pattern23-target6 14 0 1 1 1 1 3 1 1 1 1 7 7 8 8 7 8 0 0 0 0 1 8 8 0 0 0
all-images-CVIU11-pattern23-target60 14 0 1 1 1 1 3 1 1 1 1 5 5 6 5 6 4 0 0 0 0 1 3 3 0 0 0
all-images-CVIU11-pattern23-target61 14 0 1 1 1 1 3 1 1 1 1 4 8 5 6 6 6 0 0 0 0 1 5 5 0 0 0
all-images-CVIU11-pattern23-target62 14 0 1 1 1 1 3 1 1 1 1 7 4 8 7 7 5 0 0 0 0 1 8 7 0 0 0
all-images-CVIU11-pattern23-target63 14 0 1 1 1 1 3 1 1 1 1 7 8 5 7 8 7 0 0 0 0 1 8 8 0 0 0
all-images-CVIU11-pattern23-target64 14 0 1 1 1 1 3 1 1 1 1 3 7 4 6 6 3 0 0 0 0 1 4 6 0 0 0
all-images-CVIU11-pattern23-target65 14 0 1 1 1 1 3 1 1 1 1 3 5 4 3 6 4 0 0 0 0 1 3 2 0 0 0
all-images-CVIU11-pattern23-target66 14 0 1 1 1 1 3 1 1 1 1 6 4 5 4 4 4 0 0 0 0 1 3 4 0 0 0
all-images-CVIU11-pattern23-target67 14 0 1 1 1 1 3 1 1 1 1 7 7 8 3 8 5 0 0 0 0 1 5 7 0 0 0
all-images-CVIU11-pattern23-target68 14 0 1 1 1 1 3 1 1 1 1 6 5 5 7 6 5 0 0 0 0 1 6 6 0 0 0
all-images-CVIU11-pattern23-target69 14 0 1 1 1 1 3 1 1 1 1 6 8 6 7 8 7 0 0 0 0 1 7 8 0 0 0
all-images-CVIU11-pattern23-target7 14 0 1 1 1 1 3 1 1 1 1 7 8 9 7 8 6 0 0 0 0 1 8 6 0 0 0
all-images-CVIU11-pattern23-target70 14 0 1 1 1 1 3 1 1 1 1 5 7 4 7 6 6 0 0 0 0 1 5 5 0 0 0
all-images-CVIU11-pattern23-target71 14 1 2 2 2 2 2 2 2 2 2 27 22 22 25 27 19 0 0 0 0 2 21 29 0 0 0
all-images-CVIU11-pattern23-target72 14 0 1 1 1 1 3 1 1 1 1 5 8 5 6 5 8 0 0 0 0 1 8 10 0 0 0
all-images-CVIU11-pattern23-target73 14 0 1 1 1 1 3 1 1 1 1 7 7 7 7 7 6 0 0 0 0 1 7 6 0 0 0
all-images-CVIU11-pattern23-target74 14 0 1 1 1 1 3 1 1 1 1 7 7 7 7 7 8 0 0 0 0 1 6 6 0 0 0
all-images-CVIU11-pattern23-target75 14 0 1 1 1 1 3 1 1 1 1 7 6 8 6 7 6 0 0 0 0 1 6 6 0 0 0
all-images-CVIU11-pattern23-target76 14 0 1 1 1 1 3 1 1 1 1 6 7 7 7 5 4 0 0 0 0 1 3 6 0 0 0
all-images-CVIU11-pattern23-target77 14 0 1 1 1 1 3 1 1 1 1 7 5 7 8 4 8 0 0 0 0 1 7 7 0 0 0
all-images-CVIU11-pattern23-target78 14 0 1 1 1 1 3 1 1 1 1 7 5 8 6 7 7 0 0 0 0 1 7 8 0 0 0
all-images-CVIU11-pattern23-target79 14 0 1 1 1 1 3 1 1 1 1 4 5 5 5 5 6 0 0 0 0 1 4 4 0 0 0
all-images-CVIU11-pattern23-target8 14 0 1 1 1 1 3 1 1 1 1 3 5 5 4 4 4 0 0 0 0 1 3 3 0 0 0
all-images-CVIU11-pattern23-target80 14 0 1 1 1 1 3 1 1 1 1 5 3 3 4 3 3 0 0 0 0 1 4 5 0 0 0
all-images-CVIU11-pattern23-target81 14 0 1 1 1 1 3 1 1 1 1 3 5 3 3 4 4 0 0 0 0 1 5 5 0 0 0
all-images-CVIU11-pattern23-target82 14 0 1 1 1 1 3 1 1 1 1 5 4 5 5 5 3 0 0 0 0 1 5 4 0 0 0
all-images-CVIU11-pattern23-target83 14 0 1 1 1 1 3 1 1 1 1 5 6 6 6 6 7 0 0 0 0 1 4 4 0 0 0
all-images-CVIU11-pattern23-target84 14 0 1 1 1 1 3 1 1 1 1 3 4 4 5 3 5 0 0 0 0 1 4 3 0 0 0
all-images-CVIU11-pattern23-target85 14 0 1 1 1 1 3 1 1 1 1 7 8 8 8 8 5 0 0 0 0 1 7 5 0 0 0
all-images-CVIU11-pattern23-target86 14 0 1 1 1 1 3 1 1 1 1 6 8 5 6 5 5 0 0 0 0 1 5 3 0 0 0
all-images-CVIU11-pattern23-target87 14 0 1 1 1 1 3 1 1 1 1 4 4 5 5 6 6 0 0 0 0 1 5 5 0 0 0
all-images-CVIU11-pattern23-target88 14 0 1 1 1 1 3 1 1 1 1 8 6 7 8 6 5 0 0 0 0 1 5 5 0 0 0
all-images-CVIU11-pattern23-target89 14 0 1 1 1 1 3 1 1 1 1 3 3 3 3 3 5 0 0 0 0 1 2 4 0 0 0
all-images-CVIU11-pattern23-target9 14 0 1 1 1 1 3 1 1 1 1 5 5 6 5 5 3 0 0 0 0 1 5 4 0 0 0
all-images-CVIU11-pattern23-target90 14 0 1 1 1 1 3 1 1 1 1 3 4 5 3 3 5 0 0 0 0 1 4 3 0 0 0
all-images-CVIU11-pattern23-target91 14 0 1 1 1 1 3 1 1 1 1 4 4 3 3 2 2 0 0 0 0 1 3 4 0 0 0
all-images-CVIU11-pattern23-target92 14 0 1 1 1 1 3 1 1 1 1 7 7 5 8 7 9 0 0 0 0 1 6 8 0 0 0
all-images-CVIU11-pattern23-target93 14 0 1 1 1 1 3 1 1 1 1 7 5 6 6 5 8 0 0 0 0 1 4 5 0 0 0
all-images-CVIU11-pattern23-target94 14 0 1 1 1 1 3 1 1 1 1 6 7 8 5 7 5 0 0 0 0 1 6 4 0 0 0
all-images-CVIU11-pattern23-target95 14 0 1 1 1 1 3 1 1 1 1 4 3 5 5 3 4 0 0 0 0 1 4 4 0 0 0
all-images-CVIU11-pattern23-target96 14 0 1 1 1 1 3 1 1 1 1 5 2 4 4 3 5 0 0 0 0 1 4 4 0 0 0
all-images-CVIU11-pattern23-target97 14 0 1 1 1 1 3 1 1 1 1 4 4 5 5 4 5 0 0 0 0 1 3 3 0 0 0
all-images-CVIU11-pattern23-target98 14 0 1 1 1 1 3 1 1 1 1 3 4 3 3 3 4 0 0 0 0 1 3 3 0 0 0
all-images-CVIU11-pattern23-target99 14 0 1 1 1 1 3 1 1 1 1 8 6 6 7 6 6 0 0 0 0 1 6 7 0 0 0
all-images-CVIU11-pattern24-target1 14 0 18 18 18 18 208 18 18 18 18 404 365 413 437 365 366 0 0 0 0 18 360 517 0 0 0
all-images-CVIU11-pattern24-target10 14 0 4 4 4 4 19 4 4 4 4 105 97 87 113 69 89 0 0 0 0 4 124 120 0 0 0
all-images-CVIU11-pattern24-target100 14 0 3 3 3 3 13 3 3 3 3 34 44 29 34 30 44 0 0 0 0 3 31 32 0 0 0
all-images-CVIU11-pattern24-target101 14 0 3 3 3 3 13 3 3 3 3 51 46 52 35 27 44 0 0 0 0 3 28 24 0 0 0
all-images-CVIU11-pattern24-target102 14 0 3 3 3 3 13 3 3 3 3 76 69 85 68 73 57 0 0 0 0 3 57 57 0 0 0
all-images-CVIU11-pattern24-target103 14 0 7 7 7 7 42 7 7 7 7 110 94 111 164 128 167 0 0 0 0 7 150 151 0 0 0
all-images-CVIU11-pattern24-target104 14 0 5 5 5 5 25 5 5 5 5 154 119 114 143 148 153 0 0 0 0 5 146 130 0 0 0
all-images-CVIU11-pattern24-target105 14 0 12 12 12 12 85 12 12 12 12 216 320 367 316 274 334 0 0 0 0 12 257 278 0 0 0
all-images-CVIU11-pattern24-target106 14 0 26 26 26 26 232 26 26 26 26 396 539 419 516 490 704 0 0 0 0 26 426 480 0 0 0
all-images-CVIU11-pattern24-target107 14 0 11 11 11 11 74 11 11 11 11 278 285 269 202 247 234 0 0 0 0 11 292 267 0 0 0
all-images-CVIU11-pattern24-target108 14 0 5 5 5 5 26 5 5 5 5 157 128 152 134 153 162 0 0 0 0 5 151 141 0 0 0
all-images-CVIU11-pattern24-target109 14 0 6 6 6 6 33 6 6 6 6 157 98 169 172 187 126 0 0 0 0 6 183 139 0 0 0
all-images-CVIU11-pattern24-target11 14 0 8 8 8 8 53 8 8 8 8 90 167 86 108 86 109 0 0 0 0 8 85 94 0 0 0
all-images-CVIU11-pattern24-target110 14 0 5 5 5 5 26 5 5 5 5 59 101 99 109 99 113 0 0 0 0 5 68 75 0 0 0
all-images-CVIU11-pattern24-target111 14 0 1 1 1 1 3 1 1 1 1 36 33 36 36 36 25 0 0 0 0 1 27 27 0 0 0
all-images-CVIU11-pattern24-target112 14 0 8 8 8 8 53 8 8 8 8 120 129 131 152 135 177 0 0 0 0 8 83 203 0 0 0
all-images-CVIU11-pattern24-target113 14 0 1 1 1 1 3 1 1 1 1 36 35 36 36 36 36 0 0 0 0 1 36 29 0 0 0
all-images-CVIU11-pattern24-target114 14 0 2 2 2 2 7 2 2 2 2 56 57 43 55 57 47 0 0 0 0 2 43 52 0 0 0
all-images-CVIU11-pattern24-target115 14 0 20 20 20 20 187 20 20 20 20 383 352 302 364 361 477 0 0 0 0 20 333 302 0 0 0
all-images-CVIU11-pattern24-target116 14 0 20 20 20 20 166 20 20 20 20 406 368 419 534 358 627 0 0 0 0 20 574 496 0 0 0
all-images-CVIU11-pattern24-target117 14 0 10 10 10 10 71 10 10 10 10 245 268 240 223 206 223 0 0 0 0 10 197 266 0 0 0
all-images-CVIU11-pattern24-target118 14 0 11 11 11 11 80 11 11 11 11 219 234 293 178 175 178 0 0 0 0 11 251 250 0 0 0
all-images-CVIU11-pattern24-target119 14 0 12 12 12 12 98 12 12 12 12 279 260 284 257 289 344 0 0 0 0 12 272 278 0 0 0
all-images-CVIU11-pattern24-target12 14 0 14 14 14 14 134 14 14 14 14 210 331 361 162 138 328 0 0 0 0 14 212 250 0 0 0
all-images-CVIU11-pattern24-target120 14 0 17 17 17 17 129 17 17 17 17 328 485 317 409 330 342 0 0 0 0 17 350 370 0 0 0
all-images-CVIU11-pattern24-target121 14 0 3 3 3 3 13 3 3 3 3 79 82 103 80 81 78 0 0 0 0 3 70 86 0 0 0
all-images-CVIU11-pattern24-target122 14 0 4 4 4 4 19 4 4 4 4 120 94 123 104 94 112 0 0 0 0 4 133 134 0 0 0
all-images-CVIU11-pattern24-target123 14 0 11 11 11 11 88 11 11 11 11 166 209 240 266 298 202 0 0 0 0 11 278 269 0 0 0
all-images-CVIU11-pattern24-target124 14 0 27 27 27 27 329 27 27 27 27 442 523 436 457 442 660 0 0 0 0 27 384 428 0 0 0
all-images-CVIU11-pattern24-target125 14 0 6 6 6 6 33 6 6 6 6 132 132 130 111 141 181 0 0 0 0 6 124 174 0 0 0
all-images-CVIU11-pattern24-target126 14 0 5 5 5 5 25 5 5 5 5 38 30 31 29 40 39 0 0 0 0 5 53 40 0 0 0
all-images-CVIU11-pattern24-target127 14 0 11 11 11 11 88 11 11 11 11 55 139 60 132 129 71 0 0 0 0 11 93 110 0 0 0
all-images-CVIU11-pattern24-target128 14 0 2 2 2 2 8 2 2 2 2 62 63 63 59 63 66 0 0 0 0 2 63 63 0 0 0
all-images-CVIU11-pattern24-target129 14 0 16 16 16 16 106 16 16 16 16 188 197 162 151 117 231 0 0 0 0 16 96 84 0 0 0
all-images-CVIU11-pattern24-target13 14 0 8 8 8 8 39 8 8 8 8 157 182 155 120 140 147 0 0 0 0 8 155 157 0 0 0
all-images-CVIU11-pattern24-target130 14 0 1 1 1 1 3 1 1 1 1 23 12 25 25 25 24 0 0 0 0 1 24 23 0 0 0
all-images-CVIU11-pattern24-target131 14 0 1 1 1 1 3 1 1 1 1 36 36 33 33 36 36 0 0 0 0 1 36 36 0 0 0
all-images-CVIU11-pattern24-target132 14 0 2 2 2 2 8 2 2 2 2 48 62 53 62 53 55 0 0 0 0 2 53 53 0 0 0
all-images-CVIU11-pattern24-target133 14 0 6 6 6 6 34 6 6 6 6 115 166 114 102 97 157 0 0 0 0 6 113 107 0 0 0
all-images-CVIU11-pattern24-target134 14 0 7 7 7 7 33 7 7 7 7 167 114 125 138 176 157 0 0 0 0 7 160 121 0 0 0
all-images-CVIU11-pattern24-target135 14 0 12 12 12 12 102 12 12 12 12 184 276 178 197 193 247 0 0 0 0 12 251 301 0 0 0
all-images-CVIU11-pattern24-target136 14 0 1 1 1 1 3 1 1 1 1 36 36 36 36 36 36 0 0 0 0 1 36 36 0 0 0
all-images-CVIU11-pattern24-target137 14 0 13 13 13 13 117 13 13 13 13 152 150 119 132 114 199 0 0 0 0 13 161 149 0 0 0
all-images-CVIU11-pattern24-target138 14 0 13 13 13 13 88 13 13 13 13 288 414 295 312 260 283 0 0 0 0 13 314 312 0 0 0
all-images-CVIU11-pattern24-target139 14 0 17 17 17 17 158 17 17 17 17 335 328 355 382 290 208 0 0 0 0 17 227 236 0 0 0
all-images-CVIU11-pattern24-target14 14 0 6 6 6 6 32 6 6 6 6 91 60 65 72 73 93 0 0 0 0 6 43 82 0 0 0
all-images-CVIU11-pattern24-target140 14 0 1 1 1 1 3 1 1 1 1 29 31 36 35 36 30 0 0 0 0 1 36 36 0 0 0
all-images-CVIU11-pattern24-target141 14 0 2 2 2 2 8 2 2 2 2 50 51 49 28 50 35 0 0 0 0 2 34 30 0 0 0
all-images-CVIU11-pattern24-target142 14 0 1 1 1 1 3 1 1 1 1 35 36 35 36 36 36 0 0 0 0 1 35 36 0 0 0
all-images-CVIU11-pattern24-target143 14 0 7 7 7 7 39 7 7 7 7 198 154 187 195 168 150 0 0 0 0 7 164 110 0 0 0
all-images-CVIU11-pattern24-target144 14 0 9 9 9 9 64 9 9 9 9 146 201 137 150 132 232 0 0 0 0 9 207 157 0 0 0
all-images-CVIU11-pattern24-target145 14 0 1 1 1 1 3 1 1 1 1 24 30 36 36 35 22 0 0 0 0 1 35 32 0 0 0
all-images-CVIU11-pattern24-target146 14 0 3 3 3 3 13 3 3 3 3 83 71 77 88 84 69 0 0 0 0 3 81 94 0 0 0
all-images-CVIU11-pattern24-target15 14 0 9 9 9 9 63 9 9 9 9 90 80 96 104 84 96 0 0 0 0 9 74 56 0 0 0
all-images-CVIU11-pattern24-target16 14 0 3 3 3 3 12 3 3 3 3 72 46 54 39 40 44 0 0 0 0 3 48 41 0 0 0
all-images-CVIU11-pattern24-target17 14 0 18 18 18 18 141 18 18 18 18 541 353 322 339 484 322 0 0 0 0 18 306 537 0 0 0
all-images-CVIU11-pattern24-target18 14 0 2 2 2 2 8 2 2 2 2 53 62 51 49 68 63 0 0 0 0 2 62 50 0 0 0
all-images-CVIU11-pattern24-target19 14 0 4 4 4 4 19 4 4 4 4 129 123 100 105 128 95 0 0 0 0 4 102 107 0 0 0
all-images-CVIU11-pattern24-target2 14 0 5 5 5 5 25 5 5 5 5 88 77 90 88 85 94 0 0 0 0 5 98 77 0 0 0
all-images-CVIU11-pattern24-target20 14 0 10 10 10 10 71 10 10 10 10 275 175 240 306 130 251 0 0 0 0 10 183 187 0 0 0
all-images-CVIU11-pattern24-target21 14 0 7 7 7 7 42 7 7 7 7 136 192 130 123 121 173 0 0 0 0 7 168 171 0 0 0
all-images-CVIU11-pattern24-target22 14 0 5 5 5 5 26 5 5 5 5 109 137 123 129 137 35 0 0 0 0 5 108 116 0 0 0
all-images-CVIU11-pattern24-target23 14 0 13 13 13 13 86 13 13 13 13 278 329 325 287 302 370 0 0 0 0 13 254 307 0 0 0
all-images-CVIU11-pattern24-target24 14 0 3 3 3 3 13 3 3 3 3 33 17 26 22 23 36 0 0 0 0 3 22 22 0 0 0
all-images-CVIU11-pattern24-target25 14 0 6 6 6 6 33 6 6 6 6 122 124 84 59 57 100 0 0 0 0 6 97 84 0 0 0
all-images-CVIU11-pattern24-target26 14 0 4 4 4 4 19 4 4 4 4 92 59 75 88 68 86 0 0 0 0 4 75 67 0 0 0
all-images-CVIU11-pattern24-target27 14 0 7 7 7 7 43 7 7 7 7 160 145 217 209 189 198 0 0 0 0 7 106 205 0 0 0
all-images-CVIU11-pattern24-target28 14 0 1 1 1 1 3 1 1 1 1 19 21 14 18 17 14 0 0 0 0 1 14 18 0 0 0
all-images-CVIU11-pattern24-target29 14 0 2 2 2 2 8 2 2 2 2 59 69 64 69 66 69 0 0 0 0 2 63 67 0 0 0
all-images-CVIU11-pattern24-target3 14 0 19 19 19 19 133 19 19 19 19 376 428 445 386 346 500 0 0 0 0 19 290 353 0 0 0
all-images-CVIU11-pattern24-target30 14 0 20 20 20 20 214 20 20 20 20 412 577 491 390 516 362 0 0 0 0 20 405 380 0 0 0
all-images-CVIU11-pattern24-target31 14 0 5 5 5 5 24 5 5 5 5 151 118 129 131 108 108 0 0 0 0 5 116 84 0 0 0
all-images-CVIU11-pattern24-target32 14 0 10 10 10 10 76 10 10 10 10 225 223 238 253 232 181 0 0 0 0 10 246 245 0 0 0
all-images-CVIU11-pattern24-target33 14 0 21 21 21 21 207 21 21 21 21 602 423 433 418 437 411 0 0 0 0 21 470 529 0 0 0
all-images-CVIU11-pattern24-target34 14 0 5 5 5 5 26 5 5 5 5 96 122 116 120 124 93 0 0 0 0 5 99 99 0 0 0
all-images-CVIU11-pattern24-target35 14 0 9 9 9 9 57 9 9 9 9 252 185 254 187 162 157 0 0 0 0 9 254 172 0 0 0
all-images-CVIU11-pattern24-target36 14 0 17 17 17 17 145 17 17 17 17 312 278 392 426 430 436 0 0 0 0 17 334 322 0 0 0
all-images-CVIU11-pattern24-target37 14 0 18 18 18 18 172 18 18 18 18 510 314 306 251 316 275 0 0 0 0 18 402 367 0 0 0
all-images-CVIU11-pattern24-target38 14 0 19 19 19 19 182 19 19 19 19 403 403 430 420 471 546 0 0 0 0 19 401 443 0 0 0
all-images-CVIU11-pattern24-target39 14 0 3 3 3 3 13 3 3 3 3 83 82 79 83 83 75 0 0 0 0 3 82 82 0 0 0
all-images-CVIU11-pattern24-target4 14 0 11 11 11 11 89 11 11 11 11 258 250 251 212 244 225 0 0 0 0 11 148 312 0 0 0
all-images-CVIU11-pattern24-target40 14 0 18 18 18 18 165 18 18 18 18 208 421 434 213 242 311 0 0 0 0 18 432 329 0 0 0
all-images-CVIU11-pattern24-target41 14 0 1 1 1 1 3 1 1 1 1 36 36 36 36 36 36 0 0 0 0 1 36 36 0 0 0
all-images-CVIU11-pattern24-target42 14 0 14 14 14 14 118 14 14 14 14 280 283 243 219 146 340 0 0 0 0 14 256 217 0 0 0
all-images-CVIU11-pattern24-target43 14 0 10 10 10 10 75 10 10 10 10 307 222 314 240 272 222 0 0 0 0 10 248 219 0 0 0
all-images-CVIU11-pattern24-target44 14 0 1 1 1 1 3 1 1 1 1 36 36 36 36 36 36 0 0 0 0 1 36 36 0 0 0
all-images-CVIU11-pattern24-target45 14 0 13 13 13 13 79 13 13 13 13 315 302 319 270 334 335 0 0 0 0 13 372 362 0 0 0
all-images-CVIU11-pattern24-target46 14 0 2 2 2 2 8 2 2 2 2 63 63 64 59 65 53 0 0 0 0 2 59 58 0 0 0
all-images-CVIU11-pattern24-target47 14 0 7 7 7 7 43 7 7 7 7 173 207 193 198 164 176 0 0 0 0 7 192 185 0 0 0
all-images-CVIU11-pattern24-target48 14 0 9 9 9 9 55 9 9 9 9 233 198 197 239 213 209 0 0 0 0 9 220 222 0 0 0
all-images-CVIU11-pattern24-target49 14 0 5 5 5 5 26 5 5 5 5 101 147 103 100 110 123 0 0 0 0 5 125 112 0 0 0
all-images-CVIU11-pattern24-target5 14 0 4 4 4 4 19 4 4 4 4 103 125 118 134 105 104 0 0 0 0 4 103 112 0 0 0
all-images-CVIU11-pattern24-target50 14 0 9 9 9 9 64 9 9 9 9 215 156 218 231 215 283 0 0 0 0 9 215 227 0 0 0
all-images-CVIU11-pattern24-target51 14 0 11 11 11 11 88 11 11 11 11 254 258 259 217 253 249 0 0 0 0 11 164 187 0 0 0
all-images-CVIU11-pattern24-target52 14 0 23 23 23 23 293 23 23 23 23 253 564 475 616 569 399 0 0 0 0 23 387 418 0 0 0
all-images-CVIU11-pattern24-target53 14 0 18 18 18 18 159 18 18 18 18 349 372 443 438 411 244 0 0 0 0 18 465 416 0 0 0
all-images-CVIU11-pattern24-target54 14 0 3 3 3 3 13 3 3 3 3 81 68 85 84 84 47 0 0 0 0 3 78 87 0 0 0
all-images-CVIU11-pattern24-target55 14 0 9 9 9 9 56 9 9 9 9 171 200 201 208 153 109 0 0 0 0 9 110 126 0 0 0
all-images-CVIU11-pattern24-target56 14 0 7 7 7 7 43 7 7 7 7 96 161 114 101 130 58 0 0 0 0 7 100 95 0 0 0
all-images-CVIU11-pattern24-target57 14 0 21 21 21 21 162 21 21 21 21 628 321 335 349 318 677 0 0 0 0 21 368 630 0 0 0
all-images-CVIU11-pattern24-target58 14 0 5 5 5 5 26 5 5 5 5 78 92 76 67 70 113 0 0 0 0 5 98 57 0 0 0
all-images-CVIU11-pattern24-target59 14 0 19 19 19 19 165 19 19 19 19 480 487 362 527 520 394 0 0 0 0 19 455 365 0 0 0
all-images-CVIU11-pattern24-target6 14 0 10 10 10 10 76 10 10 10 10 240 266 290 271 284 324 0 0 0 0 10 275 295 0 0 0
all-images-CVIU11-pattern24-target60 14 0 10 10 10 10 76 10 10 10 10 260 205 155 238 272 263 0 0 0 0 10 199 172 0 0 0
all-images-CVIU11-pattern24-target61 14 0 11 11 11 11 88 11 11 11 11 258 314 247 244 186 246 0 0 0 0 11 243 276 0 0 0
all-images-CVIU11-pattern24-target62 14 0 19 19 19 19 212 19 19 19 19 424 471 442 445 597 463 0 0 0 0 19 580 432 0 0 0
all-images-CVIU11-pattern24-target63 14 0 5 5 5 5 26 5 5 5 5 163 138 162 141 137 144 0 0 0 0 5 173 165 0 0 0
all-images-CVIU11-pattern24-target64 14 0 14 14 14 14 99 14 14 14 14 312 331 313 379 339 200 0 0 0 0 14 280 271 0 0 0
all-images-CVIU11-pattern24-target65 14 0 10 10 10 10 66 10 10 10 10 191 261 182 162 149 227 0 0 0 0 10 173 185 0 0 0
all-images-CVIU11-pattern24-target66 14 0 3 3 3 3 13 3 3 3 3 88 95 92 96 90 83 0 0 0 0 3 85 93 0 0 0
all-images-CVIU11-pattern24-target67 14 0 24 24 24 24 331 24 24 24 24 556 689 500 632 558 640 0 0 0 0 24 716 478 0 0 0
all-images-CVIU11-pattern24-target68 14 0 16 16 16 16 91 16 16 16 16 370 299 281 301 284 362 0 0 0 0 16 307 385 0 0 0
all-images-CVIU11-pattern24-target69 14 0 12 12 12 12 102 12 12 12 12 235 170 312 285 304 276 0 0 0 0 12 288 311 0 0 0
all-images-CVIU11-pattern24-target7 14 0 17 17 17 17 187 17 17 17 17 335 485 293 486 341 369 0 0 0 0 17 390 375 0 0 0
all-images-CVIU11-pattern24-target70 14 0 5 5 5 5 25 5 5 5 5 121 140 143 115 133 120 0 0 0 0 5 134 134 0 0 0
all-images-CVIU11-pattern24-target71 14 0 11 11 11 11 88 11 11 11 11 207 249 219 214 201 286 0 0 0 0 11 214 233 0 0 0
all-images-CVIU11-pattern24-target72 14 1 11 4 8 8 39 8 8 8 8 37 39 47 30 33 43 0 0 0 0 8 47 34 0 0 0
all-images-CVIU11-pattern24-target73 14 0 2 2 2 2 8 2 2 2 2 65 55 70 56 66 54 0 0 0 0 2 62 63 0 0 0
all-images-CVIU11-pattern24-target74 14 0 12 12 12 12 103 12 12 12 12 277 350 257 297 309 237 0 0 0 0 12 273 290 0 0 0
all-images-CVIU11-pattern24-target75 14 0 4 4 4 4 19 4 4 4 4 91 88 105 108 106 138 0 0 0 0 4 131 99 0 0 0
all-images-CVIU11-pattern24-target76 14 0 1 1 1 1 3 1 1 1 1 36 36 36 36 36 36 0 0 0 0 1 36 36 0 0 0
all-images-CVIU11-pattern24-target77 14 0 17 17 17 17 129 17 17 17 17 278 329 393 323 316 377 0 0 0 0 17 433 466 0 0 0
all-images-CVIU11-pattern24-target78 14 0 8 8 8 8 53 8 8 8 8 188 228 199 205 187 156 0 0 0 0 8 212 190 0 0 0
all-images-CVIU11-pattern24-target79 14 0 8 8 8 8 44 8 8 8 8 150 160 107 125 110 120 0 0 0 0 8 84 105 0 0 0
all-images-CVIU11-pattern24-target8 14 0 2 2 2 2 8 2 2 2 2 55 48 59 61 62 57 0 0 0 0 2 52 52 0 0 0
all-images-CVIU11-pattern24-target80 14 0 27 27 27 27 377 27 27 27 27 592 532 456 654 516 637 0 0 0 0 27 336 528 0 0 0
all-images-CVIU11-pattern24-target81 14 0 9 9 9 9 56 9 9 9 9 194 153 175 209 205 190 0 0 0 0 9 208 200 0 0 0
all-images-CVIU11-pattern24-target82 14 0 21 21 21 21 273 21 21 21 21 579 525 532 530 600 350 0 0 0 0 21 425 399 0 0 0
