instance family sequentialixinduced3 sequentialixinducedrestarts5
g38-g104 11 NaN NaN
g38-g105 11 NaN NaN
g38-g106 11 NaN NaN
g38-g107 11 NaN NaN
g38-g108 11 NaN NaN
g38-g109 11 NaN NaN
g38-g110 11 NaN NaN
g38-g111 11 NaN NaN
g38-g112 11 720863 NaN
g38-g51 11 NaN NaN
g38-g52 11 NaN NaN
g38-g53 11 NaN NaN
g38-g54 11 NaN NaN
g38-g55 11 NaN NaN
g38-g56 11 NaN NaN
g38-g57 11 990 937
g38-g61 11 NaN NaN
g38-g62 11 NaN NaN
g38-g63 11 NaN NaN
g38-g64 11 NaN NaN
g38-g65 11 NaN NaN
g38-g67 11 9351 23798
g38-g68 11 NaN NaN
g38-g69 11 29345 NaN
g38-g70 11 4626 20883
g38-g71 11 11669 46569
g38-g72 11 3774 12823
g38-g74 11 NaN NaN
g38-g75 11 NaN 55024
g38-g76 11 NaN NaN
g38-g77 11 NaN NaN
g38-g78 11 NaN NaN
g38-g79 11 155199 NaN
g38-g80 11 5137 6491
g38-g81 11 927468 NaN
g38-g83 11 NaN NaN
g38-g84 11 NaN NaN
g38-g85 11 28308 NaN
g38-g87 11 932055 NaN
g38-g88 11 NaN NaN
g38-g89 11 24769 NaN
g38-g90 11 346182 NaN
g38-g91 11 212897 NaN
g38-g92 11 NaN NaN
g38-g94 11 330976 NaN
g38-g95 11 36488 NaN
g38-g96 11 49423 NaN
g38-g97 11 49700 NaN
g38-g98 11 158890 NaN
g38-g99 11 161171 NaN
g39-g100 11 NaN NaN
g39-g101 11 NaN NaN
g39-g102 11 NaN NaN
g39-g103 11 NaN NaN
g39-g104 11 NaN NaN
g39-g105 11 NaN NaN
g39-g106 11 NaN NaN
g39-g107 11 NaN NaN
g39-g108 11 NaN NaN
g39-g109 11 NaN NaN
g39-g110 11 NaN NaN
g39-g111 11 NaN NaN
g39-g112 11 NaN NaN
g39-g51 11 NaN NaN
g39-g52 11 NaN NaN
g39-g53 11 NaN NaN
g39-g54 11 NaN NaN
g39-g55 11 NaN NaN
g39-g56 11 NaN NaN
g39-g57 11 NaN NaN
g39-g61 11 92 81
g39-g62 11 NaN NaN
g39-g63 11 NaN NaN
g39-g64 11 NaN NaN
g39-g65 11 NaN NaN
g39-g67 11 NaN NaN
g39-g68 11 NaN NaN
g39-g69 11 NaN NaN
g39-g70 11 NaN NaN
g39-g71 11 NaN NaN
g39-g72 11 NaN NaN
g39-g74 11 NaN NaN
g39-g75 11 NaN NaN
g39-g76 11 NaN NaN
g39-g77 11 NaN NaN
g39-g78 11 NaN NaN
g39-g79 11 NaN NaN
g39-g80 11 NaN NaN
g39-g81 11 NaN NaN
g39-g83 11 NaN NaN
g39-g84 11 NaN NaN
g39-g85 11 NaN NaN
g39-g87 11 NaN NaN
g39-g88 11 NaN NaN
g39-g89 11 NaN NaN
g39-g90 11 NaN NaN
g39-g91 11 NaN NaN
g39-g92 11 NaN NaN
g39-g94 11 NaN NaN
g39-g95 11 NaN NaN
g39-g96 11 NaN NaN
g39-g97 11 NaN NaN
g39-g98 11 NaN NaN
g39-g99 11 NaN NaN
g4-g100 11 11451 11332
g4-g101 11 14544 14161
g4-g102 11 14649 14256
g4-g103 11 18618 15717
g4-g104 11 4774 4574
g4-g105 11 4503 4487
g4-g106 11 9762 9747
g4-g107 11 11642 9590
g4-g108 11 11896 12112
g4-g109 11 114906 NaN
g4-g110 11 163707 NaN
g4-g111 11 22034 18627
g4-g112 11 194616 NaN
g4-g51 11 19 13
g4-g52 11 107 63
g4-g53 11 42 34
g4-g54 11 240 171
g4-g55 11 205 241
g4-g56 11 241 237
g4-g57 11 143 97
g4-g61 11 1100 3999
g4-g62 11 400 345
g4-g63 11 6224 21040
g4-g64 11 NaN NaN
g4-g65 11 560 526
g4-g67 11 660 458
g4-g68 11 11218 15293
g4-g69 11 501 490
g4-g70 11 468 533
g4-g71 11 446 407
g4-g72 11 447 497
g4-g74 11 979 799
g4-g75 11 1304 1280
g4-g76 11 2344 2247
g4-g77 11 2982 2900
g4-g78 11 1260 1058
g4-g79 11 1339 1268
g4-g80 11 1445 1250
g4-g81 11 2444 2580
g4-g83 11 3175 2584
g4-g84 11 7783 7752
g4-g85 11 2603 2616
g4-g87 11 2995 3038
g4-g88 11 3717 2987
g4-g89 11 3037 3000
g4-g90 11 5559 5481
g4-g91 11 4735 4485
g4-g92 11 7037 5595
g4-g94 11 11123 10756
g4-g95 11 6233 6344
g4-g96 11 5064 5061
g4-g97 11 3086 2507
g4-g98 11 4097 3975
g4-g99 11 3883 3934
g40-g100 11 NaN NaN
g40-g101 11 NaN NaN
g40-g102 11 NaN NaN
g40-g103 11 NaN NaN
g40-g104 11 NaN NaN
g40-g105 11 NaN NaN
g40-g106 11 NaN NaN
g40-g107 11 NaN NaN
g40-g108 11 NaN NaN
g40-g109 11 NaN NaN
g40-g110 11 NaN NaN
g40-g111 11 NaN NaN
g40-g112 11 NaN NaN
g40-g51 11 NaN NaN
g40-g52 11 NaN NaN
g40-g53 11 NaN NaN
g40-g54 11 NaN NaN
g40-g55 11 NaN NaN
g40-g56 11 NaN NaN
g40-g57 11 NaN NaN
g40-g61 11 NaN NaN
g40-g62 11 NaN NaN
g40-g63 11 NaN NaN
g40-g64 11 NaN NaN
g40-g65 11 NaN NaN
g40-g67 11 NaN NaN
g40-g68 11 NaN NaN
g40-g69 11 NaN NaN
g40-g70 11 NaN NaN
g40-g71 11 NaN NaN
g40-g72 11 NaN NaN
g40-g74 11 NaN NaN
g40-g75 11 NaN NaN
g40-g76 11 NaN NaN
g40-g77 11 NaN NaN
g40-g78 11 NaN NaN
g40-g79 11 NaN NaN
g40-g80 11 NaN NaN
g40-g81 11 NaN NaN
g40-g83 11 NaN NaN
g40-g84 11 NaN NaN
g40-g85 11 NaN NaN
g40-g87 11 NaN NaN
g40-g88 11 NaN NaN
g40-g89 11 NaN NaN
g40-g90 11 NaN NaN
g40-g91 11 NaN NaN
g40-g92 11 NaN NaN
g40-g94 11 NaN NaN
g40-g95 11 NaN NaN
g40-g96 11 NaN NaN
g40-g97 11 NaN NaN
g40-g98 11 NaN NaN
g40-g99 11 NaN NaN
g41-g100 11 NaN NaN
g41-g101 11 NaN NaN
g41-g102 11 NaN NaN
g41-g103 11 NaN NaN
g41-g104 11 NaN NaN
g41-g105 11 NaN NaN
g41-g106 11 NaN NaN
g41-g107 11 NaN NaN
g41-g108 11 NaN NaN
g41-g109 11 NaN NaN
g41-g110 11 NaN NaN
g41-g111 11 NaN NaN
g41-g112 11 NaN NaN
g41-g51 11 NaN NaN
g41-g52 11 NaN NaN
g41-g53 11 NaN NaN
g41-g54 11 NaN NaN
g41-g55 11 NaN NaN
g41-g56 11 NaN NaN
g41-g57 11 NaN NaN
g41-g61 11 NaN NaN
g41-g62 11 NaN NaN
g41-g63 11 NaN NaN
g41-g64 11 NaN NaN
g41-g65 11 NaN NaN
g41-g67 11 NaN NaN
g41-g68 11 NaN NaN
g41-g69 11 NaN NaN
g41-g70 11 NaN NaN
g41-g71 11 NaN NaN
g41-g72 11 NaN NaN
g41-g74 11 NaN NaN
g41-g75 11 NaN NaN
g41-g76 11 NaN NaN
g41-g77 11 NaN NaN
g41-g78 11 NaN NaN
g41-g79 11 NaN NaN
g41-g80 11 NaN NaN
g41-g81 11 NaN NaN
g41-g83 11 NaN NaN
g41-g84 11 NaN NaN
g41-g85 11 NaN NaN
g41-g87 11 NaN NaN
g41-g88 11 NaN NaN
g41-g89 11 NaN NaN
g41-g90 11 NaN NaN
g41-g91 11 NaN NaN
g41-g92 11 NaN NaN
g41-g94 11 NaN NaN
g41-g95 11 NaN NaN
g41-g96 11 NaN NaN
g41-g97 11 NaN NaN
g41-g98 11 NaN NaN
g41-g99 11 NaN NaN
g42-g100 11 NaN NaN
g42-g101 11 NaN NaN
g42-g102 11 NaN NaN
g42-g103 11 NaN NaN
g42-g104 11 NaN NaN
g42-g105 11 NaN NaN
g42-g106 11 NaN NaN
g42-g107 11 NaN NaN
g42-g108 11 NaN NaN
g42-g109 11 NaN NaN
g42-g110 11 NaN NaN
g42-g111 11 NaN NaN
g42-g112 11 NaN NaN
g42-g51 11 NaN NaN
g42-g52 11 NaN NaN
g42-g53 11 NaN NaN
g42-g54 11 NaN NaN
g42-g55 11 NaN NaN
g42-g56 11 NaN NaN
g42-g57 11 NaN NaN
g42-g61 11 NaN NaN
g42-g62 11 NaN NaN
g42-g63 11 NaN NaN
g42-g64 11 NaN NaN
g42-g65 11 NaN NaN
g42-g67 11 NaN NaN
g42-g68 11 NaN NaN
g42-g69 11 NaN NaN
g42-g70 11 NaN NaN
g42-g71 11 NaN NaN
g42-g72 11 NaN NaN
g42-g74 11 NaN NaN
g42-g75 11 NaN NaN
g42-g76 11 NaN NaN
g42-g77 11 NaN NaN
g42-g78 11 NaN NaN
g42-g79 11 NaN NaN
g42-g80 11 NaN NaN
g42-g81 11 NaN NaN
g42-g83 11 NaN NaN
g42-g84 11 NaN NaN
g42-g85 11 NaN NaN
g42-g87 11 NaN NaN
g42-g88 11 NaN NaN
g42-g89 11 NaN NaN
g42-g90 11 NaN NaN
g42-g91 11 NaN NaN
g42-g92 11 NaN NaN
g42-g94 11 NaN NaN
g42-g95 11 NaN NaN
g42-g96 11 NaN NaN
g42-g97 11 NaN NaN
g42-g98 11 NaN NaN
g42-g99 11 NaN NaN
g43-g100 11 NaN NaN
g43-g101 11 NaN NaN
g43-g102 11 NaN NaN
g43-g103 11 NaN NaN
g43-g104 11 NaN NaN
g43-g105 11 NaN NaN
g43-g106 11 NaN NaN
g43-g107 11 NaN NaN
g43-g108 11 NaN NaN
g43-g109 11 NaN NaN
g43-g110 11 NaN NaN
g43-g111 11 NaN NaN
g43-g112 11 NaN NaN
g43-g51 11 NaN NaN
g43-g52 11 NaN NaN
g43-g53 11 NaN NaN
g43-g54 11 NaN NaN
g43-g55 11 NaN NaN
g43-g56 11 NaN NaN
g43-g57 11 NaN NaN
g43-g61 11 NaN NaN
g43-g62 11 NaN NaN
g43-g63 11 NaN NaN
g43-g64 11 NaN NaN
g43-g65 11 NaN NaN
g43-g67 11 NaN NaN
g43-g68 11 NaN NaN
g43-g69 11 NaN NaN
g43-g70 11 NaN NaN
g43-g71 11 NaN NaN
g43-g72 11 NaN NaN
g43-g74 11 NaN NaN
g43-g75 11 NaN NaN
g43-g76 11 NaN NaN
g43-g77 11 NaN NaN
g43-g78 11 NaN NaN
g43-g79 11 NaN NaN
g43-g80 11 NaN NaN
g43-g81 11 NaN NaN
g43-g83 11 NaN NaN
g43-g84 11 NaN NaN
g43-g85 11 NaN NaN
g43-g87 11 NaN NaN
g43-g88 11 NaN NaN
g43-g89 11 NaN NaN
g43-g90 11 NaN NaN
g43-g91 11 NaN NaN
g43-g92 11 NaN NaN
g43-g94 11 NaN NaN
g43-g95 11 NaN NaN
g43-g96 11 NaN NaN
g43-g97 11 NaN NaN
g43-g98 11 NaN NaN
g43-g99 11 NaN NaN
g44-g100 11 NaN NaN
g44-g101 11 NaN NaN
g44-g102 11 NaN NaN
g44-g103 11 NaN NaN
g44-g104 11 NaN NaN
g44-g105 11 NaN NaN
g44-g106 11 NaN NaN
g44-g107 11 NaN NaN
g44-g108 11 NaN NaN
g44-g109 11 NaN NaN
g44-g110 11 NaN NaN
g44-g111 11 NaN NaN
g44-g112 11 NaN NaN
g44-g51 11 NaN NaN
g44-g52 11 NaN NaN
g44-g53 11 NaN NaN
g44-g54 11 NaN NaN
g44-g55 11 NaN NaN
g44-g56 11 NaN NaN
g44-g57 11 NaN NaN
g44-g61 11 NaN NaN
g44-g62 11 NaN NaN
g44-g63 11 NaN NaN
g44-g64 11 NaN NaN
g44-g65 11 NaN NaN
g44-g67 11 NaN NaN
g44-g68 11 NaN NaN
g44-g69 11 NaN NaN
g44-g70 11 NaN NaN
g44-g71 11 NaN NaN
g44-g72 11 NaN NaN
g44-g74 11 NaN NaN
g44-g75 11 NaN NaN
g44-g76 11 NaN NaN
g44-g77 11 NaN NaN
g44-g78 11 NaN NaN
g44-g79 11 NaN NaN
g44-g80 11 NaN NaN
g44-g81 11 NaN NaN
g44-g83 11 NaN NaN
g44-g84 11 NaN NaN
g44-g85 11 NaN NaN
g44-g87 11 NaN NaN
g44-g88 11 NaN NaN
g44-g89 11 NaN NaN
g44-g90 11 NaN NaN
g44-g91 11 NaN NaN
g44-g92 11 NaN NaN
g44-g94 11 NaN NaN
g44-g95 11 NaN NaN
g44-g96 11 NaN NaN
g44-g97 11 NaN NaN
g44-g98 11 NaN NaN
g44-g99 11 NaN NaN
g45-g100 11 NaN NaN
g45-g101 11 NaN NaN
g45-g102 11 NaN NaN
g45-g103 11 NaN NaN
g45-g104 11 NaN NaN
g45-g105 11 NaN NaN
g45-g106 11 NaN NaN
g45-g107 11 NaN NaN
g45-g108 11 NaN NaN
g45-g109 11 NaN NaN
g45-g110 11 NaN NaN
g45-g111 11 NaN NaN
g45-g112 11 NaN NaN
g45-g51 11 NaN NaN
g45-g52 11 NaN NaN
g45-g53 11 NaN NaN
g45-g54 11 NaN NaN
g45-g55 11 NaN NaN
g45-g56 11 NaN NaN
g45-g57 11 NaN NaN
g45-g61 11 NaN NaN
g45-g62 11 NaN NaN
g45-g63 11 NaN NaN
g45-g64 11 NaN NaN
g45-g65 11 NaN NaN
g45-g67 11 NaN NaN
g45-g68 11 NaN NaN
g45-g69 11 NaN NaN
g45-g70 11 NaN NaN
g45-g71 11 NaN NaN
g45-g72 11 NaN NaN
g45-g74 11 NaN NaN
g45-g75 11 NaN NaN
g45-g76 11 NaN NaN
g45-g77 11 NaN NaN
g45-g78 11 NaN NaN
g45-g79 11 NaN NaN
g45-g80 11 NaN NaN
g45-g81 11 NaN NaN
g45-g83 11 NaN NaN
g45-g84 11 NaN NaN
g45-g85 11 NaN NaN
g45-g87 11 NaN NaN
g45-g88 11 NaN NaN
g45-g89 11 NaN NaN
g45-g90 11 NaN NaN
g45-g91 11 NaN NaN
g45-g92 11 NaN NaN
g45-g94 11 NaN NaN
g45-g95 11 NaN NaN
g45-g96 11 NaN NaN
g45-g97 11 NaN NaN
g45-g98 11 NaN NaN
g45-g99 11 NaN NaN
g46-g100 11 NaN NaN
g46-g101 11 NaN NaN
g46-g102 11 NaN NaN
g46-g103 11 NaN NaN
g46-g104 11 NaN NaN
g46-g105 11 NaN NaN
g46-g106 11 NaN NaN
g46-g107 11 NaN NaN
g46-g108 11 NaN NaN
g46-g109 11 NaN NaN
g46-g110 11 NaN NaN
g46-g111 11 NaN NaN
g46-g112 11 NaN NaN
g46-g51 11 NaN NaN
g46-g52 11 NaN NaN
g46-g53 11 NaN NaN
g46-g54 11 NaN NaN
g46-g55 11 NaN NaN
g46-g56 11 NaN NaN
g46-g57 11 NaN NaN
g46-g61 11 NaN NaN
g46-g62 11 NaN NaN
g46-g63 11 NaN NaN
g46-g64 11 NaN NaN
g46-g65 11 NaN NaN
g46-g67 11 NaN NaN
g46-g68 11 NaN NaN
g46-g69 11 NaN NaN
g46-g70 11 NaN NaN
g46-g71 11 NaN NaN
g46-g72 11 NaN NaN
g46-g74 11 NaN NaN
g46-g75 11 NaN NaN
g46-g76 11 NaN NaN
g46-g77 11 NaN NaN
g46-g78 11 NaN NaN
g46-g79 11 NaN NaN
g46-g80 11 NaN NaN
g46-g81 11 NaN NaN
g46-g83 11 NaN NaN
g46-g84 11 NaN NaN
g46-g85 11 NaN NaN
g46-g87 11 NaN NaN
g46-g88 11 NaN NaN
g46-g89 11 NaN NaN
g46-g90 11 NaN NaN
g46-g91 11 NaN NaN
g46-g92 11 NaN NaN
g46-g94 11 NaN NaN
g46-g95 11 NaN NaN
g46-g96 11 NaN NaN
g46-g97 11 NaN NaN
g46-g98 11 NaN NaN
g46-g99 11 NaN NaN
g47-g100 11 NaN NaN
g47-g101 11 NaN NaN
g47-g102 11 NaN NaN
g47-g103 11 NaN NaN
g47-g104 11 NaN NaN
g47-g105 11 NaN NaN
g47-g106 11 NaN NaN
g47-g107 11 NaN NaN
g47-g108 11 NaN NaN
g47-g109 11 NaN NaN
g47-g110 11 NaN NaN
g47-g111 11 NaN NaN
g47-g112 11 NaN NaN
g47-g51 11 NaN NaN
g47-g52 11 NaN NaN
g47-g53 11 NaN NaN
g47-g54 11 NaN NaN
g47-g55 11 NaN NaN
g47-g56 11 NaN NaN
g47-g57 11 NaN NaN
g47-g61 11 NaN NaN
g47-g62 11 NaN NaN
g47-g63 11 NaN NaN
g47-g64 11 NaN NaN
g47-g65 11 NaN NaN
g47-g67 11 NaN NaN
g47-g68 11 NaN NaN
g47-g69 11 NaN NaN
g47-g70 11 NaN NaN
g47-g71 11 NaN NaN
g47-g72 11 NaN NaN
g47-g74 11 NaN NaN
g47-g75 11 NaN NaN
g47-g76 11 NaN NaN
g47-g77 11 NaN NaN
g47-g78 11 NaN NaN
g47-g79 11 NaN NaN
g47-g80 11 NaN NaN
g47-g81 11 NaN NaN
g47-g83 11 NaN NaN
g47-g84 11 NaN NaN
g47-g85 11 NaN NaN
g47-g87 11 NaN NaN
g47-g88 11 NaN NaN
g47-g89 11 NaN NaN
g47-g90 11 NaN NaN
g47-g91 11 NaN NaN
g47-g92 11 NaN NaN
g47-g94 11 NaN NaN
g47-g95 11 NaN NaN
g47-g96 11 NaN NaN
g47-g97 11 NaN NaN
g47-g98 11 NaN NaN
g47-g99 11 NaN NaN
g48-g100 11 NaN NaN
g48-g101 11 NaN NaN
g48-g102 11 NaN NaN
g48-g103 11 NaN NaN
g48-g104 11 NaN NaN
g48-g105 11 NaN NaN
g48-g106 11 NaN NaN
g48-g107 11 NaN NaN
g48-g108 11 NaN NaN
g48-g109 11 NaN NaN
g48-g110 11 NaN NaN
g48-g111 11 NaN NaN
g48-g112 11 NaN NaN
g48-g51 11 NaN NaN
g48-g52 11 NaN NaN
g48-g53 11 NaN NaN
g48-g54 11 NaN NaN
g48-g55 11 NaN NaN
g48-g56 11 NaN NaN
g48-g57 11 NaN NaN
g48-g61 11 NaN NaN
g48-g62 11 NaN NaN
g48-g63 11 NaN NaN
g48-g64 11 NaN NaN
g48-g65 11 NaN NaN
g48-g67 11 NaN NaN
g48-g68 11 NaN NaN
g48-g69 11 NaN NaN
g48-g70 11 NaN NaN
g48-g71 11 NaN NaN
g48-g72 11 NaN NaN
g48-g74 11 NaN NaN
g48-g75 11 NaN NaN
g48-g76 11 NaN NaN
g48-g77 11 NaN NaN
g48-g78 11 NaN NaN
g48-g79 11 NaN NaN
g48-g80 11 NaN NaN
g48-g81 11 NaN NaN
g48-g83 11 NaN NaN
g48-g84 11 NaN NaN
g48-g85 11 NaN NaN
g48-g87 11 NaN NaN
g48-g88 11 NaN NaN
g48-g89 11 NaN NaN
g48-g90 11 NaN NaN
g48-g91 11 NaN NaN
g48-g92 11 NaN NaN
g48-g94 11 NaN NaN
g48-g95 11 NaN NaN
g48-g96 11 NaN NaN
g48-g97 11 NaN NaN
g48-g98 11 NaN NaN
g48-g99 11 NaN NaN
g49-g100 11 NaN NaN
g49-g101 11 NaN NaN
g49-g102 11 NaN NaN
g49-g103 11 NaN NaN
g49-g104 11 NaN NaN
g49-g105 11 NaN NaN
g49-g106 11 NaN NaN
g49-g107 11 NaN NaN
g49-g108 11 NaN NaN
g49-g109 11 NaN NaN
g49-g110 11 NaN NaN
g49-g111 11 NaN NaN
g49-g112 11 NaN NaN
g49-g51 11 NaN NaN
g49-g52 11 NaN NaN
g49-g53 11 NaN NaN
g49-g54 11 NaN NaN
g49-g55 11 NaN NaN
g49-g56 11 NaN NaN
g49-g57 11 NaN NaN
g49-g61 11 NaN NaN
g49-g62 11 NaN NaN
g49-g63 11 NaN NaN
g49-g64 11 NaN NaN
g49-g65 11 NaN NaN
g49-g67 11 NaN NaN
g49-g68 11 NaN NaN
g49-g69 11 NaN NaN
g49-g70 11 NaN NaN
g49-g71 11 NaN NaN
g49-g72 11 NaN NaN
g49-g74 11 NaN NaN
g49-g75 11 NaN NaN
g49-g76 11 NaN NaN
g49-g77 11 NaN NaN
g49-g78 11 NaN NaN
g49-g79 11 NaN NaN
g49-g80 11 NaN NaN
g49-g81 11 NaN NaN
g49-g83 11 NaN NaN
g49-g84 11 NaN NaN
g49-g85 11 NaN NaN
g49-g87 11 NaN NaN
g49-g88 11 NaN NaN
g49-g89 11 NaN NaN
g49-g90 11 NaN NaN
g49-g91 11 NaN NaN
g49-g92 11 NaN NaN
g49-g94 11 NaN NaN
g49-g95 11 NaN NaN
g49-g96 11 NaN NaN
g49-g97 11 NaN NaN
g49-g98 11 NaN NaN
g49-g99 11 NaN NaN
g5-g100 11 790164 NaN
g5-g101 11 3902 3455
g5-g102 11 3343 3279
g5-g103 11 3844 3519
g5-g104 11 9256 9083
g5-g105 11 10987 9316
g5-g106 11 19883 19619
g5-g107 11 19703 19264
g5-g108 11 24297 23821
g5-g109 11 30036 25070
g5-g110 11 34133 33224
g5-g111 11 37014 38056
g5-g112 11 55336 55177
g5-g51 11 17 17
g5-g52 11 13 29
g5-g53 11 47 42
g5-g54 11 34 54
g5-g55 11 57 61
g5-g56 11 59 57
g5-g57 11 1765 3773
g5-g61 11 48 76
g5-g62 11 151 126
g5-g63 11 268 291
g5-g64 11 168 188
g5-g65 11 156 184
g5-g67 11 179 167
g5-g68 11 165 164
g5-g69 11 97 105
g5-g70 11 167 119
g5-g71 11 121 92
g5-g72 11 143 124
g5-g74 11 235 280
g5-g75 11 361 333
g5-g76 11 609 590
g5-g77 11 885 717
g5-g78 11 282 292
g5-g79 11 403 270
g5-g80 11 655 651
g5-g81 11 806 822
g5-g83 11 540 567
g5-g84 11 1738 1626
g5-g85 11 684 562
g5-g87 11 846 639
g5-g88 11 848 780
g5-g89 11 621 899
g5-g90 11 1409 1295
g5-g91 11 1329 1301
g5-g92 11 1595 1766
g5-g94 11 2491 2314
g5-g95 11 3178 2904
g5-g96 11 2660 2504
g5-g97 11 2694 2502
g5-g98 11 2538 2745
g5-g99 11 3068 2755
g50-g100 11 NaN NaN
g50-g101 11 NaN NaN
g50-g102 11 NaN NaN
g50-g103 11 NaN NaN
g50-g104 11 NaN NaN
g50-g105 11 NaN NaN
g50-g106 11 NaN NaN
g50-g107 11 NaN NaN
g50-g108 11 NaN NaN
g50-g109 11 NaN NaN
g50-g110 11 NaN NaN
g50-g111 11 NaN NaN
g50-g112 11 NaN NaN
g50-g51 11 NaN NaN
g50-g52 11 NaN NaN
g50-g53 11 NaN NaN
g50-g54 11 NaN NaN
g50-g55 11 NaN NaN
g50-g56 11 NaN NaN
g50-g57 11 NaN NaN
g50-g61 11 NaN NaN
g50-g62 11 NaN NaN
g50-g63 11 NaN NaN
g50-g64 11 NaN NaN
g50-g65 11 NaN NaN
g50-g67 11 NaN NaN
g50-g68 11 NaN NaN
g50-g69 11 NaN NaN
g50-g70 11 NaN NaN
g50-g71 11 NaN NaN
g50-g72 11 NaN NaN
g50-g74 11 NaN NaN
g50-g75 11 NaN NaN
g50-g76 11 NaN NaN
g50-g77 11 NaN NaN
g50-g78 11 NaN NaN
g50-g79 11 NaN NaN
g50-g80 11 NaN NaN
g50-g81 11 NaN NaN
g50-g83 11 NaN NaN
g50-g84 11 NaN NaN
g50-g85 11 NaN NaN
g50-g87 11 NaN NaN
g50-g88 11 NaN NaN
g50-g89 11 NaN NaN
g50-g90 11 NaN NaN
g50-g91 11 NaN NaN
g50-g92 11 NaN NaN
g50-g94 11 NaN NaN
g50-g95 11 NaN NaN
g50-g96 11 NaN NaN
g50-g97 11 NaN NaN
g50-g98 11 NaN NaN
g50-g99 11 NaN NaN
g6-g100 11 NaN NaN
g6-g101 11 NaN NaN
g6-g102 11 NaN NaN
g6-g103 11 NaN NaN
g6-g104 11 NaN NaN
g6-g105 11 NaN NaN
g6-g106 11 NaN NaN
g6-g107 11 NaN NaN
g6-g108 11 NaN NaN
g6-g109 11 NaN NaN
g6-g110 11 NaN NaN
g6-g111 11 NaN NaN
g6-g112 11 55123 55136
g6-g51 11 9616 3280
g6-g52 11 NaN NaN
g6-g53 11 NaN NaN
g6-g54 11 NaN NaN
g6-g55 11 NaN 57495
g6-g56 11 NaN NaN
g6-g57 11 461955 83417
g6-g61 11 358 295
g6-g62 11 NaN NaN
g6-g63 11 NaN 224
g6-g64 11 203 194
g6-g65 11 NaN 506
g6-g67 11 NaN NaN
g6-g68 11 NaN NaN
g6-g69 11 470 272
g6-g70 11 304 199
g6-g71 11 903 2457
g6-g72 11 271 208
g6-g74 11 NaN NaN
g6-g75 11 NaN NaN
g6-g76 11 NaN NaN
g6-g77 11 NaN NaN
g6-g78 11 NaN NaN
g6-g79 11 NaN 22077
g6-g80 11 889 727
g6-g81 11 582461 NaN
g6-g83 11 NaN NaN
g6-g84 11 NaN NaN
g6-g85 11 NaN NaN
g6-g87 11 NaN NaN
g6-g88 11 NaN NaN
g6-g89 11 NaN NaN
g6-g90 11 NaN 19776
g6-g91 11 1280 1321
g6-g92 11 1922 1687
g6-g94 11 NaN 70279
g6-g95 11 6417 5714
g6-g96 11 5538 6875
g6-g97 11 5563 6079
g6-g98 11 6777 7688
g6-g99 11 7724 10223
g7-g100 11 14638 14528
g7-g101 11 125684 NaN
g7-g102 11 232773 NaN
g7-g103 11 20734 17785
g7-g104 11 150301 NaN
g7-g105 11 153103 NaN
g7-g106 11 634575 NaN
g7-g107 11 430722 NaN
g7-g108 11 468130 NaN
g7-g109 11 632669 NaN
g7-g110 11 NaN NaN
g7-g111 11 981341 NaN
g7-g112 11 934246 NaN
g7-g51 11 2194 14943
g7-g52 11 227 446
g7-g53 11 4839 28000
g7-g54 11 14711 NaN
g7-g55 11 1783 10263
g7-g56 11 27489 NaN
g7-g57 11 272 250
g7-g61 11 1508 7092
g7-g62 11 57081 NaN
g7-g63 11 49600 NaN
g7-g64 11 130 201
g7-g65 11 3942 14508
g7-g67 11 12434 36277
g7-g68 11 NaN NaN
g7-g69 11 4398 21527
g7-g70 11 1058 3961
g7-g71 11 100838 NaN
g7-g72 11 690 758
g7-g74 11 NaN NaN
g7-g75 11 188 186
g7-g76 11 303 276
g7-g77 11 324 407
g7-g78 11 368681 NaN
g7-g79 11 10709 77705
g7-g80 11 2219 2224
g7-g81 11 5990 20712
g7-g83 11 206999 NaN
g7-g84 11 NaN NaN
g7-g85 11 3402 3264
g7-g87 11 55834 NaN
g7-g88 11 153246 NaN
g7-g89 11 5291 11605
g7-g90 11 125383 NaN
g7-g91 11 7148 8693
g7-g92 11 10948 13460
g7-g94 11 130037 NaN
g7-g95 11 15667 30028
g7-g96 11 16446 30813
g7-g97 11 18717 33350
g7-g98 11 21164 92357
g7-g99 11 21214 93860
g8-g100 11 NaN NaN
g8-g101 11 NaN NaN
g8-g102 11 NaN NaN
g8-g103 11 NaN NaN
g8-g104 11 NaN NaN
g8-g105 11 NaN NaN
g8-g106 11 NaN NaN
g8-g107 11 NaN NaN
g8-g108 11 NaN NaN
g8-g109 11 NaN NaN
g8-g110 11 NaN NaN
g8-g111 11 NaN NaN
g8-g112 11 NaN NaN
g8-g51 11 NaN NaN
g8-g52 11 NaN NaN
g8-g53 11 NaN NaN
g8-g54 11 NaN NaN
g8-g55 11 NaN NaN
g8-g56 11 NaN NaN
g8-g57 11 NaN NaN
g8-g61 11 NaN NaN
g8-g62 11 NaN NaN
g8-g63 11 981929 NaN
g8-g64 11 NaN NaN
g8-g65 11 NaN NaN
g8-g67 11 NaN NaN
g8-g68 11 NaN NaN
g8-g69 11 160063 NaN
g8-g70 11 91871 75044
g8-g71 11 293575 NaN
g8-g72 11 NaN NaN
g8-g74 11 NaN NaN
g8-g75 11 NaN NaN
g8-g76 11 NaN NaN
g8-g77 11 NaN NaN
g8-g78 11 NaN NaN
