instance family sequentialixinduced3 sequentialixinducedrestarts5
all-images-CVIU11-pattern14-target133 14 NaN NaN
all-images-CVIU11-pattern14-target134 14 NaN NaN
all-images-CVIU11-pattern14-target135 14 NaN NaN
all-images-CVIU11-pattern14-target136 14 NaN NaN
all-images-CVIU11-pattern14-target137 14 NaN NaN
all-images-CVIU11-pattern14-target138 14 NaN NaN
all-images-CVIU11-pattern14-target139 14 NaN NaN
all-images-CVIU11-pattern14-target14 14 NaN NaN
all-images-CVIU11-pattern14-target140 14 NaN NaN
all-images-CVIU11-pattern14-target141 14 NaN NaN
all-images-CVIU11-pattern14-target142 14 NaN NaN
all-images-CVIU11-pattern14-target143 14 NaN NaN
all-images-CVIU11-pattern14-target144 14 NaN NaN
all-images-CVIU11-pattern14-target145 14 NaN NaN
all-images-CVIU11-pattern14-target146 14 NaN NaN
all-images-CVIU11-pattern14-target15 14 NaN NaN
all-images-CVIU11-pattern14-target16 14 NaN NaN
all-images-CVIU11-pattern14-target17 14 NaN NaN
all-images-CVIU11-pattern14-target18 14 NaN NaN
all-images-CVIU11-pattern14-target19 14 NaN NaN
all-images-CVIU11-pattern14-target2 14 NaN NaN
all-images-CVIU11-pattern14-target20 14 NaN NaN
all-images-CVIU11-pattern14-target21 14 NaN NaN
all-images-CVIU11-pattern14-target22 14 NaN NaN
all-images-CVIU11-pattern14-target23 14 NaN NaN
all-images-CVIU11-pattern14-target24 14 NaN NaN
all-images-CVIU11-pattern14-target25 14 NaN NaN
all-images-CVIU11-pattern14-target26 14 NaN NaN
all-images-CVIU11-pattern14-target27 14 NaN NaN
all-images-CVIU11-pattern14-target28 14 NaN NaN
all-images-CVIU11-pattern14-target29 14 NaN NaN
all-images-CVIU11-pattern14-target3 14 NaN NaN
all-images-CVIU11-pattern14-target30 14 NaN NaN
all-images-CVIU11-pattern14-target31 14 NaN NaN
all-images-CVIU11-pattern14-target32 14 NaN NaN
all-images-CVIU11-pattern14-target33 14 NaN NaN
all-images-CVIU11-pattern14-target34 14 NaN NaN
all-images-CVIU11-pattern14-target35 14 NaN NaN
all-images-CVIU11-pattern14-target36 14 NaN NaN
all-images-CVIU11-pattern14-target37 14 NaN NaN
all-images-CVIU11-pattern14-target38 14 NaN NaN
all-images-CVIU11-pattern14-target39 14 NaN NaN
all-images-CVIU11-pattern14-target4 14 NaN NaN
all-images-CVIU11-pattern14-target40 14 NaN NaN
all-images-CVIU11-pattern14-target41 14 NaN NaN
all-images-CVIU11-pattern14-target42 14 NaN NaN
all-images-CVIU11-pattern14-target43 14 NaN NaN
all-images-CVIU11-pattern14-target44 14 NaN NaN
all-images-CVIU11-pattern14-target45 14 NaN NaN
all-images-CVIU11-pattern14-target46 14 NaN NaN
all-images-CVIU11-pattern14-target47 14 NaN NaN
all-images-CVIU11-pattern14-target48 14 NaN NaN
all-images-CVIU11-pattern14-target49 14 NaN NaN
all-images-CVIU11-pattern14-target5 14 NaN NaN
all-images-CVIU11-pattern14-target50 14 NaN NaN
all-images-CVIU11-pattern14-target51 14 NaN NaN
all-images-CVIU11-pattern14-target52 14 NaN NaN
all-images-CVIU11-pattern14-target53 14 NaN NaN
all-images-CVIU11-pattern14-target54 14 NaN NaN
all-images-CVIU11-pattern14-target55 14 NaN NaN
all-images-CVIU11-pattern14-target56 14 NaN NaN
all-images-CVIU11-pattern14-target57 14 NaN NaN
all-images-CVIU11-pattern14-target58 14 NaN NaN
all-images-CVIU11-pattern14-target59 14 15606 12943
all-images-CVIU11-pattern14-target6 14 NaN NaN
all-images-CVIU11-pattern14-target60 14 NaN NaN
all-images-CVIU11-pattern14-target61 14 NaN NaN
all-images-CVIU11-pattern14-target62 14 NaN NaN
all-images-CVIU11-pattern14-target63 14 NaN NaN
all-images-CVIU11-pattern14-target64 14 NaN NaN
all-images-CVIU11-pattern14-target65 14 NaN NaN
all-images-CVIU11-pattern14-target66 14 NaN NaN
all-images-CVIU11-pattern14-target67 14 NaN NaN
all-images-CVIU11-pattern14-target68 14 NaN NaN
all-images-CVIU11-pattern14-target69 14 NaN NaN
all-images-CVIU11-pattern14-target7 14 NaN NaN
all-images-CVIU11-pattern14-target70 14 NaN NaN
all-images-CVIU11-pattern14-target71 14 NaN NaN
all-images-CVIU11-pattern14-target72 14 NaN NaN
all-images-CVIU11-pattern14-target73 14 NaN NaN
all-images-CVIU11-pattern14-target74 14 NaN NaN
all-images-CVIU11-pattern14-target75 14 NaN NaN
all-images-CVIU11-pattern14-target76 14 NaN NaN
all-images-CVIU11-pattern14-target77 14 NaN NaN
all-images-CVIU11-pattern14-target78 14 NaN NaN
all-images-CVIU11-pattern14-target79 14 NaN NaN
all-images-CVIU11-pattern14-target8 14 NaN NaN
all-images-CVIU11-pattern14-target80 14 NaN NaN
all-images-CVIU11-pattern14-target81 14 NaN NaN
all-images-CVIU11-pattern14-target82 14 NaN NaN
all-images-CVIU11-pattern14-target83 14 NaN NaN
all-images-CVIU11-pattern14-target84 14 NaN NaN
all-images-CVIU11-pattern14-target85 14 NaN NaN
all-images-CVIU11-pattern14-target86 14 NaN NaN
all-images-CVIU11-pattern14-target87 14 NaN NaN
all-images-CVIU11-pattern14-target88 14 NaN NaN
all-images-CVIU11-pattern14-target89 14 NaN NaN
all-images-CVIU11-pattern14-target9 14 NaN NaN
all-images-CVIU11-pattern14-target90 14 NaN NaN
all-images-CVIU11-pattern14-target91 14 NaN NaN
all-images-CVIU11-pattern14-target92 14 NaN NaN
all-images-CVIU11-pattern14-target93 14 NaN NaN
all-images-CVIU11-pattern14-target94 14 NaN NaN
all-images-CVIU11-pattern14-target95 14 NaN NaN
all-images-CVIU11-pattern14-target96 14 NaN NaN
all-images-CVIU11-pattern14-target97 14 NaN NaN
all-images-CVIU11-pattern14-target98 14 NaN NaN
all-images-CVIU11-pattern14-target99 14 NaN NaN
all-images-CVIU11-pattern15-target1 14 300720 31105
all-images-CVIU11-pattern15-target10 14 130210 20619
all-images-CVIU11-pattern15-target100 14 367885 4388
all-images-CVIU11-pattern15-target101 14 205594 4426
all-images-CVIU11-pattern15-target102 14 713914 11994
all-images-CVIU11-pattern15-target103 14 688283 13450
all-images-CVIU11-pattern15-target104 14 423171 31283
all-images-CVIU11-pattern15-target105 14 264388 30225
all-images-CVIU11-pattern15-target106 14 92392 23138
all-images-CVIU11-pattern15-target107 14 291984 15201
all-images-CVIU11-pattern15-target108 14 372167 62498
all-images-CVIU11-pattern15-target109 14 NaN 32477
all-images-CVIU11-pattern15-target11 14 106671 8206
all-images-CVIU11-pattern15-target110 14 741600 10088
all-images-CVIU11-pattern15-target111 14 87887 10206
all-images-CVIU11-pattern15-target112 14 119971 9365
all-images-CVIU11-pattern15-target113 14 NaN 12968
all-images-CVIU11-pattern15-target114 14 147231 7138
all-images-CVIU11-pattern15-target115 14 121192 21532
all-images-CVIU11-pattern15-target116 14 912729 66871
all-images-CVIU11-pattern15-target117 14 85040 30816
all-images-CVIU11-pattern15-target118 14 316520 20384
all-images-CVIU11-pattern15-target119 14 NaN 56547
all-images-CVIU11-pattern15-target12 14 NaN 27777
all-images-CVIU11-pattern15-target120 14 173577 35243
all-images-CVIU11-pattern15-target121 14 489479 46531
all-images-CVIU11-pattern15-target122 14 609612 18565
all-images-CVIU11-pattern15-target123 14 NaN 46269
all-images-CVIU11-pattern15-target124 14 NaN 23888
all-images-CVIU11-pattern15-target125 14 649315 37092
all-images-CVIU11-pattern15-target126 14 489346 3054
all-images-CVIU11-pattern15-target127 14 16712 3823
all-images-CVIU11-pattern15-target128 14 NaN 37476
all-images-CVIU11-pattern15-target129 14 409232 4667
all-images-CVIU11-pattern15-target13 14 NaN 25906
all-images-CVIU11-pattern15-target130 14 859769 4268
all-images-CVIU11-pattern15-target131 14 264446 11909
all-images-CVIU11-pattern15-target132 14 208372 14721
all-images-CVIU11-pattern15-target133 14 398715 14325
all-images-CVIU11-pattern15-target134 14 NaN 17116
all-images-CVIU11-pattern15-target135 14 165490 14081
all-images-CVIU11-pattern15-target136 14 841981 16712
all-images-CVIU11-pattern15-target137 14 218237 4948
all-images-CVIU11-pattern15-target138 14 NaN 61296
all-images-CVIU11-pattern15-target139 14 246446 6513
all-images-CVIU11-pattern15-target14 14 517822 4951
all-images-CVIU11-pattern15-target140 14 482271 8201
all-images-CVIU11-pattern15-target141 14 135351 7194
all-images-CVIU11-pattern15-target142 14 337876 14812
all-images-CVIU11-pattern15-target143 14 707245 9283
all-images-CVIU11-pattern15-target144 14 NaN 19632
all-images-CVIU11-pattern15-target145 14 109120 7086
all-images-CVIU11-pattern15-target146 14 NaN 38859
all-images-CVIU11-pattern15-target15 14 34926 4019
all-images-CVIU11-pattern15-target16 14 726276 7264
all-images-CVIU11-pattern15-target17 14 NaN 36872
all-images-CVIU11-pattern15-target18 14 296466 34392
all-images-CVIU11-pattern15-target19 14 NaN 72451
all-images-CVIU11-pattern15-target2 14 NaN 21899
all-images-CVIU11-pattern15-target20 14 54205 39861
all-images-CVIU11-pattern15-target21 14 NaN 27345
all-images-CVIU11-pattern15-target22 14 239970 12696
all-images-CVIU11-pattern15-target23 14 NaN 31585
all-images-CVIU11-pattern15-target24 14 406052 3584
all-images-CVIU11-pattern15-target25 14 NaN 11720
all-images-CVIU11-pattern15-target26 14 536380 9259
all-images-CVIU11-pattern15-target27 14 88760 20870
all-images-CVIU11-pattern15-target28 14 788687 4814
all-images-CVIU11-pattern15-target29 14 NaN 64113
all-images-CVIU11-pattern15-target3 14 57051 37992
all-images-CVIU11-pattern15-target30 14 NaN 44042
all-images-CVIU11-pattern15-target31 14 446834 30049
all-images-CVIU11-pattern15-target32 14 NaN 75436
all-images-CVIU11-pattern15-target33 14 391134 71408
all-images-CVIU11-pattern15-target34 14 590625 25213
all-images-CVIU11-pattern15-target35 14 130992 65297
all-images-CVIU11-pattern15-target36 14 415112 15437
all-images-CVIU11-pattern15-target37 14 NaN 57927
all-images-CVIU11-pattern15-target38 14 NaN 53278
all-images-CVIU11-pattern15-target39 14 285776 16104
all-images-CVIU11-pattern15-target4 14 668060 29049
all-images-CVIU11-pattern15-target40 14 342659 25584
all-images-CVIU11-pattern15-target41 14 311171 24046
all-images-CVIU11-pattern15-target42 14 NaN 24937
all-images-CVIU11-pattern15-target43 14 516158 44655
all-images-CVIU11-pattern15-target44 14 195105 73837
all-images-CVIU11-pattern15-target45 14 353079 64167
all-images-CVIU11-pattern15-target46 14 42039 25263
all-images-CVIU11-pattern15-target47 14 572537 47089
all-images-CVIU11-pattern15-target48 14 NaN 14205
all-images-CVIU11-pattern15-target49 14 618626 24244
all-images-CVIU11-pattern15-target5 14 583518 55518
all-images-CVIU11-pattern15-target50 14 742162 55683
all-images-CVIU11-pattern15-target51 14 743121 18584
all-images-CVIU11-pattern15-target52 14 586629 19823
all-images-CVIU11-pattern15-target53 14 685569 11474
all-images-CVIU11-pattern15-target54 14 198903 11846
all-images-CVIU11-pattern15-target55 14 879040 11972
all-images-CVIU11-pattern15-target56 14 663004 8326
all-images-CVIU11-pattern15-target57 14 NaN 76796
all-images-CVIU11-pattern15-target58 14 87066 8553
all-images-CVIU11-pattern15-target59 14 441725 44564
all-images-CVIU11-pattern15-target6 14 156988 45042
all-images-CVIU11-pattern15-target60 14 376486 21312
all-images-CVIU11-pattern15-target61 14 996711 43374
all-images-CVIU11-pattern15-target62 14 488620 47077
all-images-CVIU11-pattern15-target63 14 NaN 34513
all-images-CVIU11-pattern15-target64 14 148317 24109
all-images-CVIU11-pattern15-target65 14 NaN 19963
all-images-CVIU11-pattern15-target66 14 125055 11063
all-images-CVIU11-pattern15-target67 14 16741 14326
all-images-CVIU11-pattern15-target68 14 464401 61496
all-images-CVIU11-pattern15-target69 14 212126 74787
all-images-CVIU11-pattern15-target7 14 287431 41205
all-images-CVIU11-pattern15-target70 14 248856 54965
all-images-CVIU11-pattern15-target71 14 NaN 40208
all-images-CVIU11-pattern15-target72 14 106104 33168
all-images-CVIU11-pattern15-target73 14 NaN 52733
all-images-CVIU11-pattern15-target74 14 125573 58319
all-images-CVIU11-pattern15-target75 14 NaN 61494
all-images-CVIU11-pattern15-target76 14 883592 68661
all-images-CVIU11-pattern15-target77 14 NaN 67226
all-images-CVIU11-pattern15-target78 14 344920 60390
all-images-CVIU11-pattern15-target79 14 31250 9148
all-images-CVIU11-pattern15-target8 14 56886 20463
all-images-CVIU11-pattern15-target80 14 NaN 11299
all-images-CVIU11-pattern15-target81 14 283005 19734
all-images-CVIU11-pattern15-target82 14 300518 28119
all-images-CVIU11-pattern15-target83 14 83485 32545
all-images-CVIU11-pattern15-target84 14 258833 2893
all-images-CVIU11-pattern15-target85 14 799985 41588
all-images-CVIU11-pattern15-target86 14 797928 22947
all-images-CVIU11-pattern15-target87 14 53026 20302
all-images-CVIU11-pattern15-target88 14 NaN 37209
all-images-CVIU11-pattern15-target89 14 130132 12751
all-images-CVIU11-pattern15-target9 14 NaN 18586
all-images-CVIU11-pattern15-target90 14 NaN 7266
all-images-CVIU11-pattern15-target91 14 302648 3172
all-images-CVIU11-pattern15-target92 14 591334 62088
all-images-CVIU11-pattern15-target93 14 NaN 26387
all-images-CVIU11-pattern15-target94 14 147560 40905
all-images-CVIU11-pattern15-target95 14 474893 3914
all-images-CVIU11-pattern15-target96 14 30327 14469
all-images-CVIU11-pattern15-target97 14 598298 13303
all-images-CVIU11-pattern15-target98 14 656741 6203
all-images-CVIU11-pattern15-target99 14 487400 34093
all-images-CVIU11-pattern16-target1 14 NaN NaN
all-images-CVIU11-pattern16-target10 14 NaN NaN
all-images-CVIU11-pattern16-target100 14 NaN NaN
all-images-CVIU11-pattern16-target101 14 NaN NaN
all-images-CVIU11-pattern16-target102 14 NaN NaN
all-images-CVIU11-pattern16-target103 14 NaN NaN
all-images-CVIU11-pattern16-target104 14 NaN NaN
all-images-CVIU11-pattern16-target105 14 NaN NaN
all-images-CVIU11-pattern16-target106 14 NaN NaN
all-images-CVIU11-pattern16-target107 14 NaN NaN
all-images-CVIU11-pattern16-target108 14 NaN NaN
all-images-CVIU11-pattern16-target109 14 NaN NaN
all-images-CVIU11-pattern16-target11 14 NaN NaN
all-images-CVIU11-pattern16-target110 14 NaN NaN
all-images-CVIU11-pattern16-target111 14 NaN NaN
all-images-CVIU11-pattern16-target112 14 NaN NaN
all-images-CVIU11-pattern16-target113 14 NaN NaN
all-images-CVIU11-pattern16-target114 14 NaN NaN
all-images-CVIU11-pattern16-target115 14 NaN NaN
all-images-CVIU11-pattern16-target116 14 NaN NaN
all-images-CVIU11-pattern16-target117 14 NaN NaN
all-images-CVIU11-pattern16-target118 14 NaN NaN
all-images-CVIU11-pattern16-target119 14 NaN NaN
all-images-CVIU11-pattern16-target12 14 NaN NaN
all-images-CVIU11-pattern16-target120 14 NaN NaN
all-images-CVIU11-pattern16-target121 14 NaN NaN
all-images-CVIU11-pattern16-target122 14 NaN NaN
all-images-CVIU11-pattern16-target123 14 NaN NaN
all-images-CVIU11-pattern16-target124 14 NaN NaN
all-images-CVIU11-pattern16-target125 14 NaN NaN
all-images-CVIU11-pattern16-target126 14 NaN NaN
all-images-CVIU11-pattern16-target127 14 NaN NaN
all-images-CVIU11-pattern16-target128 14 NaN NaN
all-images-CVIU11-pattern16-target129 14 NaN NaN
all-images-CVIU11-pattern16-target13 14 NaN NaN
all-images-CVIU11-pattern16-target130 14 NaN NaN
all-images-CVIU11-pattern16-target131 14 NaN NaN
all-images-CVIU11-pattern16-target132 14 NaN NaN
all-images-CVIU11-pattern16-target133 14 NaN NaN
all-images-CVIU11-pattern16-target134 14 NaN NaN
all-images-CVIU11-pattern16-target135 14 NaN NaN
all-images-CVIU11-pattern16-target136 14 NaN NaN
all-images-CVIU11-pattern16-target137 14 NaN NaN
all-images-CVIU11-pattern16-target138 14 NaN NaN
all-images-CVIU11-pattern16-target139 14 NaN NaN
all-images-CVIU11-pattern16-target14 14 NaN NaN
all-images-CVIU11-pattern16-target140 14 NaN NaN
all-images-CVIU11-pattern16-target141 14 NaN NaN
all-images-CVIU11-pattern16-target142 14 NaN NaN
all-images-CVIU11-pattern16-target143 14 NaN NaN
all-images-CVIU11-pattern16-target144 14 NaN NaN
all-images-CVIU11-pattern16-target145 14 NaN NaN
all-images-CVIU11-pattern16-target146 14 NaN NaN
all-images-CVIU11-pattern16-target15 14 NaN NaN
all-images-CVIU11-pattern16-target16 14 NaN NaN
all-images-CVIU11-pattern16-target17 14 NaN NaN
all-images-CVIU11-pattern16-target18 14 NaN NaN
all-images-CVIU11-pattern16-target19 14 NaN NaN
all-images-CVIU11-pattern16-target2 14 NaN NaN
all-images-CVIU11-pattern16-target20 14 NaN NaN
all-images-CVIU11-pattern16-target21 14 NaN NaN
all-images-CVIU11-pattern16-target22 14 NaN NaN
all-images-CVIU11-pattern16-target23 14 NaN NaN
all-images-CVIU11-pattern16-target24 14 NaN NaN
all-images-CVIU11-pattern16-target25 14 NaN NaN
all-images-CVIU11-pattern16-target26 14 NaN NaN
all-images-CVIU11-pattern16-target27 14 NaN NaN
all-images-CVIU11-pattern16-target28 14 NaN NaN
all-images-CVIU11-pattern16-target29 14 NaN NaN
all-images-CVIU11-pattern16-target3 14 NaN NaN
all-images-CVIU11-pattern16-target30 14 NaN NaN
all-images-CVIU11-pattern16-target31 14 NaN NaN
all-images-CVIU11-pattern16-target32 14 NaN NaN
all-images-CVIU11-pattern16-target33 14 NaN NaN
all-images-CVIU11-pattern16-target34 14 NaN NaN
all-images-CVIU11-pattern16-target35 14 NaN NaN
all-images-CVIU11-pattern16-target36 14 NaN NaN
all-images-CVIU11-pattern16-target37 14 NaN NaN
all-images-CVIU11-pattern16-target38 14 NaN NaN
all-images-CVIU11-pattern16-target39 14 NaN NaN
all-images-CVIU11-pattern16-target4 14 NaN NaN
all-images-CVIU11-pattern16-target40 14 NaN NaN
all-images-CVIU11-pattern16-target41 14 NaN NaN
all-images-CVIU11-pattern16-target42 14 NaN NaN
all-images-CVIU11-pattern16-target43 14 NaN NaN
all-images-CVIU11-pattern16-target44 14 NaN NaN
all-images-CVIU11-pattern16-target45 14 NaN NaN
all-images-CVIU11-pattern16-target46 14 NaN NaN
all-images-CVIU11-pattern16-target47 14 NaN NaN
all-images-CVIU11-pattern16-target48 14 NaN NaN
all-images-CVIU11-pattern16-target49 14 NaN NaN
all-images-CVIU11-pattern16-target5 14 NaN NaN
all-images-CVIU11-pattern16-target50 14 NaN NaN
all-images-CVIU11-pattern16-target51 14 NaN NaN
all-images-CVIU11-pattern16-target52 14 NaN NaN
all-images-CVIU11-pattern16-target53 14 NaN NaN
all-images-CVIU11-pattern16-target54 14 NaN NaN
all-images-CVIU11-pattern16-target55 14 NaN NaN
all-images-CVIU11-pattern16-target56 14 NaN NaN
all-images-CVIU11-pattern16-target57 14 NaN NaN
all-images-CVIU11-pattern16-target58 14 NaN NaN
all-images-CVIU11-pattern16-target59 14 NaN NaN
all-images-CVIU11-pattern16-target6 14 NaN NaN
all-images-CVIU11-pattern16-target60 14 NaN NaN
all-images-CVIU11-pattern16-target61 14 NaN NaN
all-images-CVIU11-pattern16-target62 14 NaN NaN
all-images-CVIU11-pattern16-target63 14 NaN NaN
all-images-CVIU11-pattern16-target64 14 NaN NaN
all-images-CVIU11-pattern16-target65 14 NaN NaN
all-images-CVIU11-pattern16-target66 14 NaN NaN
all-images-CVIU11-pattern16-target67 14 16975 14125
all-images-CVIU11-pattern16-target68 14 NaN NaN
all-images-CVIU11-pattern16-target69 14 NaN NaN
all-images-CVIU11-pattern16-target7 14 NaN NaN
all-images-CVIU11-pattern16-target70 14 NaN NaN
all-images-CVIU11-pattern16-target71 14 NaN NaN
all-images-CVIU11-pattern16-target72 14 NaN NaN
all-images-CVIU11-pattern16-target73 14 NaN NaN
all-images-CVIU11-pattern16-target74 14 NaN NaN
all-images-CVIU11-pattern16-target75 14 NaN NaN
all-images-CVIU11-pattern16-target76 14 NaN NaN
all-images-CVIU11-pattern16-target77 14 NaN NaN
all-images-CVIU11-pattern16-target78 14 NaN NaN
all-images-CVIU11-pattern16-target79 14 NaN NaN
all-images-CVIU11-pattern16-target8 14 NaN NaN
all-images-CVIU11-pattern16-target80 14 NaN NaN
all-images-CVIU11-pattern16-target81 14 NaN NaN
all-images-CVIU11-pattern16-target82 14 NaN NaN
all-images-CVIU11-pattern16-target83 14 NaN NaN
all-images-CVIU11-pattern16-target84 14 NaN NaN
all-images-CVIU11-pattern16-target85 14 NaN NaN
all-images-CVIU11-pattern16-target86 14 NaN NaN
all-images-CVIU11-pattern16-target87 14 NaN NaN
all-images-CVIU11-pattern16-target88 14 NaN NaN
all-images-CVIU11-pattern16-target89 14 NaN NaN
all-images-CVIU11-pattern16-target9 14 NaN NaN
all-images-CVIU11-pattern16-target90 14 NaN NaN
all-images-CVIU11-pattern16-target91 14 NaN NaN
all-images-CVIU11-pattern16-target92 14 NaN NaN
all-images-CVIU11-pattern16-target93 14 NaN NaN
all-images-CVIU11-pattern16-target94 14 NaN NaN
all-images-CVIU11-pattern16-target95 14 NaN NaN
all-images-CVIU11-pattern16-target96 14 NaN NaN
all-images-CVIU11-pattern16-target97 14 NaN NaN
all-images-CVIU11-pattern16-target98 14 NaN NaN
all-images-CVIU11-pattern16-target99 14 NaN NaN
all-images-CVIU11-pattern17-target1 14 45289 NaN
all-images-CVIU11-pattern17-target10 14 89885 71739
all-images-CVIU11-pattern17-target100 14 8288 10080
all-images-CVIU11-pattern17-target101 14 7172 41427
all-images-CVIU11-pattern17-target102 14 23967 16766
all-images-CVIU11-pattern17-target103 14 139472 NaN
all-images-CVIU11-pattern17-target104 14 41362 31528
all-images-CVIU11-pattern17-target105 14 49628 36728
all-images-CVIU11-pattern17-target106 14 25878 18815
all-images-CVIU11-pattern17-target107 14 68508 NaN
all-images-CVIU11-pattern17-target108 14 70785 54342
all-images-CVIU11-pattern17-target109 14 37421 30060
all-images-CVIU11-pattern17-target11 14 32258 6968
all-images-CVIU11-pattern17-target110 14 13296 11813
all-images-CVIU11-pattern17-target111 14 666939 23282
all-images-CVIU11-pattern17-target112 14 45003 12987
all-images-CVIU11-pattern17-target113 14 35166 26479
all-images-CVIU11-pattern17-target114 14 7154 6080
all-images-CVIU11-pattern17-target115 14 27170 36666
all-images-CVIU11-pattern17-target116 14 74532 NaN
all-images-CVIU11-pattern17-target117 14 37127 26966
all-images-CVIU11-pattern17-target118 14 28501 19362
all-images-CVIU11-pattern17-target119 14 64904 58836
all-images-CVIU11-pattern17-target12 14 31400 24028
all-images-CVIU11-pattern17-target120 14 37626 36812
all-images-CVIU11-pattern17-target121 14 54230 37626
all-images-CVIU11-pattern17-target122 14 362356 26957
all-images-CVIU11-pattern17-target123 14 51275 68269
all-images-CVIU11-pattern17-target124 14 33224 32713
all-images-CVIU11-pattern17-target125 14 45081 57704
all-images-CVIU11-pattern17-target126 14 2701 2694
all-images-CVIU11-pattern17-target127 14 8262 34262
all-images-CVIU11-pattern17-target128 14 48630 NaN
all-images-CVIU11-pattern17-target129 14 11542 16549
all-images-CVIU11-pattern17-target13 14 35210 43524
all-images-CVIU11-pattern17-target130 14 4785 12744
all-images-CVIU11-pattern17-target131 14 32290 23849
all-images-CVIU11-pattern17-target132 14 20820 25205
all-images-CVIU11-pattern17-target133 14 21422 15987
all-images-CVIU11-pattern17-target134 14 880449 NaN
all-images-CVIU11-pattern17-target135 14 17311 15588
all-images-CVIU11-pattern17-target136 14 22715 91261
all-images-CVIU11-pattern17-target137 14 27230 37337
all-images-CVIU11-pattern17-target138 14 78209 97824
all-images-CVIU11-pattern17-target139 14 8628 23986
all-images-CVIU11-pattern17-target14 14 6025 4548
all-images-CVIU11-pattern17-target140 14 10505 7607
all-images-CVIU11-pattern17-target141 14 13109 7393
all-images-CVIU11-pattern17-target142 14 16522 38474
all-images-CVIU11-pattern17-target143 14 10330 8027
all-images-CVIU11-pattern17-target144 14 22465 62762
all-images-CVIU11-pattern17-target145 14 8105 9705
all-images-CVIU11-pattern17-target146 14 43694 33894
all-images-CVIU11-pattern17-target15 14 6251 72305
all-images-CVIU11-pattern17-target16 14 82829 15672
all-images-CVIU11-pattern17-target17 14 39785 29576
all-images-CVIU11-pattern17-target18 14 38043 28753
all-images-CVIU11-pattern17-target19 14 92975 NaN
all-images-CVIU11-pattern17-target2 14 30550 NaN
all-images-CVIU11-pattern17-target20 14 47003 NaN
all-images-CVIU11-pattern17-target21 14 28853 23862
all-images-CVIU11-pattern17-target22 14 15872 11071
all-images-CVIU11-pattern17-target23 14 45363 NaN
all-images-CVIU11-pattern17-target24 14 8404 6168
all-images-CVIU11-pattern17-target25 14 222856 NaN
all-images-CVIU11-pattern17-target26 14 11174 7252
all-images-CVIU11-pattern17-target27 14 24746 18735
all-images-CVIU11-pattern17-target28 14 5578 6944
all-images-CVIU11-pattern17-target29 14 79987 NaN
all-images-CVIU11-pattern17-target3 14 43397 32477
all-images-CVIU11-pattern17-target30 14 59456 41259
all-images-CVIU11-pattern17-target31 14 89387 45151
all-images-CVIU11-pattern17-target32 14 93559 85217
all-images-CVIU11-pattern17-target33 14 74718 69542
all-images-CVIU11-pattern17-target34 14 65803 21927
all-images-CVIU11-pattern17-target35 14 84543 91695
all-images-CVIU11-pattern17-target36 14 19795 13746
all-images-CVIU11-pattern17-target37 14 84341 53894
all-images-CVIU11-pattern17-target38 14 90365 NaN
all-images-CVIU11-pattern17-target39 14 40270 24417
all-images-CVIU11-pattern17-target4 14 32333 37046
all-images-CVIU11-pattern17-target40 14 27832 50393
all-images-CVIU11-pattern17-target41 14 456081 20500
all-images-CVIU11-pattern17-target42 14 34349 44166
all-images-CVIU11-pattern17-target43 14 63871 78829
all-images-CVIU11-pattern17-target44 14 82867 77268
all-images-CVIU11-pattern17-target45 14 76042 56917
all-images-CVIU11-pattern17-target46 14 27204 20713
all-images-CVIU11-pattern17-target47 14 63510 50981
all-images-CVIU11-pattern17-target48 14 15518 11246
all-images-CVIU11-pattern17-target49 14 35794 93228
all-images-CVIU11-pattern17-target5 14 71517 NaN
all-images-CVIU11-pattern17-target50 14 67495 53130
all-images-CVIU11-pattern17-target51 14 21652 56345
all-images-CVIU11-pattern17-target52 14 80701 NaN
all-images-CVIU11-pattern17-target53 14 17633 9500
all-images-CVIU11-pattern17-target54 14 14618 13848
all-images-CVIU11-pattern17-target55 14 11474 22149
all-images-CVIU11-pattern17-target56 14 9526 10021
all-images-CVIU11-pattern17-target57 14 81797 69014
all-images-CVIU11-pattern17-target58 14 9176 24592
all-images-CVIU11-pattern17-target59 14 52193 40098
all-images-CVIU11-pattern17-target6 14 60575 41189
all-images-CVIU11-pattern17-target60 14 26711 32994
all-images-CVIU11-pattern17-target61 14 54903 45466
all-images-CVIU11-pattern17-target62 14 59458 NaN
all-images-CVIU11-pattern17-target63 14 40966 30948
all-images-CVIU11-pattern17-target64 14 38997 22917
all-images-CVIU11-pattern17-target65 14 30629 NaN
all-images-CVIU11-pattern17-target66 14 14573 66688
all-images-CVIU11-pattern17-target67 14 90656 76631
all-images-CVIU11-pattern17-target68 14 78623 72406
all-images-CVIU11-pattern17-target69 14 92543 76292
all-images-CVIU11-pattern17-target7 14 47406 36246
all-images-CVIU11-pattern17-target70 14 70086 67048
all-images-CVIU11-pattern17-target71 14 46716 35480
all-images-CVIU11-pattern17-target72 14 40871 29174
all-images-CVIU11-pattern17-target73 14 63802 48363
all-images-CVIU11-pattern17-target74 14 65574 75890
all-images-CVIU11-pattern17-target75 14 87112 72254
all-images-CVIU11-pattern17-target76 14 84552 88609
all-images-CVIU11-pattern17-target77 14 74115 66886
all-images-CVIU11-pattern17-target78 14 71113 62757
all-images-CVIU11-pattern17-target79 14 14525 8376
all-images-CVIU11-pattern17-target8 14 25329 19661
