instance family sat glasgowdegreenorestartsnonogoods glasgowantinorestartsnonogoods glasgowrandomnorestartsnonogoods glasgowbiasednorestartsnonogoods glasgowdegreenorestartsnonogoodsdds glasgowrandom glasgowbiased glasgowbiasednonogoods glasgowbiasedconstant10000threads36v2 glasgowbiasedconstant10000triggeredthreads36v2 glasgowbiasedthreads36v2
all-meshes-CVIU11-pattern6-target434 13 0 0 0 0 0 0 0 0 0 319 320 323
all-meshes-CVIU11-pattern6-target435 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target436 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target437 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target438 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target439 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target44 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target440 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target441 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target442 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target443 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target444 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target446 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target447 13 0 0 0 0 0 0 0 0 0 297 299 299
all-meshes-CVIU11-pattern6-target448 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target449 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target45 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target450 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target451 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target452 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target453 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target454 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target455 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target456 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target457 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target458 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target459 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target46 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target460 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target461 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target462 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target463 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target464 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target465 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target466 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target467 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target468 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target469 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target47 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target470 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target471 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target472 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target473 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target474 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target475 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target476 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target477 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target478 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target479 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target48 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target481 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target482 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target483 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target484 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target485 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target486 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target487 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target488 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target489 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target49 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target490 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target491 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target492 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target493 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target494 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target495 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target496 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target497 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target498 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target499 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target5 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target50 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target500 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target501 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target502 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target503 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target504 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target505 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target506 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target507 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target508 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target509 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target51 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target510 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target511 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target512 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target513 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target514 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target515 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target517 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target518 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target519 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target52 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target520 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target521 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target522 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target523 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target524 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target525 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target526 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target527 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target528 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target529 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target53 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target530 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target54 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target55 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target56 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target57 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target58 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target59 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target6 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target60 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target61 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target62 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target63 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target64 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target65 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target66 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target67 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target68 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target69 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target7 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target70 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target72 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target73 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target74 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target76 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target77 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target78 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target79 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target8 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target80 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target81 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target82 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target83 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target84 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target85 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target86 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target87 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target88 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target89 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target9 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target90 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target91 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target92 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target93 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target94 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target96 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target97 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target98 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target99 13 0 0 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern1-target1 14 1 8 8 8 8 8 7 12 7 298 299 300
all-images-CVIU11-pattern1-target10 14 0 0 0 0 0 0 0 0 0 219 218 218
all-images-CVIU11-pattern1-target100 14 0 0 0 0 0 0 0 0 0 110 111 111
all-images-CVIU11-pattern1-target101 14 0 0 0 0 0 0 0 0 0 114 114 114
all-images-CVIU11-pattern1-target102 14 0 0 0 0 0 0 0 0 0 164 164 162
all-images-CVIU11-pattern1-target103 14 0 0 0 0 0 0 0 0 0 178 179 177
all-images-CVIU11-pattern1-target104 14 0 1 0 0 0 4 0 0 1 268 267 268
all-images-CVIU11-pattern1-target105 14 0 0 0 0 1 2 0 1 0 260 259 263
all-images-CVIU11-pattern1-target106 14 0 0 0 0 0 1 0 0 0 223 223 225
all-images-CVIU11-pattern1-target107 14 0 0 0 0 0 1 0 0 0 206 196 195
all-images-CVIU11-pattern1-target108 14 0 1 2 1 2 5 1 1 2 356 358 354
all-images-CVIU11-pattern1-target109 14 0 0 0 0 0 1 0 0 0 273 273 274
all-images-CVIU11-pattern1-target11 14 0 0 0 0 0 0 0 0 0 149 148 149
all-images-CVIU11-pattern1-target110 14 0 0 0 0 0 0 0 0 0 168 168 168
all-images-CVIU11-pattern1-target111 14 0 0 0 0 0 0 0 0 0 158 158 158
all-images-CVIU11-pattern1-target112 14 0 0 0 0 0 0 0 0 0 157 158 159
all-images-CVIU11-pattern1-target113 14 0 0 0 0 0 0 0 0 0 179 179 179
all-images-CVIU11-pattern1-target114 14 0 0 0 0 0 0 0 0 0 130 130 130
all-images-CVIU11-pattern1-target115 14 0 0 0 0 0 1 0 0 0 223 224 223
all-images-CVIU11-pattern1-target116 14 0 1 1 1 1 3 1 1 1 351 353 353
all-images-CVIU11-pattern1-target117 14 0 1 1 1 1 2 1 1 1 265 268 267
all-images-CVIU11-pattern1-target118 14 0 0 0 0 0 1 0 0 0 218 219 218
all-images-CVIU11-pattern1-target119 14 0 1 1 1 1 3 1 1 1 335 336 336
all-images-CVIU11-pattern1-target12 14 0 0 0 0 0 1 0 0 0 249 248 247
all-images-CVIU11-pattern1-target120 14 0 0 0 0 0 2 0 0 1 276 276 276
all-images-CVIU11-pattern1-target121 14 0 0 1 0 0 2 1 0 0 302 302 301
all-images-CVIU11-pattern1-target122 14 0 0 0 0 0 0 0 0 0 207 207 205
all-images-CVIU11-pattern1-target123 14 0 0 0 0 1 2 0 0 0 300 299 300
all-images-CVIU11-pattern1-target124 14 0 0 0 0 0 1 0 0 0 224 226 225
all-images-CVIU11-pattern1-target125 14 0 0 0 0 0 2 0 0 0 281 280 282
all-images-CVIU11-pattern1-target126 14 0 0 0 0 0 0 0 0 0 86 86 86
all-images-CVIU11-pattern1-target127 14 0 0 0 0 0 0 0 0 0 98 98 98
all-images-CVIU11-pattern1-target128 14 0 0 0 1 0 2 0 0 0 283 283 282
all-images-CVIU11-pattern1-target129 14 0 0 0 0 0 0 0 0 0 111 112 111
all-images-CVIU11-pattern1-target13 14 0 0 0 0 0 1 0 0 0 247 247 246
all-images-CVIU11-pattern1-target130 14 0 0 0 0 0 0 0 0 0 107 108 108
all-images-CVIU11-pattern1-target131 14 0 0 0 0 0 0 0 0 0 163 167 169
all-images-CVIU11-pattern1-target132 14 0 0 0 0 0 1 0 0 0 183 183 184
all-images-CVIU11-pattern1-target133 14 0 0 0 0 0 0 0 0 0 172 173 174
all-images-CVIU11-pattern1-target134 14 0 0 0 0 0 0 0 0 0 198 199 199
all-images-CVIU11-pattern1-target135 14 0 0 0 0 0 1 0 0 0 183 183 183
all-images-CVIU11-pattern1-target136 14 0 0 0 0 0 0 0 0 0 195 194 193
all-images-CVIU11-pattern1-target137 14 0 0 0 0 0 0 0 0 0 110 111 111
all-images-CVIU11-pattern1-target138 14 0 1 1 1 1 3 1 1 1 354 346 347
all-images-CVIU11-pattern1-target139 14 0 0 0 0 0 0 0 0 0 128 128 131
all-images-CVIU11-pattern1-target14 14 0 0 0 0 0 0 0 0 0 115 115 115
all-images-CVIU11-pattern1-target140 14 0 0 0 0 0 0 0 0 0 142 143 145
all-images-CVIU11-pattern1-target141 14 0 0 0 0 0 0 0 0 0 124 124 124
all-images-CVIU11-pattern1-target142 14 0 0 0 0 0 0 0 0 0 184 184 184
all-images-CVIU11-pattern1-target143 14 0 0 0 0 0 0 0 0 0 154 154 154
all-images-CVIU11-pattern1-target144 14 0 0 0 0 0 0 0 0 0 217 217 217
all-images-CVIU11-pattern1-target145 14 0 0 0 0 0 0 0 0 0 133 133 134
all-images-CVIU11-pattern1-target146 14 0 0 1 0 1 2 0 0 0 287 289 289
all-images-CVIU11-pattern1-target15 14 0 0 0 0 0 0 0 0 0 90 91 88
all-images-CVIU11-pattern1-target16 14 0 0 0 0 0 0 0 0 0 136 136 136
all-images-CVIU11-pattern1-target17 14 0 0 0 0 0 2 0 0 0 280 277 278
all-images-CVIU11-pattern1-target18 14 0 1 1 1 1 3 1 1 1 273 275 274
all-images-CVIU11-pattern1-target19 14 0 1 0 0 0 2 0 1 1 356 373 359
all-images-CVIU11-pattern1-target2 14 0 0 0 0 0 0 0 0 0 223 224 225
all-images-CVIU11-pattern1-target20 14 0 0 0 0 1 2 0 0 0 288 289 288
all-images-CVIU11-pattern1-target21 14 0 0 0 0 0 0 0 0 0 243 243 248
all-images-CVIU11-pattern1-target22 14 0 0 0 0 0 1 0 0 0 179 179 177
all-images-CVIU11-pattern1-target23 14 0 0 0 0 0 2 0 0 0 269 269 268
all-images-CVIU11-pattern1-target24 14 0 0 0 0 0 0 0 0 0 94 94 94
all-images-CVIU11-pattern1-target25 14 0 0 0 0 0 0 0 0 0 173 173 171
all-images-CVIU11-pattern1-target26 14 0 0 0 0 0 0 0 0 0 132 132 132
all-images-CVIU11-pattern1-target27 14 0 0 0 0 0 0 0 0 0 221 220 221
all-images-CVIU11-pattern1-target28 14 0 0 0 0 0 0 0 0 0 105 106 106
all-images-CVIU11-pattern1-target29 14 0 1 1 1 2 4 1 1 1 351 350 352
all-images-CVIU11-pattern1-target3 14 0 0 0 1 0 2 0 0 0 284 282 283
all-images-CVIU11-pattern1-target30 14 0 0 0 0 0 2 0 0 0 306 307 306
all-images-CVIU11-pattern1-target31 14 0 0 1 0 1 2 0 1 0 262 261 261
all-images-CVIU11-pattern1-target32 14 0 1 1 1 1 4 1 1 1 370 372 371
all-images-CVIU11-pattern1-target33 14 0 1 1 1 1 7 1 1 1 357 360 360
all-images-CVIU11-pattern1-target34 14 0 0 0 0 0 1 0 0 0 233 233 230
all-images-CVIU11-pattern1-target35 14 0 1 1 1 1 3 1 1 1 352 352 351
all-images-CVIU11-pattern1-target36 14 0 0 0 0 0 1 0 0 0 194 194 195
all-images-CVIU11-pattern1-target37 14 0 1 1 1 2 3 1 1 1 327 326 328
all-images-CVIU11-pattern1-target38 14 0 1 2 1 1 3 1 1 1 325 330 324
all-images-CVIU11-pattern1-target39 14 0 0 0 0 0 0 0 0 0 199 201 200
all-images-CVIU11-pattern1-target4 14 0 0 0 1 0 2 0 1 1 266 266 266
all-images-CVIU11-pattern1-target40 14 0 0 0 0 0 1 0 0 0 236 238 236
all-images-CVIU11-pattern1-target41 14 0 0 0 0 0 0 0 0 0 225 226 226
all-images-CVIU11-pattern1-target42 14 0 0 0 0 0 1 0 0 0 239 239 239
all-images-CVIU11-pattern1-target43 14 0 1 1 1 0 2 1 1 0 305 303 305
all-images-CVIU11-pattern1-target44 14 0 0 0 0 1 2 0 0 1 372 370 371
all-images-CVIU11-pattern1-target45 14 0 0 1 0 0 2 0 1 0 351 352 351
all-images-CVIU11-pattern1-target46 14 0 0 0 0 0 1 0 0 0 229 231 230
all-images-CVIU11-pattern1-target47 14 0 1 1 1 1 4 1 2 1 316 315 316
all-images-CVIU11-pattern1-target48 14 0 0 0 0 0 0 0 0 0 180 180 179
all-images-CVIU11-pattern1-target49 14 0 0 0 0 0 1 0 0 0 235 235 236
all-images-CVIU11-pattern1-target5 14 0 0 0 0 0 2 0 0 0 321 322 322
all-images-CVIU11-pattern1-target50 14 0 1 1 1 1 5 1 1 1 331 330 331
all-images-CVIU11-pattern1-target51 14 0 0 0 0 0 1 0 0 0 210 211 211
all-images-CVIU11-pattern1-target52 14 0 0 0 0 0 1 0 0 0 210 210 214
all-images-CVIU11-pattern1-target53 14 0 0 0 0 0 0 0 0 0 165 165 162
all-images-CVIU11-pattern1-target54 14 0 0 0 0 0 1 0 0 0 172 173 174
all-images-CVIU11-pattern1-target55 14 0 0 0 0 0 0 0 0 0 158 158 158
all-images-CVIU11-pattern1-target56 14 0 0 0 0 0 0 0 0 0 144 143 145
all-images-CVIU11-pattern1-target57 14 0 1 1 1 1 4 2 1 2 369 369 369
all-images-CVIU11-pattern1-target58 14 0 0 0 0 0 0 0 0 0 151 150 151
all-images-CVIU11-pattern1-target59 14 0 0 0 0 0 2 0 1 0 305 301 302
all-images-CVIU11-pattern1-target6 14 0 1 1 1 1 3 1 1 1 305 307 306
all-images-CVIU11-pattern1-target60 14 0 0 0 0 0 0 0 0 0 217 217 217
all-images-CVIU11-pattern1-target61 14 0 1 1 1 1 2 1 1 0 297 298 299
all-images-CVIU11-pattern1-target62 14 0 1 1 0 1 2 0 1 1 314 314 316
all-images-CVIU11-pattern1-target63 14 0 0 0 1 0 3 1 0 0 279 280 278
all-images-CVIU11-pattern1-target64 14 0 0 0 0 0 1 0 0 0 221 223 221
all-images-CVIU11-pattern1-target65 14 0 0 0 0 0 0 0 0 0 214 213 214
all-images-CVIU11-pattern1-target66 14 0 0 0 0 0 0 0 0 0 166 167 166
all-images-CVIU11-pattern1-target67 14 0 0 0 0 1 2 0 0 0 329 330 329
all-images-CVIU11-pattern1-target68 14 0 0 0 0 0 2 0 0 0 343 345 343
all-images-CVIU11-pattern1-target69 14 0 0 1 0 0 2 0 0 1 366 367 368
all-images-CVIU11-pattern1-target7 14 0 1 1 1 1 3 1 1 1 299 300 300
all-images-CVIU11-pattern1-target70 14 0 0 0 0 0 2 0 1 0 325 326 326
all-images-CVIU11-pattern1-target71 14 0 0 0 0 0 2 1 0 0 303 294 294
all-images-CVIU11-pattern1-target72 14 0 1 0 1 0 2 0 0 1 274 274 273
all-images-CVIU11-pattern1-target73 14 0 1 1 1 1 3 1 1 1 317 319 319
all-images-CVIU11-pattern1-target74 14 0 1 1 1 1 5 1 1 1 343 341 344
all-images-CVIU11-pattern1-target75 14 0 0 0 0 0 2 0 0 0 338 349 340
all-images-CVIU11-pattern1-target76 14 0 0 0 0 0 2 0 0 0 361 361 360
all-images-CVIU11-pattern1-target77 14 0 1 1 1 0 2 0 1 0 356 356 356
all-images-CVIU11-pattern1-target78 14 0 1 1 1 1 3 2 1 1 344 343 343
all-images-CVIU11-pattern1-target79 14 0 0 0 0 0 0 0 0 0 147 147 147
all-images-CVIU11-pattern1-target8 14 0 0 0 0 0 1 0 0 0 218 218 219
all-images-CVIU11-pattern1-target80 14 0 0 0 0 0 0 0 0 0 170 171 171
all-images-CVIU11-pattern1-target81 14 0 0 0 0 0 0 0 0 0 214 213 215
all-images-CVIU11-pattern1-target82 14 0 0 0 0 0 1 0 0 0 245 247 247
all-images-CVIU11-pattern1-target83 14 0 1 1 2 1 5 1 1 1 274 274 275
all-images-CVIU11-pattern1-target84 14 0 0 0 0 0 0 0 0 0 69 69 69
all-images-CVIU11-pattern1-target85 14 0 1 1 1 2 3 1 1 1 299 297 298
all-images-CVIU11-pattern1-target86 14 0 0 0 0 0 0 0 0 0 228 229 230
all-images-CVIU11-pattern1-target87 14 0 0 0 0 0 1 0 0 0 218 220 220
all-images-CVIU11-pattern1-target88 14 0 1 1 1 1 4 1 1 1 287 287 289
all-images-CVIU11-pattern1-target89 14 0 0 0 0 0 0 0 0 0 172 173 176
all-images-CVIU11-pattern1-target9 14 0 0 0 0 0 0 0 0 0 214 214 210
all-images-CVIU11-pattern1-target90 14 0 0 0 0 0 1 0 0 0 134 134 136
all-images-CVIU11-pattern1-target91 14 0 0 0 0 0 0 0 0 0 85 86 86
all-images-CVIU11-pattern1-target92 14 0 1 1 2 1 4 1 1 1 350 349 349
all-images-CVIU11-pattern1-target93 14 0 0 0 0 0 1 0 0 0 242 241 242
all-images-CVIU11-pattern1-target94 14 0 1 1 1 1 2 1 1 0 296 297 297
all-images-CVIU11-pattern1-target95 14 0 0 0 0 0 0 0 0 0 103 101 102
all-images-CVIU11-pattern1-target96 14 0 0 0 0 0 0 0 0 0 185 185 184
all-images-CVIU11-pattern1-target97 14 0 0 0 0 0 0 0 0 0 185 184 184
all-images-CVIU11-pattern1-target98 14 0 0 0 0 0 0 0 0 0 125 125 127
all-images-CVIU11-pattern1-target99 14 0 0 0 0 1 2 0 0 0 278 279 278
all-images-CVIU11-pattern10-target1 14 0 0 0 0 0 0 0 0 0 227 226 227
all-images-CVIU11-pattern10-target10 14 0 0 0 0 0 0 0 0 0 184 183 181
all-images-CVIU11-pattern10-target100 14 0 0 0 0 0 0 0 0 0 96 96 95
all-images-CVIU11-pattern10-target101 14 0 0 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern10-target102 14 0 0 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern10-target103 14 0 0 0 0 0 0 0 0 0 154 152 152
all-images-CVIU11-pattern10-target104 14 0 0 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern10-target105 14 0 0 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern10-target106 14 0 0 0 0 0 0 0 0 0 193 192 191
