instance family sat glasgowdegreenorestartsnonogoods glasgowantinorestartsnonogoods glasgowrandomnorestartsnonogoods glasgowbiasednorestartsnonogoods glasgowdegreenorestartsnonogoodsdds glasgowrandom glasgowbiased glasgowbiasednonogoods glasgowbiasedconstant10000threads36v2 glasgowbiasedconstant10000triggeredthreads36v2 glasgowbiasedthreads36v2
g14-g73-normed 11 1 0 27003 NaN 0 0 12 0 0 12 11 12
g14-g82-normed 11 0 0 0 0 0 0 0 0 0 20 20 20
g14-g86-normed 11 0 0 0 0 0 0 0 0 0 20 20 19
g14-g93-normed 11 0 6279 6393 6210 6451 NaN 6536 6793 122704 1184 1044 601
g15-g58-normed 11 0 0 0 0 0 0 0 0 0 6 6 7
g15-g59-normed 11 0 0 0 0 0 0 0 0 0 7 6 8
g15-g60-normed 11 1 475 8189 1924 457 1527 2005 502 8985 183 222 260
g15-g66-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g15-g73-normed 11 1 1198 22610 6146 2105 11551 1759 1303 16719 259 295 257
g15-g82-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g15-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g15-g93-normed 11 0 5709 5759 5666 5878 NaN 5780 6050 120189 1036 947 596
g16-g58-normed 11 0 0 0 0 0 0 0 0 0 7 7 8
g16-g59-normed 11 0 0 0 0 0 0 0 0 0 7 7 9
g16-g60-normed 11 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
g16-g66-normed 11 0 0 0 0 0 0 0 0 0 12 10 11
g16-g73-normed 11 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
g16-g82-normed 11 0 0 0 0 0 0 0 0 0 24 24 24
g16-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g16-g93-normed 11 0 NaN NaN NaN NaN NaN NaN NaN NaN 536757 529971 576471
g17-g58-normed 11 0 3220 3231 3228 3091 136316 3278 3584 38024 893 876 826
g17-g59-normed 11 0 393 688 372 509 15093 394 397 3451 162 194 144
g17-g60-normed 11 1 NaN 450 236311 NaN NaN 1533 NaN NaN NaN NaN NaN
g17-g66-normed 11 0 103 103 108 102 23532 110 108 692 113 113 33
g17-g73-normed 11 1 NaN 52 NaN NaN NaN 240 37893 64797 1261 1624 4447
g17-g82-normed 11 0 44 44 43 43 19356 41 44 209 73 73 48
g17-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g17-g93-normed 11 1 1 0 0 2 1 0 2 2 69 68 69
g18-g58-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g18-g59-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g18-g60-normed 11 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
g18-g66-normed 11 0 91 169 166 92 20929 94 96 646 101 101 34
g18-g73-normed 11 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
g18-g82-normed 11 0 43 43 43 43 18126 40 40 206 72 72 49
g18-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g18-g93-normed 11 1 NaN 0 0 NaN 3 0 11 11 59 57 58
g19-g58-normed 11 0 0 0 0 0 0 0 0 0 7 8 10
g19-g59-normed 11 0 0 0 0 0 0 0 0 0 8 8 12
g19-g60-normed 11 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
g19-g66-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g19-g73-normed 11 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
g19-g82-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g19-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g19-g93-normed 11 1 0 0 0 3 0 0 2 2 64 49 61
g2-g58-normed 11 1 0 0 0 0 0 0 0 0 4 4 4
g2-g59-normed 11 1 0 0 0 0 0 0 0 0 4 4 4
g2-g60-normed 11 1 0 0 0 0 0 0 0 0 4 4 4
g2-g66-normed 11 1 0 0 0 0 0 0 0 0 4 4 4
g2-g73-normed 11 1 0 0 0 0 0 0 0 0 4 4 4
g2-g82-normed 11 1 0 0 0 0 0 0 0 0 6 6 6
g2-g86-normed 11 1 1 1 0 0 13 0 0 0 6 6 7
g2-g93-normed 11 1 0 0 0 1 0 0 1 1 10 9 10
g20-g58-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g20-g59-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g20-g60-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g20-g66-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g20-g73-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g20-g82-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g20-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g20-g93-normed 11 0 14910 14861 14759 14969 NaN 15071 15372 279110 2525 2524 1060
g21-g58-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g21-g59-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g21-g60-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g21-g66-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g21-g73-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g21-g82-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g21-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g21-g93-normed 11 0 1983 1965 1980 2009 NaN 1965 1994 7974 2046 2048 882
g22-g58-normed 11 0 0 0 0 0 0 0 0 0 8 8 9
g22-g59-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g22-g60-normed 11 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
g22-g66-normed 11 0 0 0 0 0 0 0 0 0 12 12 14
g22-g73-normed 11 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
g22-g82-normed 11 0 0 0 0 0 0 0 0 0 31 31 31
g22-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g22-g93-normed 11 0 12204 12244 12120 12328 NaN 12473 12793 187876 1732 1839 921
g23-g58-normed 11 0 0 0 0 0 0 0 0 0 9 9 11
g23-g59-normed 11 0 0 0 0 0 0 0 0 0 9 9 11
g23-g60-normed 11 0 42 42 41 42 762 38 41 143 42 31 30
g23-g66-normed 11 0 0 0 0 0 0 0 0 0 14 14 16
g23-g73-normed 11 0 82 83 133 81 2168 78 79 700 119 102 538317
g23-g82-normed 11 0 0 0 0 0 0 0 0 0 34 34 32
g23-g86-normed 11 0 0 0 0 0 0 0 0 0 35 35 34
g23-g93-normed 11 0 9496 10985 9447 9626 NaN 9590 10084 198983 1561 1447 809
g24-g58-normed 11 1 1 0 0 1 303 0 1 1 8 7 10
g24-g59-normed 11 1 0 0 0 0 1 0 0 0 9 8 12
g24-g60-normed 11 1 0 0 0 0 0 0 0 0 8 8 9
g24-g66-normed 11 0 0 0 0 0 0 0 0 0 9 10 9
g24-g73-normed 11 1 0 0 0 0 0 0 0 0 17 18 16
g24-g82-normed 11 0 0 0 0 0 0 0 0 0 23 24 22
g24-g86-normed 11 0 0 0 0 0 0 0 0 0 23 22 21
g24-g93-normed 11 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
g25-g58-normed 11 0 0 0 0 0 0 0 0 0 5 6 6
g25-g59-normed 11 0 0 0 0 0 0 0 0 0 5 6 7
g25-g60-normed 11 1 36679 13106 36770 36537 2305 95 24477 971343 8675 9290 17784
g25-g66-normed 11 0 0 0 0 0 0 0 0 0 6 6 8
g25-g73-normed 11 1 4787 NaN NaN 8081 528 27 4575 169162 629 548 547
g25-g82-normed 11 0 0 0 0 0 0 0 0 0 13 13 15
g25-g86-normed 11 0 0 0 0 0 0 0 0 0 14 14 15
g25-g93-normed 11 0 5502 5565 5436 5652 NaN 5563 5866 107912 1055 959 581
g26-g58-normed 11 0 0 0 0 0 0 0 0 0 9 9 10
g26-g59-normed 11 0 0 0 0 0 0 0 0 0 9 10 11
g26-g60-normed 11 0 91218 90250 91096 91902 NaN 88096 86331 NaN 19886 19570 24908
g26-g66-normed 11 0 0 0 0 0 0 0 0 0 15 15 16
g26-g73-normed 11 0 201833 202472 199864 201967 NaN 190660 189991 NaN 17474 17935 19604
g26-g82-normed 11 0 0 0 0 0 0 0 0 0 36 36 35
g26-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g26-g93-normed 11 0 13686 13791 13611 13899 NaN 14044 14154 206265 1976 2010 980
g27-g58-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g27-g59-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g27-g60-normed 11 0 0 0 0 0 0 0 0 0 12 12 12
g27-g66-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g27-g73-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g27-g82-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g27-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g27-g93-normed 11 0 7185 7141 7141 7252 NaN 7190 7370 63912 1643 1450 659
g28-g58-normed 11 0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
g28-g59-normed 11 0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
g28-g60-normed 11 1 NaN NaN 0 0 19 0 0 0 11 12 12
g28-g66-normed 11 0 1886 3399 1834 2105 291751 1945 2095 29210 206 225 163
g28-g73-normed 11 1 0 NaN 0 9629 5 0 3 3 31 32 31
g28-g82-normed 11 0 74 75 74 135 35051 68 69 509 111 106 56
g28-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g28-g93-normed 11 1 1 1 1 4 1 1 5 5 83 83 83
g29-g58-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g29-g59-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g29-g60-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g29-g66-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g29-g73-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g29-g82-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g29-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g29-g93-normed 11 0 39368 39300 39112 39394 NaN 38880 39125 519102 4514 4706 2091
g3-g58-normed 11 1 0 0 0 0 0 0 0 0 5 4 4
g3-g59-normed 11 1 0 0 0 0 0 0 0 0 4 4 4
g3-g60-normed 11 1 0 0 0 0 0 0 0 0 4 4 5
g3-g66-normed 11 0 58 103 96 63 13713 59 65 529 31 28 27
g3-g73-normed 11 1 0 0 0 0 0 0 0 0 5 5 5
g3-g82-normed 11 0 88 179 85 91 46140 81 93 843 69 83 30
g3-g86-normed 11 0 2 3 2 3 1116 2 2 6 7 7 37
g3-g93-normed 11 1 6 0 0 3 0 0 3 3 10 11 10
g30-g58-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g30-g59-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g30-g60-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g30-g66-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g30-g73-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g30-g82-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g30-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g30-g93-normed 11 0 0 0 0 0 0 0 0 0 71 71 72
g31-g58-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g31-g59-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g31-g60-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g31-g66-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g31-g73-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g31-g82-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g31-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g31-g93-normed 11 0 36323 36145 36283 36495 NaN 36016 36292 558444 4949 5037 2010
g32-g58-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g32-g59-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g32-g60-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g32-g66-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g32-g73-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g32-g82-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g32-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g32-g93-normed 11 0 3828 2935 2931 2979 NaN 2875 2904 11714 3044 3037 1278
g33-g58-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g33-g59-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g33-g60-normed 11 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
g33-g66-normed 11 0 0 0 0 0 0 0 0 0 20 20 22
g33-g73-normed 11 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
g33-g82-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g33-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g33-g93-normed 11 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
g34-g58-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g34-g59-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g34-g60-normed 11 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
g34-g66-normed 11 0 438 439 433 436 100477 448 453 5090 216 218 102
g34-g73-normed 11 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
g34-g82-normed 11 0 198 199 197 207 94127 184 185 1611 252 250 113
g34-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g34-g93-normed 11 1 2 2 881 13 3 55 12 12 156 150 153
g35-g58-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g35-g59-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g35-g60-normed 11 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
g35-g66-normed 11 0 0 0 0 0 0 0 0 0 26 25 29
g35-g73-normed 11 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
g35-g82-normed 11 0 0 0 0 0 0 0 0 0 54 55 54
g35-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g35-g93-normed 11 0 38584 38532 38363 38640 NaN 39267 39786 523131 4313 4483 2082
g36-g58-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g36-g59-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g36-g60-normed 11 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
g36-g66-normed 11 0 0 0 0 0 0 0 0 0 24 24 25
g36-g73-normed 11 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
g36-g82-normed 11 0 0 0 0 0 0 0 0 0 55 54 55
g36-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g36-g93-normed 11 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
g37-g58-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g37-g59-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g37-g60-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g37-g66-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g37-g73-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g37-g82-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g37-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g37-g93-normed 11 0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
g38-g58-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g38-g59-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g38-g60-normed 11 0 564320 562469 555950 569019 NaN 556284 563368 NaN 20157 19870 26496
g38-g66-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g38-g73-normed 11 0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
g38-g82-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g38-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g38-g93-normed 11 1 0 0 NaN 2 1 24 2 2 49 50 51
g39-g58-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g39-g59-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g39-g60-normed 11 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
g39-g66-normed 11 0 0 0 0 0 1 0 0 0 26 26 26
g39-g73-normed 11 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
g39-g82-normed 11 0 0 0 0 0 0 0 0 0 56 56 56
g39-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g39-g93-normed 11 1 1 1 1 2 1 1 3 3 156 156 159
g4-g58-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g4-g59-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g4-g60-normed 11 1 0 0 0 0 0 0 0 0 5 4 4
g4-g66-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g4-g73-normed 11 1 0 0 0 0 0 0 0 0 4 5 5
g4-g82-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g4-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g4-g93-normed 11 0 2651 2648 2581 2957 NaN 2741 3045 44956 474 508 447
g40-g58-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g40-g59-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g40-g60-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g40-g66-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g40-g73-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g40-g82-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g40-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g40-g93-normed 11 0 3548 3550 3552 3576 NaN 3465 3496 14013 3709 3715 1536
g41-g58-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g41-g59-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g41-g60-normed 11 0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
g41-g66-normed 11 0 0 0 0 0 0 0 0 0 26 26 26
g41-g73-normed 11 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
g41-g82-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g41-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g41-g93-normed 11 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
g42-g58-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g42-g59-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g42-g60-normed 11 0 0 0 0 0 0 0 0 0 17 17 18
g42-g66-normed 11 0 0 0 0 0 0 0 0 0 26 26 26
g42-g73-normed 11 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
g42-g82-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g42-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g42-g93-normed 11 0 26459 26416 26317 26530 NaN 26971 27527 412791 3669 3752 1590
g43-g58-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g43-g59-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g43-g60-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g43-g66-normed 11 0 0 0 0 0 0 0 0 0 25 25 26
g43-g73-normed 11 0 0 0 0 0 0 0 0 0 31 31 33
g43-g82-normed 11 0 0 0 0 0 0 0 0 0 58 58 57
g43-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g43-g93-normed 11 0 13567 13595 13431 13562 NaN 13800 14129 181722 2528 2562 1222
g44-g58-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g44-g59-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g44-g60-normed 11 0 0 0 0 0 0 0 0 0 14 16 18
g44-g66-normed 11 0 0 0 0 0 0 0 0 0 25 25 26
g44-g73-normed 11 0 0 0 0 0 0 0 0 0 32 32 32
g44-g82-normed 11 0 0 0 0 0 0 0 0 0 56 56 54
g44-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g44-g93-normed 11 0 31545 31576 31450 31701 NaN 31798 32647 438779 3983 3755 2014
g45-g58-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g45-g59-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g45-g60-normed 11 0 0 0 0 0 0 0 0 0 15 16 17
g45-g66-normed 11 0 0 0 0 0 0 0 0 0 26 26 26
g45-g73-normed 11 0 0 0 0 0 0 0 0 0 34 34 33
g45-g82-normed 11 0 0 0 0 0 0 0 0 0 57 57 54
g45-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g45-g93-normed 11 0 0 0 0 0 0 0 0 0 92 92 92
g46-g58-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g46-g59-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g46-g60-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g46-g66-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g46-g73-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g46-g82-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g46-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g46-g93-normed 11 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
g47-g58-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g47-g59-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g47-g60-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g47-g66-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g47-g73-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g47-g82-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g47-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g47-g93-normed 11 0 0 0 0 0 0 0 0 0 94 94 94
g48-g58-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g48-g59-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g48-g60-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g48-g66-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g48-g73-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g48-g82-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g48-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g48-g93-normed 11 0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
g49-g58-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g49-g59-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g49-g60-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g49-g66-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g49-g73-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g49-g82-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g49-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g49-g93-normed 11 0 16218 16292 16140 17175 NaN 16449 16643 309679 2603 2601 1103
g5-g58-normed 11 1 0 0 0 0 0 0 0 0 4 3 4
g5-g59-normed 11 1 0 0 0 0 0 0 0 0 4 4 4
g5-g60-normed 11 1 0 1 0 0 0 0 0 0 4 4 5
g5-g66-normed 11 0 0 0 0 0 0 0 0 0 4 4 4
g5-g73-normed 11 1 0 0 0 0 0 0 0 0 5 5 5
g5-g82-normed 11 0 0 0 0 0 0 0 0 0 6 6 7
g5-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g5-g93-normed 11 1 0 0 0 1 0 0 1 1 10 13 10
g50-g58-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g50-g59-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g50-g60-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g50-g66-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g50-g73-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g50-g82-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g50-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g50-g93-normed 11 0 3612 3626 3610 3644 NaN 3585 3878 14288 3828 3792 1575
g6-g58-normed 11 1 0 5 0 0 0 0 0 0 5 5 5
g6-g59-normed 11 1 0 3 1 0 0 1 0 0 5 5 6
g6-g60-normed 11 1 0 0 0 0 0 1 0 0 5 5 5
g6-g66-normed 11 0 0 0 0 0 0 0 0 0 5 5 6
g6-g73-normed 11 1 0 0 0 0 0 0 0 0 7 6 8
g6-g82-normed 11 0 0 0 0 0 0 0 0 0 9 8 10
g6-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g6-g93-normed 11 1 0 0 0 3 0 0 1 1 13 14 15
g7-g58-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g7-g59-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g7-g60-normed 11 0 3873 3877 4059 4062 132352 4069 4176 72498 1499 1557 1852
g7-g66-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g7-g73-normed 11 0 8446 9337 8750 7985 311661 7762 7889 136705 1301 1394 1079
g7-g82-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g7-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g7-g93-normed 11 1 0 0 103 1 0 6 1 1 13 13 14
g8-g58-normed 11 0 9 17 8 8 149 9 9 58 13 14 14
g8-g59-normed 11 0 4 2 2 4 31 2 2 6 9 8 12
g8-g60-normed 11 1 0 0 0 0 0 0 0 0 5 5 5
g8-g66-normed 11 0 0 0 0 0 0 0 0 0 6 6 8
g8-g73-normed 11 1 0 6 98 0 0 6 0 0 9 8 11
g8-g82-normed 11 0 0 0 0 0 0 0 0 0 12 13 15
g8-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g8-g93-normed 11 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
g9-g58-normed 11 0 0 0 0 0 2 0 0 0 6 5 6
g9-g59-normed 11 1 0 0 0 0 0 0 0 0 6 7 6
g9-g60-normed 11 1 0 0 0 0 0 0 0 0 6 6 9
g9-g66-normed 11 0 0 0 0 0 0 0 0 0 7 7 8
g9-g73-normed 11 1 0 0 0 0 0 0 0 0 9 9 10
g9-g82-normed 11 0 0 0 0 0 0 0 0 0 14 14 15
g9-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0
g9-g93-normed 11 0 8758 8734 8610 8864 NaN 8624 8967 114886 1079 1160 799
phase-30-150-0.34-0.36-0.42-1 12 1 2198 4326 3531 16170 443 15453 953 788 59 46 154
phase-30-150-0.34-0.36-0.42-2 12 1 0 0 0 0 0 0 0 0 4 4 5
phase-30-150-0.34-0.36-0.42-3 12 1 2507 19970 9011 1157 495 24 1041 242 40 71 12
phase-30-150-0.34-0.36-0.42-4 12 1 4 704 24 7 3 47 9 9 5 5 5
phase-30-150-0.34-0.36-0.42-5 12 1 34 8765 413 4373 300 171 158 139 5 6 5
phase-30-150-0.34-0.36-0.42-6 12 0 95457 95347 87932 93403 NaN 90612 93830 NaN 4942 5156 7002
phase-30-150-0.34-0.36-0.42-7 12 1 28 2464 91 0 4 172 0 0 5 5 5
phase-30-150-0.34-0.36-0.42-8 12 1 5 13 40 2 24 21 6 5 5 5 5
phase-30-150-0.38-0.38-0.44-1 12 1 NaN NaN 768133 NaN NaN NaN NaN NaN NaN 119154 NaN
phase-30-150-0.38-0.38-0.44-2 12 1 28277 37767 10357 32507 91892 1947 1485 20845 830 413 742
phase-30-150-0.38-0.38-0.44-3 12 0 NaN NaN NaN NaN NaN NaN NaN NaN 167507 156611 392553
