instance family sat glasgowdegreenorestartsnonogoods glasgowantinorestartsnonogoods glasgowrandomnorestartsnonogoods glasgowbiasednorestartsnonogoods glasgowdegreenorestartsnonogoodsdds glasgowrandom glasgowbiased glasgowbiasednonogoods glasgowbiasedconstant10000threads36v2 glasgowbiasedconstant10000triggeredthreads36v2 glasgowbiasedthreads36v2
phase-30-150-0.40-0.46-0.48-6 12 1 NaN NaN NaN NaN NaN NaN NaN NaN 1353911850 1320998293 967498633
phase-30-150-0.40-0.46-0.48-7 12 1 1120 6090 3588 549 3271 695 549 549 973 1662 1083
phase-30-150-0.40-0.46-0.48-8 12 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
phase-30-150-0.42-0.46-0.50-1 12 1 22851 53125832 3839346 2190505 1117400 16330234 694099 8637452 298310 516907 3049023
phase-30-150-0.42-0.46-0.50-2 12 0 270768297 270768297 270768297 270768297 NaN 271115881 271132993 NaN 330924866 332678350 377779471
phase-30-150-0.42-0.46-0.50-3 12 1 57611 57646016 21451947 106303 1928851 56276 155046 155046 41845 80152 46462
phase-30-150-0.42-0.46-0.50-4 12 0 NaN NaN NaN NaN NaN NaN NaN NaN 2236402169 2273964775 NaN
phase-30-150-0.42-0.46-0.50-5 12 1 1009 1554233 160432 1524 6794 141602 3195 3195 5844 7254 32660
phase-30-150-0.42-0.46-0.50-6 12 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
phase-30-150-0.42-0.46-0.50-7 12 1 266339 79531739 153985 786794 605430 7468231 292802 338490 353956 941305 645726
phase-30-150-0.42-0.46-0.50-8 12 1 1147 631915 301201 5846 29073 11744 1769 1769 551 497 556
phase-30-150-0.44-0.46-0.50-1 12 0 NaN NaN NaN NaN NaN NaN NaN NaN 2646063854 2708579411 NaN
phase-30-150-0.44-0.46-0.50-2 12 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
phase-30-150-0.44-0.46-0.50-3 12 1 423810 NaN NaN 1512535 2738172 9485748 4292199 13951372 3749731 1432034 2601637
phase-30-150-0.44-0.46-0.50-4 12 1 986599 179168480 7711519 5862206 3247513 7618908 542992 432099 813091 1389898 322615
phase-30-150-0.44-0.46-0.50-5 12 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
phase-30-150-0.44-0.46-0.50-6 12 1 3131358 24974067 38613590 3092341 9660817 5462141 19041838 42460575 15264110 11763930 12914864
phase-30-150-0.44-0.46-0.50-7 12 1 NaN 155826049 263264051 NaN 388217440 NaN NaN NaN 245283904 316637212 281992827
phase-30-150-0.44-0.46-0.50-8 12 1 2522649 162816967 73060857 7529283 57434924 905839 2782410 8783143 1585932 11991796 1552319
phase-30-150-0.46-0.50-0.52-1 12 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
phase-30-150-0.46-0.50-0.52-2 12 1 1424160 62832070 205475429 1875035 1824387 34487386 4910115 2652898 907420 1359695 3508639
phase-30-150-0.46-0.50-0.52-3 12 1 8834886 NaN 12358021 790843 1188041 2153962 294939 8182496 615815 12182908 7706395
phase-30-150-0.46-0.50-0.52-4 12 1 23400341 NaN 60591756 10813942 46553682 8194299 29582378 82178929 14685529 28818724 60134386
phase-30-150-0.46-0.50-0.52-5 12 1 21253936 46447577 165978332 69612388 9147052 61743492 54083388 95686171 5839763 16976736 13159674
phase-30-150-0.46-0.50-0.52-6 12 1 10679239 42475490 3674143 13651971 13210255 18582148 11465673 51134657 2922194 23802412 17970099
phase-30-150-0.46-0.50-0.52-7 12 1 13234 1864995 248169 34305 17637 27428 863 863 8514 15635 14431
phase-30-150-0.46-0.50-0.52-8 12 1 226331 19951263 14429346 37990 2495947 629935 331906 575383 149213 185599 213098
phase-30-150-0.48-0.50-0.54-1 12 1 289014 306305475 1564553 388345 1245846 609542 111974 485606 168257 92280 938738
phase-30-150-0.48-0.50-0.54-2 12 1 NaN NaN 18116840 NaN NaN NaN 56766422 109546612 33373608 28500992 53891086
phase-30-150-0.48-0.50-0.54-3 12 1 114414451 NaN 173312260 72286494 14067551 NaN 22240743 133038253 54029045 62258433 39860875
phase-30-150-0.48-0.50-0.54-4 12 1 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1860000693 NaN
phase-30-150-0.48-0.50-0.54-5 12 1 45747206 63969087 1209228 46188465 59340519 24957057 30500065 21451251 19994248 23782126 4688252
phase-30-150-0.48-0.50-0.54-6 12 1 45217715 NaN 207295884 5420224 55792352 136825930 31698484 16360685 922696 42758678 16042083
phase-30-150-0.48-0.50-0.54-7 12 1 NaN NaN NaN NaN NaN NaN NaN NaN 313559263 285562611 573443319
phase-30-150-0.48-0.50-0.54-8 12 1 9871508 NaN NaN 32910201 40213561 76861110 1547859 17586735 3552764 22124285 2580280
phase-30-150-0.50-0.52-0.54-1 12 1 19592940 NaN 66230227 29310347 203872594 237558983 4531514 13588766 14448272 3375599 11117123
phase-30-150-0.50-0.52-0.54-2 12 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
phase-30-150-0.50-0.52-0.54-3 12 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
phase-30-150-0.50-0.52-0.54-4 12 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
phase-30-150-0.50-0.52-0.54-5 12 1 1420872 NaN 111551248 1987187 1062473 15902009 156576 156576 1089574 143697 155130
phase-30-150-0.50-0.52-0.54-6 12 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
phase-30-150-0.50-0.52-0.54-7 12 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
phase-30-150-0.50-0.52-0.54-8 12 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
phase-30-150-0.52-0.54-0.56-1 12 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
phase-30-150-0.52-0.54-0.56-2 12 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
phase-30-150-0.52-0.54-0.56-3 12 1 NaN NaN NaN 32700600 NaN NaN NaN NaN 875276676 736373177 674105756
phase-30-150-0.52-0.54-0.56-4 12 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
phase-30-150-0.52-0.54-0.56-5 12 1 81113 12727885 99114 5156 45985 93411 11540 11540 34557 42967 23544
phase-30-150-0.52-0.54-0.56-6 12 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
phase-30-150-0.52-0.54-0.56-7 12 1 145378774 NaN NaN NaN NaN NaN NaN 147533954 547406598 411397679 335040203
phase-30-150-0.52-0.54-0.56-8 12 1 367 832346 14127 27836 29552 14656 11878 11878 1716 3515 1055
phase-30-150-0.54-0.56-0.58-1 12 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
phase-30-150-0.54-0.56-0.58-2 12 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
phase-30-150-0.54-0.56-0.58-3 12 1 NaN NaN NaN NaN NaN NaN NaN NaN NaN 932020037 685710859
phase-30-150-0.54-0.56-0.58-4 12 1 31054824 NaN NaN NaN 47800224 257817316 30900126 46586433 6964513 18332911 24006738
phase-30-150-0.54-0.56-0.58-5 12 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
phase-30-150-0.54-0.56-0.58-6 12 1 81070 187611123 52874923 1725507 7279127 18543691 665328 675788 411039 1068551 440332
phase-30-150-0.54-0.56-0.58-7 12 1 NaN NaN NaN 60013745 365264226 NaN NaN 30712979 240147275 261570809 428610425
phase-30-150-0.54-0.56-0.58-8 12 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
phase-30-150-0.56-0.56-0.60-1 12 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
phase-30-150-0.56-0.56-0.60-2 12 1 NaN 215791439 156470537 NaN NaN NaN 41340877 64240792 84281110 210869226 27216286
phase-30-150-0.56-0.56-0.60-3 12 1 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1330384453 NaN
phase-30-150-0.56-0.56-0.60-4 12 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
phase-30-150-0.56-0.56-0.60-5 12 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
phase-30-150-0.56-0.56-0.60-6 12 1 4305062 NaN 2630104 11117562 199526 10502035 2877972 4544322 2841271 4104407 624925
phase-30-150-0.56-0.56-0.60-7 12 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
phase-30-150-0.56-0.56-0.60-8 12 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
phase-30-150-0.60-0.58-0.62-1 12 1 526007 215909931 NaN 1328923 12535262 12788614 1204657 380444 103652 52639 1322056
phase-30-150-0.60-0.58-0.62-2 12 1 NaN NaN NaN NaN 261657055 NaN NaN NaN 194388275 91575381 267272156
phase-30-150-0.60-0.58-0.62-3 12 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
phase-30-150-0.60-0.58-0.62-4 12 1 10082 6312051 710158 3511 29314 170233 28387 28387 2601 1292 1576
phase-30-150-0.60-0.58-0.62-5 12 1 45242162 NaN NaN NaN 326649739 NaN NaN 72186512 203271208 217018877 167885818
phase-30-150-0.60-0.58-0.62-6 12 1 15185682 NaN 80196922 2848919 382462020 268905421 9015559 14573301 7714148 10876745 31478868
phase-30-150-0.60-0.58-0.62-7 12 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
phase-30-150-0.60-0.58-0.62-8 12 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
phase-30-150-0.64-0.62-0.64-1 12 1 NaN NaN NaN NaN NaN NaN NaN 327392261 787318965 55071781 NaN
phase-30-150-0.64-0.62-0.64-2 12 1 169515410 NaN NaN 133225666 186874607 NaN 29182945 24952207 9622026 67213435 4294506
phase-30-150-0.64-0.62-0.64-3 12 1 253324 NaN NaN 847939 5089263 217287174 19176883 568538 9019389 1867303 1152467
phase-30-150-0.64-0.62-0.64-4 12 1 26147658 NaN 68062727 2944402 11869308 14660620 511787 511787 668406 882961 3986789
phase-30-150-0.64-0.62-0.64-5 12 1 18508207 NaN 376093762 NaN 113048864 NaN 7103463 78636045 6838488 17025047 11903671
phase-30-150-0.64-0.62-0.64-6 12 1 NaN NaN NaN NaN 380362297 NaN NaN NaN NaN 2842155732 50686843
phase-30-150-0.64-0.62-0.64-7 12 1 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1475978825 827284069
phase-30-150-0.64-0.62-0.64-8 12 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
phase-30-150-0.66-0.64-0.66-1 12 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
phase-30-150-0.66-0.64-0.66-2 12 1 NaN NaN NaN NaN NaN NaN NaN NaN NaN 2337863998 NaN
phase-30-150-0.66-0.64-0.66-3 12 1 48225422 NaN NaN NaN NaN NaN 11888608 NaN 184313762 731627256 209344643
phase-30-150-0.66-0.64-0.66-4 12 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
phase-30-150-0.66-0.64-0.66-5 12 1 368596840 NaN NaN 45434007 288611827 NaN 24049492 172443608 79453191 307357289 63581907
phase-30-150-0.66-0.64-0.66-6 12 1 153123797 NaN NaN 57367011 147771873 349034245 48921896 68917464 4165484 9127101 40508422
phase-30-150-0.66-0.64-0.66-7 12 1 290187613 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
phase-30-150-0.66-0.64-0.66-8 12 1 43787414 NaN NaN 153861327 NaN NaN NaN 213544457 12436703 227658207 133009011
phase-30-150-0.68-0.64-0.68-1 12 1 NaN NaN NaN NaN NaN NaN NaN NaN 512397116 1220604990 418321194
phase-30-150-0.68-0.64-0.68-2 12 1 279681091 NaN NaN 199221030 NaN NaN NaN NaN NaN 764097311 NaN
phase-30-150-0.68-0.64-0.68-3 12 1 9551946 NaN 45010695 4546431 13853963 7724443 3694601 12052495 1656503 7261781 39541
phase-30-150-0.68-0.64-0.68-4 12 1 31888493 NaN NaN 338456377 62520607 NaN 3822183 45054729 6403722 27345548 6129196
phase-30-150-0.68-0.64-0.68-5 12 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
phase-30-150-0.68-0.64-0.68-6 12 1 25682 NaN 12977778 52611 10596 429675 4240 4240 22727 27481 111236
phase-30-150-0.68-0.64-0.68-7 12 1 16100678 NaN 121422265 5836653 19928671 119843401 2654060 3801140 2444847 5054052 507413
phase-30-150-0.68-0.64-0.68-8 12 1 327544454 NaN NaN 270043017 NaN 144614832 NaN 159453583 85600809 131562033 NaN
phase-30-150-0.70-0.66-0.70-1 12 1 1279696 NaN 117142214 36494 92089 14394 104956 104956 12444 13628 2173
phase-30-150-0.70-0.66-0.70-2 12 1 1754549 NaN NaN 1874916 9641918 104945651 963346 963346 895879 1075786 4978430
phase-30-150-0.70-0.66-0.70-3 12 1 NaN NaN NaN 314569414 NaN NaN NaN 24223306 6809069 95266952 50343588
phase-30-150-0.70-0.66-0.70-4 12 1 NaN NaN NaN NaN NaN NaN NaN NaN 50973175 1210640729 481590622
phase-30-150-0.70-0.66-0.70-5 12 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
phase-30-150-0.70-0.66-0.70-6 12 1 104483 NaN 9469286 23695 619373 7887742 122166 122166 27207 15400 108007
phase-30-150-0.70-0.66-0.70-7 12 1 17784 NaN 18343511 1312291 228943 332928 77662 77662 9613 11613 198024
phase-30-150-0.70-0.66-0.70-8 12 1 3615532 NaN 65146944 242175781 22922524 NaN 23016623 5851462 46702720 7386311 54157171
phase-30-150-0.72-0.66-0.70-1 12 1 NaN NaN NaN NaN NaN NaN NaN 83667843 241889547 1145061042 627996570
phase-30-150-0.72-0.66-0.70-2 12 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
phase-30-150-0.72-0.66-0.70-3 12 1 NaN NaN NaN NaN 315355303 NaN NaN NaN 128539443 222162306 491433415
phase-30-150-0.72-0.66-0.70-4 12 1 1586834 NaN NaN 989342 6725103 282118411 827613 827613 10586375 10100824 3051318
phase-30-150-0.72-0.66-0.70-5 12 1 NaN NaN NaN NaN NaN NaN NaN NaN 22302653 2236319578 118529383
phase-30-150-0.72-0.66-0.70-6 12 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
phase-30-150-0.72-0.66-0.70-7 12 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
phase-30-150-0.72-0.66-0.70-8 12 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
phase-30-150-0.74-0.68-0.70-1 12 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
phase-30-150-0.74-0.68-0.70-2 12 1 138430833 NaN NaN NaN 44050641 NaN NaN 221145656 NaN 187642489 561840424
phase-30-150-0.74-0.68-0.70-3 12 1 49992584 NaN 344428140 7758597 56009594 242330431 21090211 22942954 55613301 23839228 35120490
phase-30-150-0.74-0.68-0.70-4 12 1 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1743635648 540567016
phase-30-150-0.74-0.68-0.70-5 12 1 NaN NaN NaN NaN NaN 353690626 167968630 225857315 325298015 812721901 202328484
phase-30-150-0.74-0.68-0.70-6 12 1 NaN NaN NaN 309015932 414623452 127579677 91606009 40459673 342834100 151659764 153904696
phase-30-150-0.74-0.68-0.70-7 12 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
phase-30-150-0.74-0.68-0.70-8 12 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
phase-30-150-0.76-0.70-0.72-1 12 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
phase-30-150-0.76-0.70-0.72-2 12 1 41685 NaN NaN 39541 112827 351769 2031 2031 102494 75214 117757
phase-30-150-0.76-0.70-0.72-3 12 1 55407 NaN 24578109 28666417 2860555 14132206 890974 890974 46504 46384 1898944
phase-30-150-0.76-0.70-0.72-4 12 1 16299863 NaN 39641873 434161 1274481 2081775 1568470 1204214 1060373 1900599 669561
phase-30-150-0.76-0.70-0.72-5 12 1 879198 NaN 6313240 571230 75484 1713626 187150 187150 39631 40710 44248
phase-30-150-0.76-0.70-0.72-6 12 1 307495 NaN NaN 289271 3149274 10147831 1885266 4484617 4030849 1267758 1171984
phase-30-150-0.76-0.70-0.72-7 12 1 1349 242184490 986047 4141 4779 39796 1836 1836 1392 1381 2184
phase-30-150-0.76-0.70-0.72-8 12 1 3001058 NaN NaN 139210514 2029145 37655220 490475 490475 6887182 1928358 2057558
phase-30-150-0.78-0.72-0.74-1 12 1 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1543963480 974207595
phase-30-150-0.78-0.72-0.74-2 12 1 NaN NaN NaN NaN 30496130 NaN 85658647 NaN 132974744 994674704 129353824
phase-30-150-0.78-0.72-0.74-3 12 1 168722363 NaN NaN 17652466 31932011 NaN 10917936 17855914 2744590 9374884 7977267
phase-30-150-0.78-0.72-0.74-4 12 1 9841866 NaN NaN NaN 5462056 823360 4058391 33880534 34317007 21042409 1176535
phase-30-150-0.78-0.72-0.74-5 12 1 11237 NaN 4025300 949899 69835 843814 39501 39501 12011 11887 8063
phase-30-150-0.78-0.72-0.74-6 12 1 8374 NaN NaN 68007 49756 20680926 57837 57837 105631 103217 59238
phase-30-150-0.78-0.72-0.74-7 12 1 NaN NaN NaN NaN 131850342 NaN NaN NaN NaN 891155494 469097633
phase-30-150-0.78-0.72-0.74-8 12 1 86623 NaN 690876 84794 288315 2920695 365063 365063 51594 49153 239379
phase-30-150-0.80-0.72-0.74-1 12 1 NaN NaN NaN NaN NaN NaN NaN NaN NaN 987619489 NaN
phase-30-150-0.80-0.72-0.74-2 12 1 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1729816422 NaN
phase-30-150-0.80-0.72-0.74-3 12 1 176823 NaN 80090066 260042 15274 860562 6908 6908 233056 217201 78065
phase-30-150-0.80-0.72-0.74-4 12 1 231810911 NaN NaN 25718731 53243518 NaN 162445042 213827108 14431396 188304630 139022196
phase-30-150-0.80-0.72-0.74-5 12 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
phase-30-150-0.80-0.72-0.74-6 12 1 5660 NaN NaN 2369606 89457 997621 20457 20457 27500 36573 37373
phase-30-150-0.80-0.72-0.74-7 12 1 NaN NaN NaN NaN 326720693 NaN NaN 5829506 538798357 1185646138 966757692
phase-30-150-0.80-0.72-0.74-8 12 1 3856652 NaN NaN 10387000 972205 61803032 1042864 1042864 2714996 399438 1370315
phase-30-150-0.82-0.74-0.76-1 12 1 2170 NaN 252010 891 4107 79220 845 845 4718 3499 4131
phase-30-150-0.82-0.74-0.76-2 12 1 1595298 283803590 235082992 323240 45759 7660252 12519 12519 12182 23911 49279
phase-30-150-0.82-0.74-0.76-3 12 1 1041799 NaN 367254 72791 499150 2675731 84820 84820 200397 285086 19335
phase-30-150-0.82-0.74-0.76-4 12 1 7121794 NaN NaN 160648832 8904328 52509659 12016400 12016400 7404040 45508427 568450
phase-30-150-0.82-0.74-0.76-5 12 1 177407612 NaN NaN NaN 72848534 NaN 17097039 106674600 46721689 114453953 162095425
phase-30-150-0.82-0.74-0.76-6 12 1 57584364 NaN NaN 184754895 50128934 21898598 6887795 6887795 39836873 77789780 65451225
phase-30-150-0.82-0.74-0.76-7 12 1 1267 NaN 1240251 534 8623 157724 534 534 653 732 541
phase-30-150-0.82-0.74-0.76-8 12 1 126313 94013604 8929833 13323 17345 539606 15028 15028 8952 10320 4057
phase-30-150-0.84-0.74-0.76-1 12 1 8978 40607564 1044333 1103 21838 34826 1715 1715 2289 7443 12368
phase-30-150-0.84-0.74-0.76-2 12 1 13073 NaN NaN 1505268 470780 17007593 21461 21461 394029 2063004 558249
phase-30-150-0.84-0.74-0.76-3 12 1 71378823 NaN NaN NaN 4596489 NaN 23977311 20759882 40136313 16500206 13033151
phase-30-150-0.84-0.74-0.76-4 12 1 NaN NaN NaN NaN 26763754 NaN 1698015 1698015 11652805 1845371 7785954
phase-30-150-0.84-0.74-0.76-5 12 1 NaN NaN NaN NaN NaN NaN 27806475 186124337 322505717 831400209 169301992
phase-30-150-0.84-0.74-0.76-6 12 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
phase-30-150-0.84-0.74-0.76-7 12 1 NaN NaN NaN NaN NaN NaN NaN 154056679 132392218 580703499 944517567
phase-30-150-0.84-0.74-0.76-8 12 1 8656427 NaN 58013063 136704888 127882912 164330326 1160023 1160023 15361344 63701210 6699400
phase-30-150-0.84-0.76-0.76-1 12 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
phase-30-150-0.84-0.76-0.76-2 12 1 4854032 NaN NaN 5726411 643973 246000023 4440265 4440265 19236 32491 278504
phase-30-150-0.84-0.76-0.76-3 12 1 11530 NaN NaN 2566403 258899 5274142 191405 191405 415721 172288 103299
phase-30-150-0.84-0.76-0.76-4 12 1 7866226 NaN NaN 65979417 42226289 1211233 10659822 9031255 9487702 3691074 5215674
phase-30-150-0.84-0.76-0.76-5 12 1 4069302 NaN 8009176 528173 19533935 40385520 363185 363185 2547299 585931 1008140
phase-30-150-0.84-0.76-0.76-6 12 1 235503 NaN 22613 394 68424 3435244 394 394 10929 5227 3656
phase-30-150-0.84-0.76-0.76-7 12 1 2942126 NaN 16227540 3473739 475449 207830 13214 13214 154337 85507 81422
phase-30-150-0.84-0.76-0.76-8 12 1 226 NaN NaN 566792 2058 458338 6500 6500 2751 2935 2519
phase-30-150-0.86-0.76-0.78-1 12 1 94862 NaN NaN 20034357 1078756 9437132 77407 77407 81493 127269 32202
phase-30-150-0.86-0.76-0.78-2 12 1 6003233 NaN NaN 205142619 31657145 NaN 3065673 3065673 3939019 16243628 3782106
phase-30-150-0.86-0.76-0.78-3 12 1 6073650 NaN 34865139 3470778 NaN NaN 1547503 1547503 8838536 5597268 4836105
phase-30-150-0.86-0.76-0.78-4 12 1 48782 NaN NaN 3017 13604 1230807 9765 9765 9057 9368 9914
phase-30-150-0.86-0.76-0.78-5 12 1 14616702 NaN NaN 1822576 1241343 NaN 3270448 3270448 12605255 568864 6276550
phase-30-150-0.86-0.76-0.78-6 12 1 10352026 NaN 161885906 514153 7528095 46962110 897794 897794 225245 263329 615049
phase-30-150-0.86-0.76-0.78-7 12 1 1265 NaN 33560967 509 86 13490 509 509 267 137 165
phase-30-150-0.86-0.76-0.78-8 12 1 4658077 NaN NaN 147059624 28651030 227396469 1627960 1627960 481856 1248301 1122287
all-meshes-CVIU11-pattern1-target1 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern1-target10 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern1-target100 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern1-target102 13 0 1 1 1 1 3 1 1 1 2 5 3
all-meshes-CVIU11-pattern1-target103 13 0 35 35 35 35 281 35 35 35 183 133 185
all-meshes-CVIU11-pattern1-target104 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern1-target106 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern1-target107 13 0 1 1 1 1 3 1 1 1 6 7 7
all-meshes-CVIU11-pattern1-target108 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern1-target109 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern1-target11 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern1-target110 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern1-target111 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern1-target112 13 0 2 2 2 2 7 2 2 2 14 15 12
all-meshes-CVIU11-pattern1-target113 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern1-target114 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern1-target115 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern1-target116 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern1-target117 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern1-target118 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern1-target119 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern1-target12 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern1-target120 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern1-target121 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern1-target122 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern1-target123 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern1-target124 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern1-target125 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern1-target126 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern1-target127 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern1-target128 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern1-target129 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern1-target13 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern1-target130 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern1-target131 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern1-target132 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern1-target133 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern1-target134 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern1-target135 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern1-target136 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern1-target137 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern1-target138 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern1-target139 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern1-target14 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern1-target140 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern1-target141 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern1-target143 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern1-target144 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern1-target145 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern1-target146 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern1-target147 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern1-target148 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern1-target149 13 0 1 1 1 1 3 1 1 1 5 4 4
all-meshes-CVIU11-pattern1-target15 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern1-target150 13 0 1 1 1 1 2 1 1 1 2 1 2
all-meshes-CVIU11-pattern1-target151 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern1-target152 13 0 1 1 1 1 2 1 1 1 2 2 1
