instance family sat glasgowdegreenorestartsnonogoods glasgowantinorestartsnonogoods glasgowrandomnorestartsnonogoods glasgowbiasednorestartsnonogoods glasgowdegreenorestartsnonogoodsdds glasgowrandom glasgowbiased glasgowbiasednonogoods glasgowbiasedconstant10000threads36v2 glasgowbiasedconstant10000triggeredthreads36v2 glasgowbiasedthreads36v2
all-meshes-CVIU11-pattern3-target323 13 1 NaN NaN 105904462 NaN 289710 32410 33839 33839 19409 17151 8127
all-meshes-CVIU11-pattern3-target324 13 0 5 5 5 5 25 5 5 5 20 34 28
all-meshes-CVIU11-pattern3-target325 13 0 1 1 1 1 3 1 1 1 3 2 6
all-meshes-CVIU11-pattern3-target326 13 0 1 1 1 1 3 1 1 1 6 6 6
all-meshes-CVIU11-pattern3-target327 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern3-target328 13 1 NaN NaN NaN 711820 2808 848 1623 88891 206904 199663 24246
all-meshes-CVIU11-pattern3-target329 13 1 NaN NaN 401 NaN 2802 401 3696 3637 21659 19214 14664
all-meshes-CVIU11-pattern3-target33 13 0 1 1 1 1 2 1 1 1 4 1 2
all-meshes-CVIU11-pattern3-target330 13 0 1 1 1 1 3 1 1 1 11 9 9
all-meshes-CVIU11-pattern3-target331 13 0 1 1 1 1 3 1 1 1 13 12 13
all-meshes-CVIU11-pattern3-target332 13 0 1 1 1 1 2 1 1 1 2 2 3
all-meshes-CVIU11-pattern3-target333 13 1 NaN NaN NaN NaN NaN 30980 99115 4268 12475 16724 14086
all-meshes-CVIU11-pattern3-target334 13 1 NaN NaN 1704200 NaN NaN 54869 11275 9019 17643 19239 10828
all-meshes-CVIU11-pattern3-target335 13 0 1 1 1 1 3 1 1 1 4 5 3
all-meshes-CVIU11-pattern3-target336 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern3-target337 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern3-target338 13 0 1 1 1 1 2 1 1 1 2 2 2
all-meshes-CVIU11-pattern3-target339 13 0 12 12 12 12 74 12 12 12 51 40 60
all-meshes-CVIU11-pattern3-target34 13 1 NaN NaN NaN NaN NaN NaN NaN 11739180 132648667 35600639 4321656
all-meshes-CVIU11-pattern3-target340 13 0 18 18 18 18 200 18 18 18 147 165 157
all-meshes-CVIU11-pattern3-target341 13 0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
all-meshes-CVIU11-pattern3-target342 13 1 NaN NaN NaN NaN 2486226 4624 34135 11463 20920 16582 13438
all-meshes-CVIU11-pattern3-target343 13 0 100 100 100 100 5251 100 100 100 2645 2379 2629
all-meshes-CVIU11-pattern3-target344 13 0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
all-meshes-CVIU11-pattern3-target345 13 1 NaN NaN NaN NaN NaN 566779 4704113 37525644 5284237 1134989 4480218
all-meshes-CVIU11-pattern3-target346 13 0 3 3 3 3 13 3 3 3 17 18 16
all-meshes-CVIU11-pattern3-target347 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern3-target348 13 0 3 3 3 3 13 3 3 3 25 27 16
all-meshes-CVIU11-pattern3-target349 13 0 1 1 1 1 2 1 1 1 3 3 2
all-meshes-CVIU11-pattern3-target35 13 0 2 2 2 2 7 2 2 2 21 12 13
all-meshes-CVIU11-pattern3-target350 13 0 1 1 1 1 2 1 1 1 2 2 3
all-meshes-CVIU11-pattern3-target351 13 0 1 1 1 1 3 1 1 1 2 2 1
all-meshes-CVIU11-pattern3-target352 13 1 NaN NaN NaN NaN 11657 36775 1549 1549 22389 19023 11281
all-meshes-CVIU11-pattern3-target353 13 1 NaN NaN NaN NaN NaN 526437 2285092 1068086 663895 4765476 247987
all-meshes-CVIU11-pattern3-target354 13 0 1 1 1 1 2 1 1 1 3 3 2
all-meshes-CVIU11-pattern3-target356 13 0 1 1 1 1 2 1 1 1 3 3 2
all-meshes-CVIU11-pattern3-target357 13 0 3 3 3 3 12 3 3 3 11 11 9
all-meshes-CVIU11-pattern3-target358 13 0 1 1 1 1 3 1 1 1 5 5 4
all-meshes-CVIU11-pattern3-target359 13 0 1 1 1 1 3 1 1 1 4 6 2
all-meshes-CVIU11-pattern3-target36 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern3-target360 13 0 1 1 1 1 2 1 1 1 3 2 2
all-meshes-CVIU11-pattern3-target361 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern3-target362 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern3-target363 13 0 1 1 1 1 2 1 1 1 2 3 2
all-meshes-CVIU11-pattern3-target364 13 0 1 1 1 1 2 1 1 1 3 2 2
all-meshes-CVIU11-pattern3-target365 13 0 1 1 1 1 2 1 1 1 2 3 2
all-meshes-CVIU11-pattern3-target366 13 0 1 1 1 1 2 1 1 1 3 2 2
all-meshes-CVIU11-pattern3-target367 13 1 NaN NaN NaN NaN NaN 4350451 3314300 4555046 2228235 1853656 799861
all-meshes-CVIU11-pattern3-target368 13 0 1 1 1 1 2 1 1 1 3 2 2
all-meshes-CVIU11-pattern3-target369 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern3-target37 13 0 2 2 2 2 8 2 2 2 7 5 8
all-meshes-CVIU11-pattern3-target370 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern3-target378 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern3-target379 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern3-target38 13 1 NaN NaN NaN NaN NaN 325468 187456 24220 19121 27026 14413
all-meshes-CVIU11-pattern3-target380 13 0 1 1 1 1 3 1 1 1 13 11 9
all-meshes-CVIU11-pattern3-target381 13 0 1 1 1 1 2 1 1 1 2 2 2
all-meshes-CVIU11-pattern3-target382 13 0 1 1 1 1 2 1 1 1 2 4 2
all-meshes-CVIU11-pattern3-target383 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern3-target384 13 1 NaN 8573063 7161114 NaN 5228 20409 1667 11989 22616 28101 15179
all-meshes-CVIU11-pattern3-target385 13 1 2224 NaN NaN NaN 1346054 964 33209 11277 18201 18954 9850
all-meshes-CVIU11-pattern3-target386 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern3-target387 13 0 1 1 1 1 2 1 1 1 2 2 3
all-meshes-CVIU11-pattern3-target388 13 0 35 35 35 35 616 35 35 35 844 828 875
all-meshes-CVIU11-pattern3-target389 13 0 1 1 1 1 2 1 1 1 2 3 3
all-meshes-CVIU11-pattern3-target39 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern3-target390 13 1 NaN NaN NaN NaN 17328081 38499 213646 15908 82403 82940 26650
all-meshes-CVIU11-pattern3-target391 13 0 1 1 1 1 2 1 1 1 2 3 4
all-meshes-CVIU11-pattern3-target392 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern3-target393 13 0 2 2 2 2 8 2 2 2 9 12 11
all-meshes-CVIU11-pattern3-target394 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern3-target395 13 0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
all-meshes-CVIU11-pattern3-target396 13 0 3 3 3 3 12 3 3 3 16 12 8
all-meshes-CVIU11-pattern3-target397 13 0 1 1 1 1 2 1 1 1 2 2 2
all-meshes-CVIU11-pattern3-target398 13 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
all-meshes-CVIU11-pattern3-target399 13 0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
all-meshes-CVIU11-pattern3-target4 13 0 1 1 1 1 3 1 1 1 4 3 4
all-meshes-CVIU11-pattern3-target40 13 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
all-meshes-CVIU11-pattern3-target400 13 0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
all-meshes-CVIU11-pattern3-target401 13 0 5226910 5226910 5226910 5226910 NaN 5249317 5249537 NaN 6821661 7421944 6872760
all-meshes-CVIU11-pattern3-target402 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern3-target403 13 0 2 2 2 2 8 2 2 2 14 14 13
all-meshes-CVIU11-pattern3-target404 13 0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
all-meshes-CVIU11-pattern3-target405 13 0 1 1 1 1 3 1 1 1 7 7 8
all-meshes-CVIU11-pattern3-target406 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern3-target407 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern3-target408 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern3-target409 13 1 NaN NaN 5566980 3837840 13843 11213 1541 1567 19380 23235 28920
all-meshes-CVIU11-pattern3-target41 13 1 NaN NaN 14282756 NaN 203500 9071 56011 23361 9259 10429 8877
all-meshes-CVIU11-pattern3-target410 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern3-target411 13 0 18 18 18 18 207 18 18 18 265 276 232
all-meshes-CVIU11-pattern3-target412 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern3-target413 13 0 1 1 1 1 2 1 1 1 2 3 3
all-meshes-CVIU11-pattern3-target414 13 0 2 2 2 2 8 2 2 2 12 8 11
all-meshes-CVIU11-pattern3-target415 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern3-target416 13 0 1 1 1 1 3 1 1 1 3 3 2
all-meshes-CVIU11-pattern3-target417 13 0 1 1 1 1 3 1 1 1 4 5 3
all-meshes-CVIU11-pattern3-target418 13 1 NaN NaN NaN NaN 23100074 24807 390913 69107 96968 91888 77299
all-meshes-CVIU11-pattern3-target419 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern3-target42 13 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
all-meshes-CVIU11-pattern3-target420 13 1 NaN NaN 128 NaN 86567 128 3643 4350 44605 2681 6623
all-meshes-CVIU11-pattern3-target421 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern3-target422 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern3-target423 13 0 395 395 395 395 4795 395 395 395 8963 8091 7210
all-meshes-CVIU11-pattern3-target424 13 0 1 1 1 1 2 1 1 1 3 2 3
all-meshes-CVIU11-pattern3-target425 13 1 NaN NaN NaN NaN NaN 601793 4157851 2552634 405996 458323 116857
all-meshes-CVIU11-pattern3-target427 13 0 7 7 7 7 43 7 7 7 66 91 75
all-meshes-CVIU11-pattern3-target428 13 0 1 1 1 1 3 1 1 1 36 36 36
all-meshes-CVIU11-pattern3-target429 13 1 12836 347 6850 6360880 NaN 3012 863 16845 18854 17740 25260
all-meshes-CVIU11-pattern3-target43 13 1 NaN NaN NaN NaN NaN 9064858 7690285 NaN 15290154 62679818 11603130
all-meshes-CVIU11-pattern3-target430 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern3-target431 13 0 1 1 1 1 2 1 1 1 3 3 3
all-meshes-CVIU11-pattern3-target432 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern3-target433 13 0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
all-meshes-CVIU11-pattern3-target434 13 1 NaN NaN NaN NaN NaN NaN NaN NaN 255021502 11569059 4153377
all-meshes-CVIU11-pattern3-target435 13 0 2 2 2 2 8 2 2 2 24 18 23
all-meshes-CVIU11-pattern3-target436 13 1 NaN NaN NaN NaN NaN 31629 9268 3602 16212 7612 8298
all-meshes-CVIU11-pattern3-target437 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern3-target438 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern3-target439 13 0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
all-meshes-CVIU11-pattern3-target44 13 0 1 1 1 1 2 1 1 1 2 2 4
all-meshes-CVIU11-pattern3-target440 13 0 11 11 11 11 87 11 11 11 132 149 110
all-meshes-CVIU11-pattern3-target441 13 0 3 3 3 3 12 3 3 3 20 24 23
all-meshes-CVIU11-pattern3-target442 13 0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
all-meshes-CVIU11-pattern3-target443 13 0 1 1 1 1 2 1 1 1 1 1 3
all-meshes-CVIU11-pattern3-target444 13 0 38 38 38 38 817 38 38 38 614 450 730
all-meshes-CVIU11-pattern3-target446 13 1 NaN NaN NaN NaN 16384801 25566 9798 23011 16804 13787 14212
all-meshes-CVIU11-pattern3-target447 13 0 1 1 1 1 2 1 1 1 3 3 2
all-meshes-CVIU11-pattern3-target448 13 0 1 1 1 1 3 1 1 1 36 36 36
all-meshes-CVIU11-pattern3-target449 13 1 NaN NaN 3562708 NaN 5216176 259167 1536 22183 18880 19223 14383
all-meshes-CVIU11-pattern3-target45 13 0 5 5 5 5 25 5 5 5 50 39 50
all-meshes-CVIU11-pattern3-target450 13 0 2 2 2 2 8 2 2 2 43 40 48
all-meshes-CVIU11-pattern3-target451 13 0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
all-meshes-CVIU11-pattern3-target452 13 1 NaN NaN NaN NaN NaN 373145 227606 57734 169326 177397 56896
all-meshes-CVIU11-pattern3-target453 13 1 NaN NaN 1180 450212 NaN 5694 1315 11842 19899 13141 14300
all-meshes-CVIU11-pattern3-target454 13 0 1 1 1 1 3 1 1 1 10 10 11
all-meshes-CVIU11-pattern3-target455 13 1 NaN NaN NaN NaN NaN NaN 3733591 8480562 14941696 31218808 2689725
all-meshes-CVIU11-pattern3-target456 13 0 1 1 1 1 2 1 1 1 4 3 2
all-meshes-CVIU11-pattern3-target457 13 0 1 1 1 1 2 1 1 1 2 3 2
all-meshes-CVIU11-pattern3-target458 13 0 4 4 4 4 18 4 4 4 42 40 36
all-meshes-CVIU11-pattern3-target459 13 1 NaN NaN NaN NaN NaN NaN NaN NaN 79823873 2739223 7357384
all-meshes-CVIU11-pattern3-target46 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern3-target460 13 1 3762025 14760440 73921 9452265 2641 11283 916 23528 39076 27192 13236
all-meshes-CVIU11-pattern3-target461 13 0 1 1 1 1 2 1 1 1 3 3 3
all-meshes-CVIU11-pattern3-target462 13 0 1 1 1 1 3 1 1 1 4 3 5
all-meshes-CVIU11-pattern3-target463 13 0 3 3 3 3 13 3 3 3 10 10 13
all-meshes-CVIU11-pattern3-target464 13 1 NaN NaN NaN NaN NaN 94785 694873 141916 33462 25098 14674
all-meshes-CVIU11-pattern3-target465 13 1 NaN NaN NaN NaN NaN 32934 1724 1724 162430 152956 45437
all-meshes-CVIU11-pattern3-target466 13 0 1 1 1 1 2 1 1 1 2 2 2
all-meshes-CVIU11-pattern3-target467 13 0 1 1 1 1 2 1 1 1 2 2 3
all-meshes-CVIU11-pattern3-target468 13 0 1 1 1 1 3 1 1 1 4 5 5
all-meshes-CVIU11-pattern3-target469 13 0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
all-meshes-CVIU11-pattern3-target47 13 0 1 1 1 1 2 1 1 1 3 2 1
all-meshes-CVIU11-pattern3-target470 13 1 45845 NaN NaN NaN 88443 21835 39736 510615 328807 774792 234165
all-meshes-CVIU11-pattern3-target471 13 1 NaN NaN NaN 14742834 NaN 12722 1574 11404 27889 28244 12522
all-meshes-CVIU11-pattern3-target472 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern3-target473 13 0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
all-meshes-CVIU11-pattern3-target474 13 0 1 1 1 1 2 1 1 1 2 2 2
all-meshes-CVIU11-pattern3-target475 13 0 1 1 1 1 2 1 1 1 3 2 3
all-meshes-CVIU11-pattern3-target476 13 0 1 1 1 1 2 1 1 1 3 1 2
all-meshes-CVIU11-pattern3-target477 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern3-target478 13 0 6 6 6 6 29 6 6 6 34 36 20
all-meshes-CVIU11-pattern3-target479 13 0 3 3 3 3 13 3 3 3 83 79 78
all-meshes-CVIU11-pattern3-target48 13 1 NaN NaN NaN NaN NaN 90430 93999 130766 208521 681179 61318
all-meshes-CVIU11-pattern3-target481 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern3-target482 13 0 1 1 1 1 2 1 1 1 2 2 2
all-meshes-CVIU11-pattern3-target483 13 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
all-meshes-CVIU11-pattern3-target484 13 0 3 3 3 3 13 3 3 3 84 78 86
all-meshes-CVIU11-pattern3-target485 13 0 1 1 1 1 2 1 1 1 3 2 2
all-meshes-CVIU11-pattern3-target486 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern3-target487 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern3-target488 13 0 1 1 1 1 2 1 1 1 4 2 2
all-meshes-CVIU11-pattern3-target489 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern3-target49 13 1 NaN NaN NaN NaN NaN 20262155 48924560 18804445 2811797 2052573 24971933
all-meshes-CVIU11-pattern3-target490 13 0 3 3 3 3 12 3 3 3 22 22 24
all-meshes-CVIU11-pattern3-target491 13 1 1047 906789 222235 907589 58000 8284 1564 12240 9069 10312 8318
all-meshes-CVIU11-pattern3-target492 13 0 1 1 1 1 2 1 1 1 2 2 2
all-meshes-CVIU11-pattern3-target493 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern3-target494 13 0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
all-meshes-CVIU11-pattern3-target495 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern3-target496 13 0 6 6 6 6 33 6 6 6 45 39 59
all-meshes-CVIU11-pattern3-target497 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern3-target498 13 0 1 1 1 1 3 1 1 1 4 3 4
all-meshes-CVIU11-pattern3-target499 13 0 2 2 2 2 8 2 2 2 13 9 10
all-meshes-CVIU11-pattern3-target5 13 0 1 1 1 1 2 1 1 1 2 4 2
all-meshes-CVIU11-pattern3-target50 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern3-target500 13 0 1 1 1 1 3 1 1 1 5 5 4
all-meshes-CVIU11-pattern3-target501 13 0 3 3 3 3 12 3 3 3 32 34 41
all-meshes-CVIU11-pattern3-target502 13 0 1 1 1 1 3 1 1 1 8 7 7
all-meshes-CVIU11-pattern3-target503 13 0 11 11 11 11 80 11 11 11 143 194 156
all-meshes-CVIU11-pattern3-target504 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern3-target505 13 0 1 1 1 1 2 1 1 1 1 2 4
all-meshes-CVIU11-pattern3-target506 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern3-target507 13 1 NaN NaN 1615579 NaN NaN 21937 30804 22659 11130 11346 11089
all-meshes-CVIU11-pattern3-target508 13 1 NaN NaN 92759923 91254 464 3605 8424 8424 21016 26486 12618
all-meshes-CVIU11-pattern3-target509 13 0 1 1 1 1 3 1 1 1 4 4 4
all-meshes-CVIU11-pattern3-target51 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern3-target510 13 0 1 1 1 1 2 1 1 1 4 2 2
all-meshes-CVIU11-pattern3-target511 13 0 1 1 1 1 2 1 1 1 4 2 2
all-meshes-CVIU11-pattern3-target512 13 0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
all-meshes-CVIU11-pattern3-target513 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern3-target514 13 0 1 1 1 1 2 1 1 1 1 3 3
all-meshes-CVIU11-pattern3-target515 13 0 1 1 1 1 2 1 1 1 1 1 2
all-meshes-CVIU11-pattern3-target517 13 0 1 1 1 1 2 1 1 1 2 2 3
all-meshes-CVIU11-pattern3-target518 13 1 NaN NaN NaN NaN NaN 379187 529091 45649 230886 237565 259194
all-meshes-CVIU11-pattern3-target519 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern3-target52 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern3-target520 13 1 NaN NaN 319108 NaN 2240905 12259 11956 1438 29874 22595 11242
all-meshes-CVIU11-pattern3-target521 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern3-target522 13 0 25265 25265 25265 25265 567403 25424 25412 280555 271564 438843 65518
all-meshes-CVIU11-pattern3-target523 13 0 1 1 1 1 3 1 1 1 2 4 3
all-meshes-CVIU11-pattern3-target524 13 0 1 1 1 1 2 1 1 1 2 1 1
all-meshes-CVIU11-pattern3-target525 13 0 28 28 28 28 463 28 28 28 432 444 435
all-meshes-CVIU11-pattern3-target526 13 0 4 4 4 4 19 4 4 4 43 40 41
all-meshes-CVIU11-pattern3-target527 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern3-target528 13 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
all-meshes-CVIU11-pattern3-target529 13 0 1 1 1 1 3 1 1 1 4 4 6
all-meshes-CVIU11-pattern3-target53 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern3-target530 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern3-target54 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern3-target55 13 0 11 11 11 11 89 11 11 11 255 234 262
all-meshes-CVIU11-pattern3-target56 13 1 NaN NaN NaN 49576211 NaN 55321 79615 28961 12628 10148 11380
all-meshes-CVIU11-pattern3-target57 13 1 NaN NaN NaN NaN NaN 17954198 17987471 1138780 557657 2356192 3870461
all-meshes-CVIU11-pattern3-target58 13 0 1 1 1 1 3 1 1 1 3 3 4
all-meshes-CVIU11-pattern3-target59 13 0 1 1 1 1 2 1 1 1 2 2 1
all-meshes-CVIU11-pattern3-target6 13 0 1 1 1 1 3 1 1 1 15 15 12
all-meshes-CVIU11-pattern3-target60 13 0 1 1 1 1 3 1 1 1 6 5 5
all-meshes-CVIU11-pattern3-target61 13 0 4 4 4 4 18 4 4 4 40 30 45
all-meshes-CVIU11-pattern3-target62 13 0 1 1 1 1 2 1 1 1 1 2 2
all-meshes-CVIU11-pattern3-target63 13 0 1 1 1 1 2 1 1 1 3 2 1
all-meshes-CVIU11-pattern3-target64 13 0 3 3 3 3 13 3 3 3 19 21 23
all-meshes-CVIU11-pattern3-target65 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern3-target66 13 0 1 1 1 1 2 1 1 1 2 3 4
all-meshes-CVIU11-pattern3-target67 13 0 1 1 1 1 3 1 1 1 4 3 2
all-meshes-CVIU11-pattern3-target68 13 0 6 6 6 6 34 6 6 6 126 138 127
all-meshes-CVIU11-pattern3-target69 13 0 1 1 1 1 2 1 1 1 2 2 2
all-meshes-CVIU11-pattern3-target7 13 0 1 1 1 1 2 1 1 1 2 2 2
all-meshes-CVIU11-pattern3-target70 13 0 2717 2717 2717 2717 46584 2734 2737 18709 79165 71255 17416
all-meshes-CVIU11-pattern3-target72 13 0 9 9 9 9 64 9 9 9 163 196 69
all-meshes-CVIU11-pattern3-target73 13 0 4 4 4 4 19 4 4 4 52 33 44
all-meshes-CVIU11-pattern3-target74 13 0 2 2 2 2 7 2 2 2 20 18 19
all-meshes-CVIU11-pattern3-target76 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern3-target77 13 0 1 1 1 1 3 1 1 1 7 8 7
all-meshes-CVIU11-pattern3-target78 13 0 8 8 8 8 53 8 8 8 49 48 37
all-meshes-CVIU11-pattern3-target79 13 0 10 10 10 10 76 10 10 10 253 271 250
all-meshes-CVIU11-pattern3-target8 13 0 1 1 1 1 3 1 1 1 5 5 5
all-meshes-CVIU11-pattern3-target80 13 0 1 1 1 1 3 1 1 1 9 10 7
all-meshes-CVIU11-pattern3-target81 13 X NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
all-meshes-CVIU11-pattern3-target82 13 0 3 3 3 3 12 3 3 3 14 17 19
all-meshes-CVIU11-pattern3-target83 13 1 6989023 NaN NaN NaN NaN 66690 108117 37054 371517 529604 58515
all-meshes-CVIU11-pattern3-target84 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern3-target85 13 0 1 1 1 1 2 1 1 1 2 2 1
all-meshes-CVIU11-pattern3-target86 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern3-target87 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern3-target88 13 0 1 1 1 1 2 1 1 1 2 1 1
all-meshes-CVIU11-pattern3-target89 13 0 2 2 2 2 8 2 2 2 37 35 31
all-meshes-CVIU11-pattern3-target9 13 0 1 1 1 1 2 1 1 1 3 2 2
all-meshes-CVIU11-pattern3-target90 13 0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
all-meshes-CVIU11-pattern3-target91 13 0 1 1 1 1 3 1 1 1 6 4 6
all-meshes-CVIU11-pattern3-target92 13 0 1 1 1 1 2 1 1 1 2 2 2
all-meshes-CVIU11-pattern3-target93 13 0 1 1 1 1 2 1 1 1 2 3 4
all-meshes-CVIU11-pattern3-target94 13 0 1 1 1 1 2 1 1 1 2 3 1
all-meshes-CVIU11-pattern3-target96 13 0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
all-meshes-CVIU11-pattern3-target97 13 0 1 1 1 1 3 1 1 1 15 14 12
all-meshes-CVIU11-pattern3-target98 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern3-target99 13 1 NaN NaN NaN NaN NaN 539960 1173401 NaN 948313 1007210 380689
all-meshes-CVIU11-pattern4-target1 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target10 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target100 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target102 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target103 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target104 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target106 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target107 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target108 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target109 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target11 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target110 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target111 13 0 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern4-target112 13 0 1 1 1 1 2 1 1 1 2 2 2
